date,status,gap,seconds,planned_cost_yuan,theta,day_end_soc_kwh
2025-09-29,0,0.0,0.059576776000085374,43934.024737317464,42943.25963080792,8700.0
2025-09-30,0,0.0,0.07156505700004345,44666.536275145656,43006.72578909832,8700.0
2025-10-01,0,0.0,0.05560231100025703,45006.89901248376,43615.3562515873,8700.0
2025-10-02,0,0.0,0.07598012499965989,42318.53853729255,17807.882164641782,4800.0
2025-10-03,0,0.0,0.09256509800025015,18419.638003402586,18143.72899881053,4800.0
2025-10-04,0,0.0,0.09836468600042281,20599.89654690537,41429.7435917222,8700.0
2025-10-05,0,0.0,0.060384493000128714,42506.88149754293,41391.18480694357,8700.0
2025-10-06,0,0.0,0.05865687799996522,42325.47776406267,40941.66080618289,8700.0
2025-10-07,0,0.0,0.057568366000396054,42186.320191111416,38998.88729588,8700.0
2025-10-08,0,0.0,0.05733588500015685,39854.11152811762,38371.22899027476,8700.0
2025-10-09,0,0.0,0.06734724499983713,38616.12110773219,16153.096320670898,4800.000000000002
2025-10-10,0,0.0,0.05807810500027699,16777.08910231424,16574.310277547323,4800.000000000005
2025-10-11,0,0.0,0.11051189699992392,19202.401684601275,39086.633193279325,8700.0
2025-10-12,0,0.0,0.06752867700015486,40493.04817348208,39196.21086521681,8700.0
2025-10-13,0,0.0,0.05567285699999047,41138.20716645576,39384.466899083556,8700.0
2025-10-14,0,0.0,0.05528741500029355,40884.68659109998,37869.819548220396,8700.0
2025-10-15,0,0.0,0.05673872399984248,39859.82025834819,37774.220894832404,8700.0
2025-10-16,0,0.0,0.07023894499980088,39060.13537355112,15291.243727503097,4800.000000000001
2025-10-17,0,0.0,0.0879477290000068,16589.618955163314,15986.46539237739,4800.000000000012
2025-10-18,0,0.0,0.17208703300002526,18946.960605971384,41206.72553639954,8700.0
2025-10-19,0,0.0,0.07508113799985949,43183.82035136568,41751.37453767483,8700.0
2025-10-20,0,0.0,0.05716344399979789,44348.80532743281,42531.278395251866,8700.0
2025-10-21,0,0.0,0.05791241399992941,45104.94010483805,42702.19519682069,8700.0
2025-10-22,0,0.0,0.05496196400008557,44864.75037295242,43781.50348637678,8700.0
2025-10-23,0,0.0,0.06827264799994737,44452.72900052928,15843.711028634305,5999.999999999997
2025-10-24,0,0.0,0.08972673600010239,17252.73198608806,16127.337729772207,5999.999999999965
2025-10-25,0,0.0,0.05987738699968759,18976.890496681302,45242.09422406913,8700.0
2025-10-26,0,0.0,0.05549159199972564,46745.31743038852,45766.81160117615,8700.0
2025-10-27,0,0.0,0.056259560999933456,46940.83906209384,45719.921212703804,8700.0
2025-10-28,0,0.0,0.05646591200002149,46933.30322934992,45184.74903768265,8700.0
2025-10-29,0,0.0,0.07644951200018113,46397.29650293316,45220.83351477014,8700.0
2025-10-30,0,0.0,0.07981586899995818,45525.15451518679,16720.317022444277,6000.0
2025-10-31,0,0.0,0.10759035799992489,18177.61679785203,16735.31339326798,5999.999999999933
2025-11-01,0,0.0,0.09141061599984823,19624.32651800123,46147.88636813777,8700.0
2025-11-02,0,0.0,0.06937601300023744,47959.91693395322,46620.40863603708,8700.0
2025-11-03,0,0.0,0.05469207700025436,48514.93572484719,46685.1184896191,8700.0
2025-11-04,0,0.0,0.05748165099976177,48764.90393934115,47167.414426273084,8700.0
2025-11-05,0,0.0,0.057709724999767786,48777.97231165955,46968.86891257474,8700.0
2025-11-06,0,0.0,0.07954058899986194,47047.94378638771,17404.12803351409,5999.999999999888
2025-11-07,0,0.0,0.08429115399985676,19057.80755399976,17459.75568260676,6000.000000000023
