date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,v1_total_cost_yuan,savings_vs_v1_yuan
2025-02-11,1,86887.68583263784,97.42623111011224,86985.11206374796,54369.240710514234,517.8724452670126,54887.11315578124,24501.289142528294,19846.044205447917,7109.269993334243,11,1,0.3164983945257518,1,2336.436565140184,8700.0,8700.000000000004,54425.27835821382,-461.8347975674187
2025-02-12,1,85321.08739948702,398.6157143646725,85719.70311385169,53302.847844724325,1619.5936980414806,54922.44154276581,24287.630694582243,19672.980862611625,5838.317148547739,22,1,41.63366464290408,4,2175.9297024185485,8700.000000000004,8700.0,54600.81349184017,-321.6280509256394
2025-02-13,1,83951.62482637927,228.17886647491224,84179.80369285418,52659.81219782066,706.1321459208809,53365.94434374154,23475.118023942858,19689.845599393717,9065.052251638372,23,1,25.30298364164421,3,3874.394406882485,8700.0,7950.0,53575.57240808814,209.6280643466016
2025-02-14,1,36409.535445128444,807.7585867050201,37217.294031833466,18933.266700241784,2616.5550383115824,21549.821738553368,18326.47322477802,15519.443312070198,4608.462302458973,34,1,494.27330157727835,13,1064.50348277405,7950.0,7199.999999999996,22692.986609220516,1143.1648706671476
2025-02-15,1,37818.16111634055,863.1539175850208,38681.315033925566,19419.561982830648,3007.5130951900587,22427.07507802071,20266.215239563222,15065.63434404621,4200.643038408557,47,1,270.5322019260052,10,759.3715045212722,7199.999999999996,8700.000000000004,21752.515826580468,-674.5592514402415
2025-02-16,1,81031.00431190294,1260.5265930244575,82291.53090492741,50204.12123818955,4984.1416299509065,55188.26286814046,23236.235400854468,18821.350674692123,2499.2670787650613,61,1,260.27336795537013,15,823.968813225423,8700.000000000004,8700.0,55502.1001105602,313.83724241973687
2025-02-17,1,81036.93809442122,354.8159441232875,81391.7540385445,50168.78865703836,1249.8751696171048,51418.66382665547,23214.36577706089,18803.636279419323,5797.16137423627,29,1,120.73899839358569,7,2478.3399846521143,8700.0,8700.0,51602.89903298374,184.23520632826694
2025-02-18,1,80338.00216658467,486.8948627262979,80824.89702931097,49644.70285333961,1957.6474933677616,51602.35034670737,23214.318437822647,18803.597934636346,4322.788742791343,31,1,131.69822269471513,6,1767.2511440866265,8700.0,8700.0,51590.14004256722,-12.210304140149674
2025-02-19,1,79863.45171007383,1236.79070852556,81100.24241859939,49270.18097234637,4460.993618890715,53731.17459123708,23283.974922062112,18860.019686870313,3796.9598000742585,56,1,262.8798954834284,10,611.4672406510265,8700.0,8700.000000000002,52786.911629313756,-944.2629619233267
2025-02-20,1,78098.26964823129,540.4749487263357,78638.74459695762,48484.45245483528,2218.320094287105,50702.77254912238,21593.86339498242,18841.02934993576,4892.776818577628,34,1,54.32846135017718,3,1650.0366941571265,8700.000000000002,7200.0,51189.23873301501,486.46618389262585
2025-02-21,1,34344.170349231244,579.7622380388385,34923.93258727009,17947.224449497447,2005.4910836940205,19952.71553319147,16883.59369089093,14755.710889621754,7235.787752667575,31,1,75.30827416671342,4,885.5257461235499,7200.0,5999.999999999888,20603.81128925515,651.0957560636816
2025-02-22,1,38174.118336227315,838.6211500535778,39012.739486280894,19512.16073436255,3152.1549499423527,22664.315684304904,20873.123171552445,14477.22976895738,4772.083200352492,45,1,207.8096054631245,11,652.3227784539322,5999.999999999888,8700.0,23260.85419908947,596.5385147845664
2025-02-23,1,78548.44339764726,1121.192901030212,79669.63629867748,48304.74709660235,3818.699941291761,52123.44703789411,23235.9687128551,18821.13465741263,3722.948559901677,46,1,387.6738769480957,11,1081.7927220339125,8700.0,8700.0,52525.53638615218,402.089348258065
2025-02-24,1,78111.84414428174,384.27458626699,78496.11873054873,47947.92651393152,1668.1583674105095,49616.08488134203,23200.012945156854,18792.010485577048,5885.082654302258,28,1,14.080248381365891,2,2527.3337880341396,8700.0,8700.0,49250.76266728646,-365.32221405557357
2025-02-25,1,77860.9860431498,418.9282883039133,78279.9143314537,47817.33210752762,1440.2633463746743,49257.59545390229,23231.21745926376,18817.286142003646,8044.659780860261,28,1,86.31325624424267,7,3398.89547846145,8700.0,8700.0,49016.569352776314,-241.02610112597904
2025-02-26,1,77219.71070272494,635.0020266144049,77854.71272933934,47387.92179743052,2558.320655167355,49946.24245259787,23007.475284213113,18636.054980212622,4668.4443920055255,34,1,84.03401396988261,6,2246.4926405626675,8700.0,8700.000000000002,49888.887733625364,-57.35471897250682
2025-02-27,1,73628.58436963237,510.6205010349096,74139.20487066728,45665.072662747894,2503.023680547285,48168.09634329518,19946.042630258773,18586.294530509655,5822.872570918167,24,1,10.689051234184888,1,895.6446015387354,8700.000000000002,5999.999999999948,49346.04651416851,1177.9501708733296
2025-02-28,1,35000.94268016167,506.2447581213686,35507.18743828304,18091.71562851682,1831.0721897120854,19922.787818228906,17692.04142361052,14330.553553124471,8853.106017796994,31,1,207.81257358017,8,919.3121421860026,5999.999999999948,6000.000000000007,21787.9602217088,1865.1724034798935
2025-03-01,1,37652.7514346,488.92784120467115,38141.67927580467,19226.147196525828,1816.733334069388,21042.880530595216,20369.50420556705,14069.298406509317,8182.7075434136095,19,1,209.1092298291146,5,1141.6228363102289,6000.000000000007,8700.0,20489.86581616961,-553.0147144256043
2025-03-02,1,75562.29640718781,4429.40120069746,79991.69760788527,46284.69424642599,16492.31003437951,62777.00428080551,23030.471764418082,18654.68212917865,3257.6009059791695,48,1,2889.889889493918,22,1169.4435408596996,8700.0,8700.000000000002,65879.62565226495,3102.6213714594414
2025-03-03,1,76357.92003653433,2746.442546560636,79104.36258309496,46752.99738799102,11298.334340647496,58051.33172863851,23321.284265635513,18890.24025516477,2656.171939290884,61,1,742.2145338014368,19,555.8353844434428,8700.000000000002,8700.0,62534.052181947125,4482.7204533086115
2025-03-04,1,78320.09349566014,329.16853845242764,78649.26203411257,48219.285134875994,1095.1016310482714,49314.38676592427,23171.646567311487,18769.033719522304,5047.191252990054,23,1,107.4140407628829,8,1634.0901476895444,8700.0,8700.0,50188.51199098679,874.1252250625257
2025-03-05,1,79480.653327227,85.0413603378273,79565.69468756483,48989.821118483975,352.011120009055,49341.83223849303,23178.40051829,18774.5044198149,9031.326572423057,14,1,15.42191758784088,3,3315.0468862190482,8700.0,8700.0,48997.515190394915,-344.31704809811345
2025-03-06,1,76020.08764704401,166.16116103434607,76186.24880807835,47508.25310357993,566.7476426128549,48075.00074619279,20172.78569969263,18769.956416751033,8842.765391803427,16,1,30.466630614930295,3,3731.801024043575,8700.0,6000.000000000002,48706.26149167017,631.2607454773824
2025-03-07,1,32966.996250875025,129.5966776869137,33096.59292856194,17249.030175873846,404.578479335276,17653.608655209122,15999.657722870568,14039.722755525163,10214.3724278832,13,1,64.470505182073,5,1963.9583084325013,6000.000000000002,4800.000000000003,19737.01044629875,2083.401791089629
2025-03-08,1,37673.968544989664,178.74720913936028,37852.71575412902,19270.507235725272,460.0959182201691,19730.60315394544,21005.744604166794,13504.653129375105,11288.484762670667,16,1,56.90301513356985,4,1400.2143063373003,4800.000000000003,8700.0,17760.687758256692,-1969.9153956887494
2025-03-09,1,77219.76420468357,245.060158932567,77464.82436361614,47414.88173464303,921.3624675950357,48336.244202238064,23177.289623722107,18773.604595214907,9727.61428510894,14,1,9.463176075799538,1,3319.7121178162524,8700.0,8700.0,47114.12528899563,-1222.1189132424333
2025-03-10,1,75477.85700321652,1360.8942514052621,76838.75125462178,46166.37412571788,3891.5733667968407,50057.94749251472,23309.308495636644,18880.539881465684,4367.911190450813,34,1,1035.3858859474014,15,2232.9675079803733,8700.0,8700.0,51493.26674854926,1435.3192560345342
2025-03-11,1,75481.65677470787,336.5618632263647,75818.21863793423,45941.246772206556,1250.3923506800688,47191.63912288663,23288.972828388134,18864.067990994386,7454.395000540486,25,1,59.45079708984247,4,3531.3745495911126,8700.0,8700.000000000004,47546.11962192884,354.4804990422126
2025-03-12,1,74920.20875388828,414.41682937886577,75334.62558326714,45607.60142038669,1243.7250288991327,46851.326449285814,23129.434246154175,18734.841739384883,8504.498393164513,28,1,90.23309658507738,6,3767.000118573873,8700.000000000004,8700.000000000002,46222.03095211803,-629.2954971677827
2025-03-13,1,69387.09161638308,2004.9944926653884,71392.08610904847,43012.0993932532,7985.5852209398645,50997.68461419306,18142.655642240814,18205.551070215068,3909.3635203560634,49,1,1014.6608056370203,19,1612.7350918335126,8700.000000000002,4799.999999999996,57436.795496830084,6439.1108826370255
2025-03-14,1,31147.75921383539,255.36822779971016,31403.1274416351,16235.435904378784,1030.0511514131092,17265.48705579189,15127.751235357016,12793.47850063918,13039.42872358393,21,1,35.27407175380233,2,715.8616024674277,4799.999999999996,4200.0,19573.663002263234,2308.175946471343
2025-03-15,1,36384.954010840935,638.0267352969365,37022.98074613787,18504.07484253766,2256.33058088188,20760.40542341954,20346.575917699916,12430.726493336932,8183.0061717748895,38,1,49.69259603895239,4,590.6311081772312,4200.0,8700.0,21274.855068380017,514.4496449604776
2025-03-16,1,73315.15723364976,827.5421472881767,74142.69938093793,44454.56373285138,3278.2337724678514,47732.79750531923,22315.68624004063,18075.705854432912,6551.672061996881,32,1,173.75266048916114,7,2623.3063355911495,8700.0,8700.0,46776.63229535205,-956.1652099671774
2025-03-17,1,72791.78080395372,201.88421843851668,72993.66502239223,44063.88411129029,759.7206534845001,44823.60476477479,22077.013434816796,17882.380882201604,10940.901036443704,14,1,8.398860985468234,1,4049.638676656701,8700.0,8700.000000000004,43575.56593767492,-1248.0388270998737
2025-03-18,1,70226.31425253257,1175.7010934681243,71402.0153460007,42254.28677446655,5690.3920817426715,47944.67885620922,21463.333270015242,17385.299948712345,6198.023658031134,35,1,32.18815041452808,1,817.4079785610878,8700.000000000004,8700.0,46028.47007274049,-1916.2087834687263
2025-03-19,1,70227.49464823755,673.2867931372541,70900.78144137481,42293.5826398458,3375.315434325578,45668.89807417138,21704.36498693437,17580.53563941684,7311.481643857275,21,1,0.0,0,1271.0946492583614,8700.0,8700.0,43778.162096560955,-1890.7359776104277
2025-03-20,1,64219.1244451245,653.8562213355166,64872.98066646002,39803.19342372232,2542.349900326808,42345.543324049126,16176.208277806432,17692.728705023215,4180.539277010134,38,1,11.140373429775082,1,1028.1786940339898,8700.0,3599.9999999999923,45646.08619984949,3300.542875800362
2025-03-21,1,30704.95812917604,363.0326941411466,31067.99082331719,15838.485397437473,1211.1415003293807,17049.62689776685,15328.369071410922,12415.97894784276,16122.13618308236,27,1,32.32013116857504,2,616.7004625072829,3599.9999999999923,3600.0000000000864,17950.827080584324,901.2001828174725
2025-03-22,1,36494.12793074288,394.35846392382376,36888.4863946667,18373.259260659266,1302.7309523563704,19675.990213015637,20734.54874487444,12204.984483348375,12477.722399807306,22,1,185.2415585781958,7,793.3647372370431,3600.0000000000864,8700.0,19818.404380011692,142.41416699605543
2025-03-23,1,68335.22038996742,746.731169667062,69081.95155963449,41185.757692636966,2767.6767436446494,43953.43443628162,21717.719964151045,17591.353170962342,6185.864649779108,34,1,211.29315976820362,7,1616.8381827054313,8700.0,8700.000000000002,45022.80173692672,1069.367300645099
2025-03-24,1,68027.55711695389,702.2528715329054,68729.8099884868,40983.1636127776,2488.4954930240533,43471.65910580166,21591.079731294125,17488.77458234824,6629.007756207582,33,1,196.43245097474926,8,1368.1879757298889,8700.000000000002,8700.000000000002,42513.36068338066,-958.298422420994
2025-03-25,1,67516.56393039915,1382.8442289887787,68899.40815938792,40677.03163090013,4717.677020784687,45394.708651684814,21688.3566327754,17567.568872548076,3828.4956824939404,44,1,756.2698085988764,16,978.124907982253,8700.000000000002,8700.000000000005,48392.46754267855,2997.758890993733
2025-03-26,1,68259.82905131872,172.118910682797,68431.94796200152,41052.750268754164,473.04017427571944,41525.79044302989,21665.04935471296,17548.689977317503,8723.0337179394,13,1,31.95411721655125,2,2847.623823420377,8700.000000000005,8700.0,40777.05665623184,-748.7337867980459
2025-03-27,1,61980.81303864055,602.0527985590224,62582.86583719957,38336.42814560127,2073.851957047091,40410.28010264836,15980.978410614303,17534.592512597523,5419.490539182788,27,1,77.3955318293763,3,1729.9137429708805,8700.0,3600.000000000072,44950.95898128855,4540.678878640196
2025-03-28,1,29989.499480086834,378.0711321875058,30367.57061227434,15286.247999183359,1424.7614706306176,16711.009469813976,14917.984307597035,12083.567289153649,16711.272827164288,24,1,4.658258790630498,1,675.8275730678838,3600.000000000072,3600.000000000017,17049.08078695023,338.07131713625495
2025-03-29,1,35769.69479373897,210.60626394450375,35980.30105768347,17738.42557417266,807.2197762806182,18545.645350453276,20525.05055893364,12035.290952736263,19783.332268152764,20,1,0.0,0,829.1017121040362,3600.000000000017,8700.0,16958.916324855923,-1586.729025597353
2025-03-30,1,64265.603498415745,897.3218241300532,65162.9253225458,38661.19015101426,3465.227564627509,42126.41771564177,21407.774436518495,17340.29729357998,5749.82847960728,35,1,512.9487139802211,13,1428.5561388020985,8700.0,8700.0,42082.04795598338,-44.369759658395196
2025-03-31,1,63574.08142695085,2085.1725234147334,65659.25395036559,38190.56292946306,7878.455955697061,46069.01888516012,21491.359104041814,17408.000874273872,4624.506237264302,46,1,1488.5093229231286,23,2403.881518219502,8700.0,8700.0,48423.79145712405,2354.7725719639275
2025-04-01,1,64358.5475993809,3273.4441751395852,67631.99177452049,38527.44454285568,9112.986079911507,47640.430622767184,21553.718071072657,17458.511637568852,3327.9338243500083,58,1,2739.901673493693,23,1610.0749157295124,8700.0,8700.000000000004,53391.690820520394,5751.26019775321
2025-04-02,1,64914.37894114538,3382.184686321509,68296.5636274669,38716.758406023066,13492.60260777851,52209.36101380157,21552.701055891455,17457.687855272085,3766.2150268475207,58,1,1762.4379017304898,20,563.7044622168343,8700.000000000004,8700.000000000002,58056.460031498595,5847.099017697023
2025-04-03,1,60918.737074487006,438.42627644802764,61357.163350935036,37294.28976399545,1717.4431814239379,39011.73294541939,15975.731267404299,17530.34232659748,7048.244143461547,29,1,31.378397660404517,2,1285.4563297144368,8700.000000000002,3600.0000000000023,42780.628424674505,3768.895479255116
2025-04-04,1,29478.68668518015,187.42822864192632,29666.114913822075,14947.93514300198,766.6317151123701,15714.566858114349,14491.02519882292,11737.730411046565,20482.017876045724,17,1,4.045278984076958,1,866.1293657351534,3600.0000000000023,3600.000000000004,16203.415247050893,488.8483889365434
2025-04-05,1,35320.89261490092,523.1478157539514,35844.04043065487,17424.75252414928,2039.8631076868032,19464.61563183608,20053.8057978122,11653.582696227888,15399.702345737223,29,1,284.99479347752424,9,953.6012930987164,3600.000000000004,8700.0,22361.647877664203,2897.0322458281225
2025-04-06,1,66410.95352963892,152.09618206812905,66563.04971170705,39413.83745553025,609.3197986019632,40023.15725413221,21675.122157207403,17556.848947337996,8034.700235170982,12,1,0.0,0,2342.573524931851,8700.0,8700.0,39466.8279333049,-556.3293208273099
2025-04-07,1,65854.1500518769,176.51087120015768,66030.66092307706,38986.154856837944,481.9390629320923,39468.09391977004,21609.596230036615,17503.772946329656,8682.118356036764,19,1,25.933926915195343,6,3043.702069546057,8700.0,8700.0,40732.052964065646,1263.9590442956032
2025-04-08,1,65722.5695041373,606.6180301891213,66329.18753432641,38903.68425597621,2791.8627760838917,41695.5470320601,21617.417749008793,17510.10837669712,7868.684545348073,36,1,26.351380122383944,4,1215.4625344077228,8700.0,8700.0,42266.883000391485,571.3359683313829
2025-04-09,1,64567.02502201335,1835.595898874853,66402.6209208882,38348.98430009919,6107.99739062767,44456.98169072686,21543.847187308595,17450.51622171996,3174.9789386329007,44,1,1354.7083091816585,20,871.5829434662444,8700.0,8700.000000000004,52592.25480562957,8135.2731149027095
2025-04-10,1,60084.912713526785,661.400171507171,60746.312885033956,36629.91726340634,2979.7315037727203,39609.64876717907,16042.735402092007,17584.615675694527,7827.555258636475,31,1,75.5421319769523,4,1515.5403120184994,8700.000000000004,3599.9999999999995,43566.95741426932,3957.3086470902563
2025-04-11,1,28834.497906169152,402.35664412986694,29236.85455029902,14488.844223233487,1602.5538388431132,16091.398062076601,14196.104220866573,11498.844418901925,21222.944581667703,26,1,71.09577873404419,4,1184.9001370631472,3599.9999999999995,3599.9999999999995,16766.9297737706,675.5317116939987
2025-04-12,1,34834.37723908805,160.86660552046305,34995.243844608514,17084.911324546738,683.7671799960134,17768.67850454275,19780.557279193883,11432.251396147049,17621.777411561678,9,1,19.973713363600382,2,1417.5277159334871,3599.9999999999995,8700.0,17987.702119457303,219.02361491455304
2025-04-13,1,64984.92839902231,305.3315130947683,65290.25991211708,38401.724379286265,1379.892191136067,39781.61657042233,21532.910534408824,17441.657532871148,6922.6484272460675,27,1,6.479528701144773,3,2035.1844969977267,8700.0,8700.000000000002,42807.48506898168,3025.86849855935
2025-04-14,1,64568.85266376129,274.5609270853302,64843.41359084662,38077.929112237376,1220.0483232019467,39297.97743543932,21330.213646963246,17277.473054040227,8262.641197923598,22,1,0.0,0,1805.4202139510846,8700.000000000002,8700.000000000002,39624.36952999136,326.3920945520367
2025-04-15,1,64593.1872300765,94.77425131502275,64687.961481391525,38205.43056836207,428.6498228473046,38634.080391209376,21466.475464050895,17387.845125881224,10469.90230988852,9,1,47.848924205252615,3,3983.5869329940015,8700.000000000002,8700.0,40948.88018739402,2314.7997961846413
2025-04-16,1,63411.125760508185,686.2529867115965,64097.37874721978,37506.64269662666,2296.382156023471,39803.02485265013,21025.779778543452,17030.881620620195,4322.888639296523,34,1,380.94576674844313,12,1304.6964801468248,8700.0,8700.0,45569.875828825214,5766.850976175083
2025-04-17,1,55256.960711546315,280.08151082755217,55537.042222373864,33999.03890468173,1181.1277451325782,35180.16664981431,13585.88518655336,16674.567001108226,5757.381686928731,23,1,122.48153182467517,5,1463.2399191857958,8700.0,2399.9999999999945,40887.83347646245,5707.666826648143
