date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,v1_total_cost_yuan,savings_vs_v1_yuan,same_risk_no_storage_cost_yuan
2025-04-17,1,62256.96071154632,280.0815108275533,62537.04222237388,36966.33890468173,1181.1277451325832,38147.46664981432,20585.88518655337,16674.567001108226,5757.381686928732,23,1,122.48153182467631,5,1463.2399191857958,5999.999999999998,6000.000000000001,40887.83347646245,2740.3668266481327,50029.932242097195
2025-04-18,1,28662.487320280867,206.1244433139699,28868.611763594836,14293.79014826796,614.5453143156444,14908.335462583605,15999.999999999996,12960.0,19474.494580261504,17,1,25.620533403831246,2,1120.4284981839717,6000.000000000001,6000.000000000002,16574.54743528673,1666.2119727031259,26735.032353056453
2025-04-19,1,28533.749621708685,256.88485007237824,28790.634471781064,14225.318389728776,781.5810880224172,15006.899477751194,15999.999999999996,12960.0,18965.955221781067,11,1,24.06388604421636,1,981.5500406153066,6000.000000000002,6000.000000000002,15180.900421461072,174.0009437098779,26868.77393434959
2025-04-20,1,61814.73144195273,434.8582865912813,62249.589728544015,36548.49811525392,1764.5291892502075,38313.027304504125,20799.793660230516,16847.83286478672,6339.884049766885,24,1,72.04576385896637,6,1356.3799185898515,6000.000000000002,6000.0,40934.931130969766,2621.903826465641,50845.91908080305
2025-04-21,1,61589.531866203506,308.570865238847,61898.102731442355,36315.87940651167,1029.9796580141135,37345.85906452578,20794.781109318203,16843.772698547742,9430.18393733856,25,1,57.65247826875704,5,2413.2878593630744,6000.0,6000.0,37072.66248597594,-273.1965785498396,49822.11535281466
2025-04-22,1,60953.583801929075,619.312023375256,61572.89582530433,36205.6530132423,1961.9543799257012,38167.607393168,20491.073564810467,16597.769587496474,5526.662531323672,29,1,262.1657949363632,9,1778.4006763436912,6000.0,6000.000000000001,41319.27407774113,3151.6666845731306,50011.910990478624
2025-04-23,1,61523.6354042007,334.8755860601962,61858.5109902609,36329.427489072215,1110.449645876901,37439.877134949114,20536.880915142927,16634.87354126577,6556.586899717069,23,1,159.7838072349751,10,2367.1397019062683,6000.000000000001,6000.000000000002,40409.01519811607,2969.1380631669526,49494.69390330648
2025-04-24,1,60416.68709625399,119.22688756979267,60535.91398382378,35772.48391665235,524.9606332868234,36297.44454993917,20479.799853269014,16588.637881147897,9554.645311702669,17,1,21.23249147632218,3,3040.4333311272167,6000.000000000002,6000.000000000002,35646.63969403098,-650.8048559081944,48932.15131070016
2025-04-25,1,27609.05705109131,191.4804433919867,27800.537494483295,13512.90539978285,715.6778215219143,14228.583221304765,16000.000000000004,12960.000000000002,22760.179844483293,15,1,95.74135913090015,5,1050.4741345402601,6000.000000000002,6000.0,15590.335844336665,1361.7526230319,25737.809621654513
2025-04-26,1,27464.525024154496,419.05886549263926,27883.583889647136,13436.557084945183,1537.5074204909436,14974.064505436127,16000.000000000002,12960.0,24773.3902563138,29,1,127.82948938394111,9,1123.281164397572,6000.0,6000.0,19453.854174213833,4479.7896687777065,26485.173817158782
2025-04-27,1,57323.340456883816,1103.994376650124,58427.33483353394,33825.8140944689,4665.244043835511,38491.05813830441,20252.244982083168,16404.318435487367,6005.9371036048005,36,1,95.2097804541952,4,909.3224923909168,6000.0,6000.000000000004,41023.69874426167,2532.6406059572546,51580.518623730146
2025-04-28,1,57415.79763243956,5530.874262062678,62946.67189450224,33980.90881125893,20286.847755928684,54267.756567187615,20254.38417568867,16406.051182307823,2476.371584454723,64,1,4315.060128282858,36,1018.1110804899142,6000.000000000004,5999.999999999998,64773.27538906665,10505.518821879035,55131.96200783
2025-04-29,1,59288.18134961121,579.4063838822794,59867.587733493485,35067.50839869186,2442.2592291494375,37509.7676278413,19667.575147246243,15930.735869269456,8697.534738850038,18,1,3.5413177786554115,3,2832.3886226853174,5999.999999999998,6000.0,37779.75764530526,269.99001746396243,49832.720812763364
2025-04-30,1,58984.08433914275,934.2283360780573,59918.312675220805,34954.26486935503,3211.933957460941,38166.19882681597,19502.86909905736,15797.323970236459,7955.91311306657,34,1,663.237669968795,15,2462.3085254582375,6000.0,6000.000000000004,40615.82561002904,2449.626783213069,48630.347489280415
2025-05-01,1,58568.23502587691,2626.1458144426897,61194.380840319594,34855.287503036925,12220.093208736886,47075.38071177381,19399.276279716312,15713.413786570218,6497.139547173501,63,1,436.08564953941345,9,427.81278382211934,6000.000000000004,6000.0,51871.72493493466,4796.34422316085,59924.77710373766
