date,status,gap,seconds,objective_yuan,planned_cost_yuan,terminal_penalty_yuan,expected_emergency_cost_yuan,objective_reconstruction_error
2025-09-29,0,0.0,0.12555630001588725,45852.08964861093,43942.374737317456,0.0,1909.7149112934658,7.275957614183426e-12
2025-09-30,0,0.0,0.1153325000195764,46675.293152505,44674.886275145655,0.0,2000.4068773593483,0.0
2025-10-01,0,0.0,0.13956929999403656,46903.90069545561,45015.24901248375,0.0,1888.6516829718564,7.275957614183426e-12
2025-10-02,0,0.0,0.13880680000875145,46031.015499970854,44164.38853729254,0.0,1866.6269626783107,0.0
2025-10-03,0,0.0,0.22243599998182617,19390.32574102239,18480.954282344832,0.0,909.3714586775588,3.637978807091713e-12
2025-10-04,0,0.0,0.2563708000234328,19733.358078738744,18819.08020746224,0.0,914.2778712765075,3.637978807091713e-12
2025-10-05,0,0.0,0.1220319000130985,44351.99107656353,42515.23149754293,0.0,1836.7595790205964,0.0
2025-10-06,0,0.0,0.18536289999610744,44145.786914222364,42333.82776406267,0.0,1811.9591501597013,7.275957614183426e-12
2025-10-07,0,0.0,0.23746409997693263,44017.923731934956,42194.67019111142,0.0,1823.253540823536,0.0
2025-10-08,0,0.0,0.14934470001026057,41773.204689180915,39862.46152811762,0.0,1910.7431610632952,0.0
2025-10-09,0,0.0,0.2566188000200782,42356.767470670085,40461.97110773219,0.0,1894.7963629378937,0.0
2025-10-10,0,2.0499443949989083e-16,0.2652564999880269,17746.719452327634,16825.11932021554,0.0,921.6001321120908,3.637978807091713e-12
2025-10-11,0,0.0,0.25631860000430606,18353.139334407708,17397.407529351873,0.0,955.7318050558359,0.0
2025-10-12,0,0.0,0.1360362000123132,42275.325680147376,40501.398173482085,0.0,1773.9275066652958,7.275957614183426e-12
2025-10-13,0,0.0,0.15026809999835677,42856.01871454927,41146.557166455765,0.0,1709.4615480935047,0.0
2025-10-14,0,0.0,0.1598791999858804,42374.988031819456,40893.036591099975,0.0,1481.9514407194795,0.0
2025-10-15,0,0.0,0.1676687999861315,41109.332009705366,39868.1702583482,0.0,1241.1617513571728,0.0
2025-10-16,0,0.0,0.20482210000045598,42296.75965158273,40905.98537355112,0.0,1390.7742780316107,0.0
2025-10-17,0,0.0,0.13911769998958334,17249.333361449404,16603.76663970473,0.0,645.5667217446764,0.0
2025-10-18,0,0.0,0.16824490000726655,17766.770415735566,17114.283769156704,0.0,652.4866465788618,0.0
2025-10-19,0,0.0,0.11238470001262613,44718.7756317165,43192.17035136568,0.0,1526.6052803508176,7.275957614183426e-12
2025-10-20,0,0.0,0.11614649998955429,45822.91163458284,44357.15532743281,0.0,1465.7563071500244,0.0
2025-10-21,0,0.0,0.1236505999986548,46745.45377729138,45113.290104838044,0.0,1632.1636724533353,0.0
2025-10-22,0,0.0,0.11772760000894777,46543.92042579834,44873.10037295242,0.0,1670.82005284592,0.0
2025-10-23,0,0.0,0.1122666000155732,47468.92984657945,45733.82900052928,0.0,1735.1008460501628,7.275957614183426e-12
2025-10-24,0,0.0,0.3461078999971505,18035.35068099201,17252.731986088078,0.0,782.6186949039342,0.0
2025-10-25,0,0.0,0.1900004000053741,18511.22748039435,17704.140496681284,0.0,807.086983713067,0.0
2025-10-26,0,1.496688624695695e-16,0.21748669998487458,48613.702904722515,46753.66743038852,0.0,1860.0354743339904,0.0
2025-10-27,0,0.0,0.24190439999802038,48840.137610911894,46949.189062093836,0.0,1890.948548818062,7.275957614183426e-12
2025-10-28,0,0.0,0.21154320001369342,48730.69429446514,46941.65322934992,0.0,1789.0410651152165,0.0
2025-10-29,0,0.0,0.11756409998633899,48175.93395085643,46405.64650293316,0.0,1770.2874479232742,0.0
2025-10-30,0,0.0,0.1760616000101436,48631.642284284455,46806.25451518678,0.0,1825.387769097673,0.0
2025-10-31,0,0.0,0.12054480001097545,18900.382367023398,18177.61679785206,0.0,722.7655691713352,3.637978807091713e-12
2025-11-01,0,0.0,0.17385510000167415,19072.425077900127,18351.5765180012,0.0,720.8485598989308,3.637978807091713e-12
2025-11-02,0,0.0,0.09406900001340546,49617.78465287952,47968.26693395323,0.0,1649.5177189262938,0.0
2025-11-03,0,0.0,0.0995454000076279,50075.31012525656,48523.28572484719,0.0,1552.0244004093727,0.0
2025-11-04,0,0.0,0.10594350000610575,50313.59748130576,48773.25393934116,0.0,1540.3435419646084,7.275957614183426e-12
2025-11-05,0,0.0,0.159807499992894,50502.631911114724,48786.32231165955,0.0,1716.3095994551697,7.275957614183426e-12
2025-11-06,0,0.0,0.10899229999631643,49947.54647688592,48329.04378638776,0.0,1618.5026904981555,0.0
2025-11-07,0,0.0,0.172307600005297,19752.230063189894,19057.807553999693,0.0,694.4225091902007,0.0
2025-11-08,0,0.0,0.1815587000164669,19641.348394042656,18963.23684235362,0.0,678.1115516890335,0.0
2025-11-09,0,0.0,0.135053500009235,51354.645540064186,49735.5807084298,0.0,1619.0648316343857,0.0
2025-11-10,0,0.0,0.09475829999428242,51784.4464707439,50146.35619962897,0.0,1638.0902711149229,0.0
2025-11-11,0,0.0,0.1122027000237722,52184.16944044039,50580.752746122664,0.0,1603.4166943177272,0.0
2025-11-12,0,0.0,0.10704360000090674,52582.142620465645,51062.73757573166,0.0,1519.405044733976,7.275957614183426e-12
2025-11-13,0,0.0,0.10770839999895543,52346.68897482499,50896.01364522097,0.0,1450.6753296040238,7.275957614183426e-12
2025-11-14,0,0.0,0.12262969999574125,20438.620180312577,19804.396741902277,0.0,634.2234384103015,3.637978807091713e-12
2025-11-15,0,0.0,0.25110290001612157,20363.508240385214,19680.819180614097,0.0,682.6890597711136,3.637978807091713e-12
2025-11-16,0,0.0,0.13017049999325536,53641.25914067573,52216.48634656749,0.0,1424.772794108231,0.0
2025-11-17,0,0.0,0.15656060000765137,54146.923675517246,52778.61397693382,0.0,1368.3096985834345,7.275957614183426e-12
2025-11-18,0,0.0,0.14395229998626746,53839.6520700656,52515.72564352068,0.0,1323.9264265449208,7.275957614183426e-12
2025-11-19,0,0.0,0.12472079999861307,54149.81943903441,52849.79492155298,0.0,1300.0245174814297,0.0
2025-11-20,0,0.0,0.14797470002667978,54518.76799673636,53230.11786264724,0.0,1288.6501340891216,0.0
2025-11-21,0,0.0,0.1316817000042647,21371.67893799784,20409.47523630139,0.0,962.2037016964533,3.637978807091713e-12
2025-11-22,0,0.0,0.11418559998855926,21367.83424295009,20394.546292098195,0.0,973.2879508518948,0.0
2025-11-23,0,0.0,0.13812909999978729,54959.78456505254,53700.812870406146,0.0,1258.9716946463893,7.275957614183426e-12
2025-11-24,0,0.0,0.12714960001176223,54914.55331552955,53720.06104106135,0.0,1194.4922744681971,0.0
2025-11-25,0,0.0,0.15536820000852458,54759.80483322761,53542.268771543204,0.0,1217.5360616844007,7.275957614183426e-12
2025-11-26,0,0.0,0.14961269998457283,55042.16389817033,53775.539874642374,0.0,1266.6240235279572,0.0
2025-11-27,0,0.0,0.14204289999906905,55158.61315523663,53895.566425080964,0.0,1263.0467301556712,7.275957614183426e-12
2025-11-28,0,0.0,0.15326469999854453,21682.440387026185,20731.618124433156,0.0,950.8222625930287,0.0
2025-11-29,0,0.0,0.32962550001684576,21960.154783987284,20992.78483601573,0.0,967.3699479715543,0.0
2025-11-30,0,0.0,0.1264618999848608,56437.28888420366,54906.21314723702,0.0,1531.0757369666464,0.0
2025-12-01,0,0.0,0.12093890001415275,56746.73248068441,55416.35343482338,0.0,1330.3790458610365,7.275957614183426e-12
2025-12-02,0,0.0,0.1469576999952551,58375.28446791898,56369.33854862266,0.0,2005.9459192963127,7.275957614183426e-12
2025-12-03,0,0.0,0.15948250002111308,60268.47396779856,57752.79826769489,0.0,2515.675700103677,0.0
2025-12-04,0,0.0,0.19749550000415184,61117.72279793806,59095.08231306603,0.0,2022.6404848720392,7.275957614183426e-12
2025-12-05,0,0.0,0.12843290000455454,26675.84388735079,25294.984409128345,0.0,1380.8594782224452,0.0
2025-12-06,0,0.0,0.10492519999388605,27222.48364372579,25901.799542973204,0.0,1320.6841007525857,0.0
2025-12-07,0,0.0,0.11880810000002384,63427.05187656572,61672.13008605478,0.0,1754.921790510944,7.275957614183426e-12
2025-12-08,0,0.0,0.1684030000178609,65495.48565928717,63773.5965837089,0.0,1721.8890755782681,0.0
2025-12-09,0,0.0,0.14680960000259802,65767.65445625174,64077.82963197115,0.0,1689.8248242805892,0.0
2025-12-10,0,0.0,0.12847269998746924,65499.63136845732,63811.307156802664,0.0,1688.3242116546558,0.0
2025-12-11,0,0.0,0.13085260000661947,65953.92672280695,64316.35396526434,0.0,1637.5727575426154,0.0
2025-12-12,0,0.0,0.12633250001817942,29744.01641427277,28335.221453314578,0.0,1408.7949609581913,0.0
2025-12-13,0,0.0,0.12458780000451952,30189.06710594664,28767.739215039794,0.0,1421.327890906846,0.0
2025-12-14,0,0.0,0.15252039997722022,66376.49374164027,64764.4325851662,0.0,1612.061156474065,0.0
2025-12-15,0,0.0,0.12715250000474043,67626.57089683335,66052.54223065522,0.0,1574.028666178136,1.4551915228366852e-11
2025-12-16,0,0.0,0.2090885000070557,67803.85076975796,66122.24656070126,0.0,1681.6042090567037,0.0
2025-12-17,0,0.0,0.14710750000085682,67007.78546266904,65354.46923693328,0.0,1653.3162257357728,1.4551915228366852e-11
2025-12-18,0,0.0,0.15857250001863576,66768.3382731895,65027.32417741476,0.0,1741.014095774727,1.4551915228366852e-11
2025-12-19,0,0.0,0.10470209998311475,30284.92638876398,28648.910016146612,0.0,1636.0163726173632,3.637978807091713e-12
2025-12-20,0,0.0,0.10082340001827106,30021.482962084934,28556.748973858907,0.0,1464.7339882260299,3.637978807091713e-12
2025-12-21,0,0.0,0.14367659998242743,65413.88638790311,64027.578659637686,0.0,1386.3077282654262,0.0
2025-12-22,0,0.0,0.15886419999878854,65807.75006170254,64345.16529310996,0.0,1462.584768592573,0.0
2025-12-23,0,0.0,0.1574082000006456,65837.36558251173,64425.3372073405,0.0,1412.028375171233,0.0
2025-12-24,0,0.0,0.14349779998883605,65045.78685173535,63636.51229759207,0.0,1409.27455414329,7.275957614183426e-12
2025-12-25,0,0.0,0.18623270001262426,64938.92850750364,63478.51008816857,0.0,1460.4184193350704,7.275957614183426e-12
2025-12-26,0,0.0,0.11640060000354424,29082.69465080359,27885.50116252691,0.0,1197.1934882766818,0.0
2025-12-27,0,0.0,0.11454329997650348,28806.567910179958,27670.1222473264,0.0,1136.4456628535534,7.275957614183426e-12
2025-12-28,0,0.0,0.15506239997921512,64562.07365863331,63351.301472757026,0.0,1210.7721858762902,7.275957614183426e-12
2025-12-29,0,0.0,0.16209180001169443,64720.16827071079,63474.88799105462,0.0,1245.280279656173,0.0
2025-12-30,0,0.0,0.14840340000228025,64427.99493052543,63094.47740431396,0.0,1333.517526211459,7.275957614183426e-12
2025-12-31,0,0.0,0.14804530001129024,63826.481925483495,62375.362903072135,0.0,1451.1190224113518,7.275957614183426e-12
