interval_label,charge_kwh,discharge_kwh
00:00-04:00,4500.0,0.0
04:00-08:00,833.3333333333334,6365.8412
08:00-12:00,4787.964288065847,1702.9969833333334
12:00-16:00,5286.035176954732,91.10138333333339
16:00-20:00,0.0,5780.1318833333335
20:00-24:00,5333.333333333334,2859.8681166666665
