date,reference_total_cost_yuan,joint_total_cost_yuan,v2b_total_cost_yuan,target_kwh,reference_soc_06_kwh,joint_soc_06_kwh
2025-11-06,65696.02025147929,55791.03592694695,54778.758864928364,9000.0,9000.0,9858.562317554313
2025-11-07,35577.47210209181,30207.526414058182,20755.70915190386,9000.0,9000.0,9791.69592219632
2025-11-08,34539.80944694512,29065.011114583136,19706.365727320797,9000.0,8999.999999999998,9795.277359225422
2025-11-09,61323.18901451545,53416.25058776793,52996.455276543114,9000.0,9000.0,9902.091502483618
2025-11-10,63281.689536616475,56528.69037456152,53552.48449679558,9000.0,9000.0,9896.040087894815
2025-11-11,59999.14521122244,54366.73651908391,51378.098440377726,9000.0,9000.0,9887.001651533097
2025-11-12,60880.2379910262,54958.68509591056,52277.46999234741,9000.0,9000.0,9920.206188679796
2025-11-13,62889.71865683225,55231.46795517645,53441.271148218744,9000.0,9000.0,9925.0834495767
2025-11-14,33707.276416537556,27696.583699744246,20165.076641149328,9000.0,9000.0,9798.334663427937
2025-11-15,34675.637434236705,28671.059069368268,20574.06596882162,9000.0,9000.0,9789.442362240647
2025-11-16,64110.82897485307,56161.522579220014,55265.585702009295,9000.0,9000.0,9906.890612270412
2025-11-17,62187.75964138775,55924.647888601125,53622.7426137478,9000.0,9000.0,9901.733284350279
2025-11-18,62784.75695334517,56478.04903589735,54095.410927380835,9000.0,9000.0,9891.400116243365
2025-11-19,64149.01065233826,56258.767686237035,54472.55721939681,9000.0,9000.0,9879.914853624225
2025-11-20,62979.17309483888,57081.93443036376,54494.61097614982,9000.0,9000.0,9917.667468340655
2025-11-21,34459.381217988266,28198.604200147816,21257.59921127902,9000.0,9000.0,9747.34338355193
2025-11-22,34060.4752489991,27673.382239007573,21078.602818568812,9000.0,9000.0,9820.099271118588
2025-11-23,66121.22964706835,56902.921985629604,56610.54700506218,9000.0,9000.0,9857.004462850167
2025-11-24,62809.5871212023,57240.683445237344,54771.01460315786,9000.0,9000.0,9977.192026836237
2025-11-25,64161.408578731025,57395.11790891586,55109.10324000174,9000.0,9000.0,9916.748563407466
2025-11-26,63516.59248570868,57590.55997213206,54907.54490788389,9000.0,9000.0,9942.979601675868
2025-11-27,62985.321711633595,56907.05441764027,55006.97221439987,9000.0,9000.0,9936.624061958859
2025-11-28,33375.41506324878,27324.129200549185,22059.83573251214,9000.0,9000.0,9791.821172179089
2025-11-29,37408.91336077177,29818.89322009938,27796.857344459208,9000.0,9000.0,9778.852800828012
2025-11-30,68061.89217984786,60436.60390806309,58476.72712098991,9000.0,9248.03509634782,10239.727123659755
2025-12-01,86981.86571035002,76762.67699344082,73552.91896980886,9000.0,9299.816447973843,9377.415105866256
2025-12-02,90271.13856360585,79901.70616015428,76343.31757390198,9000.0,9489.158550290962,9901.401096429363
2025-12-03,80305.3155683955,68078.97973384806,67290.00480450131,9000.0,9384.741184423627,10690.220075661584
2025-12-04,81780.78312959903,69080.52016249146,67159.84642653113,9000.0,9000.0,10790.741273243973
2025-12-05,39703.89815997651,31147.35890668571,28885.16645435164,9000.0,9000.0,10218.730918534602
2025-12-06,42022.89849716146,34284.09195052035,31055.514396477134,9000.0,9000.0,10198.593851851852
2025-12-07,72697.40001076052,67655.40016173146,63759.872123958135,9000.0,9000.0,10800.0
2025-12-08,70037.46656780284,66776.89342880562,64637.8938130631,9000.0,9000.0,10800.0
2025-12-09,71283.37208300966,68020.99919026844,65136.40908278702,9000.0,9000.0,10800.0
2025-12-10,70124.10826612529,66428.46553155754,64377.40975427522,9000.0,9058.94144395962,10800.0
2025-12-11,69342.10918363796,66816.5344427225,64793.177428213494,9000.0,9085.80678004861,10800.0
2025-12-12,36566.576949247494,32456.599669992007,29633.41005248737,9000.0,9000.0,10180.764113699172
2025-12-13,36034.996750819846,32221.0997102761,29407.262860875402,9000.0,9000.0,10168.547270240237
2025-12-14,72020.19227970355,68219.24869253466,65506.591728752144,9000.0,9405.242778375718,10800.0
2025-12-15,71699.07471037413,69138.80615584087,66438.8697726953,9000.0,9466.251544737557,10800.0
2025-12-16,71364.50602305618,69091.02954324981,66201.53290550465,9000.0,9526.086420226417,10800.0
2025-12-17,71828.62722614137,68733.76796824529,66041.19635132098,9000.0,9603.932996896787,10800.0
2025-12-18,71824.39262008358,68362.62043867802,65308.85635485743,9000.0,9573.213106696507,10800.0
2025-12-19,35967.12941327783,32360.037829591158,29616.70311503863,9000.0,9122.105675622122,10181.187118188065
2025-12-20,36596.45733816123,31733.62069616847,28843.356645962624,9000.0,9149.659650856986,10150.070594084016
2025-12-21,72954.09850415394,68576.82544857867,65295.39562077098,9000.0,9848.264053721621,10800.0
2025-12-22,72269.37836512523,67830.0663560635,65083.43144369697,9000.0,9830.145939223383,10800.0
2025-12-23,71370.01081636298,67208.77461992514,64627.86032603076,9000.0,9777.604256373592,10800.0
2025-12-24,71747.31609074611,66956.53610292825,64545.45036470266,9000.0,9729.152412017651,10800.0
2025-12-25,71594.38304270351,66892.20883258671,64733.62546342603,9000.0,9704.807083642723,10800.0
2025-12-26,36038.03665279873,31339.24172572357,28778.15683104267,9000.0,9164.626494548418,10186.36423579126
2025-12-27,35881.67676793581,31353.905483126306,28479.5943551277,9000.0,9165.557487321066,10201.325134886169
2025-12-28,71671.08622413603,66594.40435099204,64086.135207580875,9000.0,9701.498983019288,10800.0
2025-12-29,70739.01602948345,66938.2493439897,64163.091220693634,9000.0,9747.417998859804,10800.0
2025-12-30,71092.26766686616,66087.20989600859,63387.4242223898,9000.0,9776.402039376082,10800.0
2025-12-31,73363.94258836102,67266.44733950018,64641.64792641818,9000.0,9927.699522095245,10800.0
