date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,v2b_total_cost_yuan,difference_vs_v2b_yuan
2025-02-18,1,80338.00216658467,989.9112863709322,81327.9134529556,49653.05285333961,4016.5067019816925,53669.5595553213,21909.028161158534,17548.057234751963,4875.554743215708,55,1,606.1970266309286,29,768.036093419247,6094.713194110649,6314.997167206703,51610.700346707374,2058.859208613925
2025-02-19,1,79863.45171007383,1202.7434889026754,81066.19519897651,49278.530972346365,4684.43795187179,53962.968924218156,23415.60189767017,19299.470959743623,4070.7368777166266,57,1,656.3997179516099,22,879.6165019194269,6314.997167206703,5945.182253172503,53739.52459123708,223.4443329810747
2025-02-20,1,79764.93631489796,899.6102719640212,80664.54658686198,49200.21912150195,3587.0052176200106,52787.22433912196,22462.548170474132,17781.498374144772,4990.3630571992835,53,1,460.12544850416754,26,643.8390802304795,5945.182253172503,6404.255190882815,51418.53921578905,1368.685123332907
2025-02-21,1,35677.503682564704,1273.6981654236529,36951.201847988355,18513.38665835837,4624.656449466278,23138.043107824647,17785.36804840908,14418.608418118924,8024.180184364866,60,1,841.9696335585576,35,776.5537823538806,6404.255190882815,6390.410414318856,20518.87774205239,2619.1653657722563
2025-02-22,1,35174.118336227184,1258.9374262243143,36433.0557624515,18239.410734362496,4814.320943746145,23053.73167810864,17652.205534447596,14355.641537738988,5291.728882409557,60,1,807.9435979433371,32,593.3346123061307,6390.410414318856,6326.682575611704,21391.56568430485,1662.165993803792
2025-02-23,1,78548.44339764726,1268.9704305848525,79817.41382823212,48313.097096602345,4866.302875088206,53179.39997169055,22604.912755192585,18418.596829158916,4099.244218865117,63,1,654.1292111509043,33,803.282724059557,6326.682575611704,6205.996467330686,52131.7970378941,1047.60293379645
2025-02-24,1,78111.84414428174,895.5307088910776,79007.37485317282,47956.276513931516,3791.510986432273,51747.78750036379,21061.280954169477,16941.519418081327,6684.579700417999,56,1,469.94171785278235,28,675.2222493015997,6205.996467330686,6337.238861548409,49624.43488134203,2123.35261902176
2025-02-25,1,77860.9860431498,837.7233189517419,78698.70936210154,47825.68210752762,3310.732716181022,51136.41482370864,20327.260294102485,16533.01052684564,9083.136361511359,40,1,406.79811536856374,21,606.4242875491119,6337.238861548409,6261.761429745488,49265.94545390229,1870.4693698063493
2025-02-26,1,77219.71070272494,1089.7530623662863,78309.46376509123,47396.27179743052,4615.727744321489,52011.99954175201,21594.48677277557,17332.89450679601,5233.023465778336,59,1,606.1371694527468,35,673.2839187007684,6261.761429745488,6438.027851025719,49954.59245259788,2057.407089154134
2025-02-27,1,76628.58436963243,596.5975022935703,77225.181871926,46946.17266274792,2669.7257850276237,49615.898447775544,22764.63645840261,18463.203792438122,5967.165005961518,43,1,192.12535991487385,19,502.58055198637106,6438.027851025719,6411.529783101265,49449.1963432952,166.7021044803405
2025-02-28,1,35000.94268016161,1273.4553964374993,36274.39807659911,18091.715628516795,4963.091871745673,23054.80750026247,17120.740003603347,13765.037284597596,9626.101807593359,56,1,908.1404892927625,32,511.3382554856846,6411.529783101265,6525.70991456917,19922.78781822888,3132.0196820335877
2025-03-01,1,34652.7514346,1333.2186824177977,35985.9701170178,17953.397196525828,5741.875776948375,23695.272973474202,16289.667425064365,13218.411180288762,9255.947938908868,61,1,924.1874498909622,39,696.8057628080766,6525.70991456917,6499.287063472916,19766.704509641648,3928.5684638325547
2025-03-02,1,75562.29640718781,3333.8986344301784,78896.19504161799,46293.044246426,16245.925628704586,62538.969875130584,20928.88849342921,17360.056999934095,2969.0564814562053,72,1,686.8657791342655,31,363.85731477074046,6499.287063472916,6046.334485410214,62785.354280805506,-246.38440567492216
2025-03-03,1,76357.92003653433,2430.1705293315867,78788.09056586592,46761.34738799102,10997.761761776497,57759.109149767515,23324.977243260546,18860.481833459184,2306.448522731219,76,1,696.7238830842398,32,285.87916361363267,6046.334485410214,6082.723078278941,58059.68172863853,-300.5725788710115
2025-03-04,1,78320.09349566014,889.9774225687593,79210.0709182289,48227.63513487599,3449.843332617366,51677.47846749336,21763.054130699995,17436.400571986913,5683.959426182486,57,1,527.8570045992893,32,601.1323084597591,6082.723078278941,6295.693382590138,49322.73676592427,2354.7417015690953
2025-03-05,1,79480.65332722699,587.3142517239118,80067.9675789509,48998.17111848397,2510.18165917018,51508.35277765415,19857.35859601239,15983.194840158749,10063.331806430599,38,1,396.8923805566526,21,486.7495294662838,6295.693382590138,6408.21074104713,49350.18223849303,2158.170539161125
2025-03-06,1,79020.08764704401,885.6876559242926,79905.77530296831,48789.35310357993,3904.383146182781,52693.73624976271,19157.757096618298,15505.753244140918,10313.117317157592,46,1,450.8989412362697,25,605.7585737756848,6408.21074104713,6421.577412291468,49356.10074619279,3337.6355035699235
2025-03-07,1,34300.32958420836,911.1362458453186,35211.46583005368,17813.780175873846,3656.321132384571,21470.101308258418,15568.67887331023,12335.876886123173,11056.378309533287,53,1,608.2526837328223,36,359.58288527343893,6421.577412291468,6726.858524800489,18218.358655209122,3251.7426530492958
2025-03-08,1,33363.06117728162,693.6920432481714,34056.75322052979,17451.33174104517,2789.241500338464,20240.573241383634,15537.531348950193,12613.594595312352,12069.676950225285,53,1,481.0785270214126,35,381.7973496211902,6726.858524800489,6695.531632953053,17911.427659265337,2329.145582118297
2025-03-09,1,77219.76420468357,664.2377999863775,77884.00200466995,47423.23173464303,3127.2727332972777,50550.50446794031,19512.886675043024,16082.409551279618,11119.99983090654,43,1,219.6325508727721,19,527.2592934850455,6695.531632953053,6387.785694625534,48344.59420223806,2205.910265702245
2025-03-10,1,75477.85700321652,1265.3510738944842,76743.208077111,46174.72412571788,5002.5321850048995,51177.25631072278,21372.847476759143,17332.444672419304,4660.733822771157,54,1,749.7599370362516,32,675.1076833587132,6387.785694625534,6365.076565465087,50066.29749251472,1110.9588182080624
2025-03-11,1,75481.65677470787,1088.798892074146,76570.45566678201,45949.59677220656,4726.610151265174,50676.206923471735,20241.893681253496,16178.93866976509,8568.58185529361,55,1,683.4601941684056,32,616.7951013770618,6365.076565465087,6606.182356632013,47199.989122886625,3476.217800585109
