date,alpha,beta,base_purchase_kwh,safety_purchase_kwh,reserve_min_kwh,reserve_max_kwh,reserve_segments,end_soc_kwh
2025-11-02,0.7,0.0,77391.63223362059,0.0,1200.0,10351.606392704953,30,6234.257522557939
2025-11-03,0.7,0.0,78016.60252030074,0.0,1200.0,10277.986021284993,33,6518.974984493994
2025-11-04,0.7,0.0,78663.28811054563,0.0,1200.0,10293.558519441813,30,6161.552364414543
2025-11-05,0.7,0.0,78462.63980158637,0.0,1200.0,10284.442986571961,31,6526.73128074635
2025-11-06,0.7,0.0,77886.43986751791,0.0,1200.0,10298.02984643279,30,6178.477962502648
2025-11-07,0.7,0.0,35917.637524877035,0.0,1200.0,10215.654990084326,29,6462.988135249115
2025-11-08,0.7,0.0,35969.257433024344,0.0,1200.0,10203.663407145257,31,6581.861875714342
2025-11-09,0.7,0.0,79750.28276693649,0.0,1200.0,10302.299426432715,30,6360.66643188914
2025-11-10,0.7,0.0,80330.89726643343,0.0,1200.0,10357.326966333294,30,6191.64835888655
2025-11-11,0.7,0.0,80853.95203201164,0.0,1200.0,10347.450908811008,34,6425.01455584581
2025-11-12,0.7,0.0,81488.43638016877,0.0,1200.0,10378.772476175822,34,6480.807295320648
2025-11-13,0.7,0.0,81094.78104655005,0.0,1200.0,10380.737195583348,35,6380.149234136217
2025-11-14,0.7,0.0,37204.037760612206,0.0,1200.0,10310.838981362416,28,6751.1390519090455
2025-11-15,0.7,0.0,37074.2197054897,0.0,1200.0,10239.860101329123,28,6518.741398461433
2025-11-16,0.7,0.0,82984.61399497036,0.0,1200.0,10408.74071122445,34,6474.449815755301
2025-11-17,0.7,0.0,83794.03910216843,0.0,1200.0,10422.989224279965,33,6701.572841076071
2025-11-18,0.7,0.0,83318.03088442981,0.0,1200.0,10420.779823948964,34,6509.506962328209
2025-11-19,0.7,0.0,83882.928668013,0.0,1200.0,10449.631891626195,30,6280.53585703618
2025-11-20,0.7,0.0,84395.26950692813,0.0,1200.0,10459.20389234381,29,6433.412186869104
2025-11-21,0.7,0.0,38284.22786961937,0.0,1200.0,10386.126430562084,29,6739.433686118736
2025-11-22,0.7,0.0,38453.984928292026,0.0,1200.0,10281.402450409649,29,6533.671247496821
2025-11-23,0.7,0.0,85132.51570692663,0.0,1200.0,10472.349278827758,32,6527.931126410074
2025-11-24,0.7,0.0,85239.77604077384,0.0,1200.0,10452.59820522467,29,6177.701067118441
2025-11-25,0.7,0.0,84946.8836506699,0.0,1200.0,10443.28947779366,29,6458.406354407151
2025-11-26,0.7,0.0,85281.83798688877,0.0,1200.0,10440.567147971258,27,6629.954624448445
2025-11-27,0.7,0.0,85411.35916733106,0.0,1200.0,10420.880189672658,27,6613.536584071444
2025-11-28,0.7,0.0,39138.9752434416,0.0,1200.0,10299.806509204427,27,6523.328520675797
2025-11-29,0.7,0.0,39748.64917701613,0.0,1200.0,10277.062227837001,28,6435.500428845003
2025-11-30,0.7,0.0,86876.96746070997,0.0,1200.0,10436.847369836602,32,6362.074726831352
2025-12-01,0.7,0.0,87770.90581809824,0.0,1200.0,10441.16906859638,32,6207.878688886184
2025-12-02,0.7,0.0,88999.96128753031,0.0,1200.0,10468.397709907278,31,6063.3731249196535
2025-12-03,0.7,0.0,90762.61247668188,0.0,1200.0,10442.407695110374,32,6045.202690139273
2025-12-04,0.7,0.0,92612.04616129499,0.0,1200.0,10418.464720569227,37,6196.649341328167
2025-12-05,0.7,0.0,48430.675177054145,0.0,1200.0,10362.262744447367,40,6327.859490763948
2025-12-06,0.7,0.0,49592.10870803378,0.0,1200.0,10322.338607991443,37,6293.694078248641
2025-12-07,0.7,0.0,96124.49342732513,0.0,1200.0,10418.715239278557,30,6227.986459064133
2025-12-08,0.7,0.0,99196.24694173093,0.0,1200.0,10394.845886608618,29,6641.312374619752
2025-12-09,0.7,0.0,99642.46045366426,0.0,1200.0,10409.975924193239,29,6475.112280691888
2025-12-10,0.7,0.0,99326.22440391028,0.0,1200.0,10380.68158659107,29,6543.901628287367
2025-12-11,0.7,0.0,99776.96473516816,0.0,1200.0,10373.806599941823,29,6613.339642781351
2025-12-12,0.7,0.0,53630.78096376843,0.0,1200.0,10243.634285514805,34,6714.007505773975
2025-12-13,0.7,0.0,54527.23507804975,0.0,1200.0,10251.098455024361,35,6809.730373876044
2025-12-14,0.7,0.0,100580.8465723723,0.0,1200.0,10398.050251094024,32,6657.351268984843
2025-12-15,0.7,0.0,102549.8142599421,0.0,1200.0,10402.056521648627,34,6662.798643232932
2025-12-16,0.7,0.0,102538.4540773833,0.0,1200.0,10410.131741465562,26,6663.043586803432
2025-12-17,0.7,0.0,101811.9562238593,0.0,1200.0,10434.546472408649,28,6512.545370781588
2025-12-18,0.7,0.0,100936.00123989696,0.0,1200.0,10430.49551491529,30,6637.991606775403
2025-12-19,0.7,0.0,54317.375024978406,0.0,1200.0,10301.282720948035,37,6417.367791650616
2025-12-20,0.7,0.0,54217.89765845127,0.0,1200.0,10288.508394455623,40,6701.7190578114705
2025-12-21,0.7,0.0,99627.42981127772,0.0,1200.0,10451.224745507447,42,6549.156133856974
2025-12-22,0.7,0.0,100263.87131469345,0.0,1200.0,10487.11247216739,25,6264.196497615382
2025-12-23,0.7,0.0,100159.73031179624,0.0,1200.0,10468.03800799082,28,6677.285529171634
2025-12-24,0.7,0.0,99308.03227306879,0.0,1200.0,10469.848886819906,30,6350.29257830783
2025-12-25,0.7,0.0,98769.9565554111,0.0,1200.0,10463.575326671009,31,6367.716631494529
2025-12-26,0.7,0.0,52909.97431242315,0.0,1200.0,10359.29905444743,33,6971.561828459176
2025-12-27,0.7,0.0,52708.81945143565,0.0,1200.0,10306.081968615334,32,6704.567090395896
2025-12-28,0.7,0.0,98607.14537400252,0.0,1200.0,10394.562788345054,25,6706.375434587358
2025-12-29,0.7,0.0,98925.49667049467,0.0,1200.0,10383.708481720449,27,6456.822278691693
2025-12-30,0.7,0.0,98325.07005759017,0.0,1200.0,10373.75295312751,27,6594.001358184313
2025-12-31,0.7,0.0,97495.69046009122,0.0,1200.0,10377.490164292609,27,6288.526778002317
