date,variant,control_issue_time,last_observation_end,initial_soc_kwh,innovation_kwh,objective_yuan,lower_bound_yuan,recovery_error,used_reference,reference_gap,removed_simultaneous_kwh,seconds
2025-02-01,C0,2025-02-01T10:00,2025-02-01T10:00,2032.4448173736412,-37.11092463415744,788.4446121079715,788.4446121079699,1.5916157281026244e-12,1,1.5916157281026244e-12,0.0,0.00897260001511313
2025-02-01,C0,2025-02-01T11:00,2025-02-01T11:00,3225.433870745995,-70.43759916710673,760.5976453070309,760.5976453070296,1.3642420526593924e-12,1,1.3642420526593924e-12,0.0,0.008490899985190481
2025-02-01,C0,2025-02-01T12:00,2025-02-01T12:00,5657.72836783824,-66.20098882371929,717.3720618701271,717.3720618701258,1.3642420526593924e-12,1,1.3642420526593924e-12,0.0,0.007706000003963709
2025-02-01,C0,2025-02-01T13:00,2025-02-01T13:00,9124.329144587391,-79.3387605286133,608.4982875875778,608.4982875875769,9.094947017729282e-13,1,9.094947017729282e-13,0.0,0.007336399983614683
2025-02-01,C0,2025-02-01T14:00,2025-02-01T14:00,10347.278265838526,26.119859177183514,536.7426160851923,536.7426160851913,9.094947017729282e-13,1,9.094947017729282e-13,0.0,0.007128400000510737
2025-02-01,C0,2025-02-01T15:00,2025-02-01T15:00,10800.000000000002,3.2934736962114926,448.33712418796836,448.337124187967,1.3642420526593924e-12,1,1.3642420526593924e-12,0.0,0.006058800005121157
2025-02-01,C0,2025-02-01T16:00,2025-02-01T16:00,10800.000000000002,-22.951018267876975,398.72067661120667,398.7206766112051,1.5916157281026244e-12,1,1.5916157281026244e-12,0.0,0.005361400020774454
2025-02-01,C0,2025-02-01T17:00,2025-02-01T17:00,10800.000000000002,-10.98985667298706,349.67829595000643,349.6782959500048,1.6484591469634324e-12,1,1.6484591469634324e-12,0.0,0.004972599999746308
2025-02-01,C0,2025-02-01T18:00,2025-02-01T18:00,10269.495169505803,-28.00965943222002,285.85259441985863,285.8525944198568,1.8189894035458565e-12,1,1.8189894035458565e-12,0.0,0.004394599993247539
2025-02-01,C0,2025-02-01T19:00,2025-02-01T19:00,6974.044344925481,-37.038934740915465,240.09994107507396,240.09994107507208,1.8758328224066645e-12,1,1.8758328224066645e-12,0.0,0.00412040000082925
2025-02-01,C0,2025-02-01T20:00,2025-02-01T20:00,3819.084755458346,-55.31882761786642,165.02737879501115,165.02737879500836,2.7853275241795927e-12,1,2.7853275241795927e-12,0.0,0.003566100000170991
2025-02-01,C0,2025-02-01T21:00,2025-02-01T21:00,1200.0000000000027,-52.64573836856016,107.65496645291955,107.65496645291736,2.1884716261411086e-12,1,2.1884716261411086e-12,-3.0316490059097605e-12,0.0029267000209074467
2025-02-01,C0,2025-02-01T22:00,2025-02-01T22:00,1950.0000000000027,-29.91286846696005,46.36648763309607,46.366487633094934,1.1368683772161603e-12,1,1.1368683772161603e-12,0.0,0.002352899988181889
2025-02-01,C0,2025-02-01T23:00,2025-02-01T23:00,4950.000000000003,44.76147826318186,21.125232906077823,21.125232906076658,1.1652900866465643e-12,1,1.1652900866465643e-12,0.0,0.0019140999938827008
2025-02-02,C0,2025-02-02T00:00,,6000.000000000003,0.0,1484.6323587116904,1484.6323587116906,2.2737367544323206e-13,1,-2.2737367544323206e-13,0.0,0.017686500010313466
2025-02-02,C0,2025-02-02T01:00,2025-02-02T01:00,9750.000000000004,-27.961740506076353,1452.843750397506,1452.843750397506,0.0,1,0.0,0.0,0.01856150000821799
