date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,v2b_total_cost_yuan,savings_vs_v2b_yuan
2025-02-24,1,78111.84414428174,426.7482487668593,78538.5923930486,47956.276513931516,1845.812389759036,49802.08890369056,23241.685765967137,18808.069035336383,5901.942045751178,31,1,204.248886092406,15,2598.745800829817,5980.337294336668,6000.0,49624.43488134203,-177.6540223485281
2025-02-25,1,77860.9860431498,376.6872704483603,78237.67331359815,47825.68210752762,1267.9592229209268,49093.64133044855,23299.675018855854,18872.73676527324,7989.411826682208,24,1,101.39822842851902,11,3492.286947124447,6000.0,6000.0,49265.94545390229,172.30412345374498
2025-02-26,1,77219.71070272494,583.4729023687413,77803.18360509368,47396.27179743052,2382.3711852515235,49778.642982682046,22991.300192373914,18622.95315582287,4619.988535209311,35,1,238.5659811349094,14,2152.2189848152407,6000.0,6000.0,49954.59245259788,175.9494699158313
2025-02-27,1,76628.58436963243,428.7201470727812,77057.3045167052,46946.17266274792,2061.361261926982,49007.533924674906,22994.669673054294,18625.682435173978,5731.733078824896,25,1,29.393319786496136,5,989.8267667784969,6000.0,6000.0,49449.1963432952,441.6624186202971
2025-02-28,1,35000.94268016161,394.3212221362243,35395.26390229783,18091.715628516795,1423.4540704305155,19515.16969894731,17775.15267293573,14402.366604921612,8729.88428428372,28,1,123.85787090595977,7,1148.1900774986718,6000.0,5995.007844618141,19922.78781822888,407.6181192815711
2025-03-01,1,34652.7514346,330.5824607146499,34983.33389531465,17953.397196525828,1393.6203624388663,19347.017558964693,17490.901951625146,14163.137640972694,7996.80365132887,20,1,107.62940068238817,6,1263.344180632914,5995.007844618141,6000.0,19766.704509641648,419.68695067695444
2025-03-02,1,75562.29640718781,4318.811005685791,79881.10741287359,46293.044246426,16302.17454765461,62595.2187940806,23026.179419244912,18651.20532958837,3147.826256550389,54,1,2867.892850486597,35,1154.807913629705,6000.0,6000.0,62785.354280805506,190.13548672490288
2025-03-03,1,76357.92003653433,2696.8189730840104,79054.73900961834,46761.34738799102,11087.701158041416,57849.048546032434,23390.730135860198,18946.491410046765,2593.353650471568,59,1,1049.7916117724012,27,756.5975026091091,6000.0,6000.0,58059.68172863853,210.6331826060923
2025-03-04,1,78320.09349566014,286.875650456445,78606.9691461166,48227.63513487599,868.0460242908631,49095.68115916686,23338.447081053855,18905.941436279598,4975.005568008997,23,1,117.87254839137665,10,1926.0366747159933,6000.0,5998.000777082246,49322.73676592427,227.05560675740708
2025-03-05,1,79480.65332722699,86.05955685048451,79566.71288407747,48998.17111848397,343.21266723418057,49341.38378571816,23154.801962216556,18753.590288769432,9035.02919396369,16,1,20.5823166403477,5,3866.923999679393,5998.000777082246,6000.0,49350.18223849303,8.798452774870384
2025-03-06,1,79020.08764704401,148.18087223376972,79168.26851927779,48789.35310357993,514.9709834511945,49304.32408703113,23149.626339481303,18765.3481055707,8843.336152033848,17,1,65.42950086524365,8,4644.2797436606415,6000.0,5984.276921565723,49356.10074619279,51.77665916166006
2025-03-07,1,34300.32958420836,140.12985437770328,34440.45943858606,17813.780175873846,442.27042149155574,18256.050597365404,17242.46232502594,13952.24371268016,10227.955292906949,13,1,100.28908317033637,8,2173.596828716735,5984.276921565723,6000.0,18218.358655209122,-37.691942156281584
2025-03-08,1,33363.06117728162,176.39211203732725,33539.453289318946,17451.33174104517,452.52005810299636,17903.851799148164,16669.291327506857,13502.125975280553,11309.14842042598,16,1,57.545030928910876,5,1587.8654120635879,6000.0,6000.0,17911.427659265337,7.5758601171728515
2025-03-09,1,77219.76420468357,257.13315461667924,77476.89735930024,47423.23173464303,989.3716423382145,48412.60337698124,23260.467776618385,18850.218771893455,9733.123304575322,15,1,91.35157195883426,6,3476.8387343049026,6000.0,5989.733474630482,48344.59420223806,-68.00917474317976
2025-03-10,1,75477.85700321652,1358.6225907739126,76836.47959399043,46174.72412571788,3877.802138550607,50052.52626426849,23356.708625907155,18929.719457057134,4367.418975140403,33,1,1149.0813609360475,24,2565.5168790170055,5989.733474630482,5977.74961899455,50066.29749251472,13.771228246230748
2025-03-11,1,75481.65677470787,380.4677936637577,75862.12456837163,45949.59677220656,1467.158924565422,47416.75569677198,23309.8849026857,18860.9814282705,7474.302293956433,23,1,132.2643279486482,8,3774.3154368594032,5977.74961899455,6000.0,47199.989122886625,-216.76657388535386
2025-03-12,1,74920.20875388828,395.9645328225037,75316.17328671078,45615.951420386686,1239.5104716121166,46855.4618919988,23209.91530147047,18841.70831313961,8512.431615046578,26,1,200.19864340460578,14,4084.863004258857,6000.0,5953.692312279425,46859.67644928582,4.214557287021307
