date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,v2b_total_cost_yuan,savings_vs_v2b_yuan
2025-05-09,1,31267.221950853498,117.58756149426759,31384.809512347765,16897.42857471438,367.0188638408059,17264.447438555184,16026.020879510841,12970.860585992945,19830.263368829867,8,1,30.368405379447523,2,1763.300318629112,5988.648526210183,6000.0,17314.611015315473,50.16357676028929
2025-05-10,1,31234.709808318767,236.32124287744531,31471.031051196213,16877.795017603807,779.7182985683944,17657.5133161722,16009.184383830672,12990.955638205918,16331.757022238124,17,1,111.86267767132122,7,1592.3079780214841,6000.0,5973.870791885474,17818.476456233002,160.96314006080138
2025-05-11,1,67722.49817024103,360.09272543795703,68082.590895679,41029.95553037687,1371.2009590828447,42401.15648945971,21379.340782171854,17296.71594610514,8515.886976278936,24,1,186.46090716312267,13,3079.8984569870863,5973.870791885474,5996.704222389982,42437.168681843774,36.01219238406338
2025-05-12,1,68727.9956937135,407.1978707100227,69135.19356442352,41588.46234751766,1155.9547320752545,42744.41707959292,21629.427047527228,17519.33207933735,13093.903362900304,15,1,300.89328038507983,5,6822.772832939413,5996.704222389982,5997.264032567432,43126.758404087566,382.3413244946496
2025-05-13,1,67700.03524935362,92.827878886289,67792.86312823991,40955.80710764834,277.9923220853114,41233.799429733655,21056.18445548156,17053.04703825076,10660.512944342432,7,1,55.678243255719735,5,3228.814566712152,5997.264032567432,6000.0,41268.67205718354,34.87262744988402
2025-05-14,1,67999.76980080357,177.9298407347583,68177.69964153832,41092.57230270515,545.082696413186,41637.654999118335,20865.647716686646,16901.174650516175,11199.077792034524,11,1,29.213197438314523,3,4260.905383013982,6000.0,6000.0,41679.253960975526,41.59896185719117
2025-05-15,1,68015.17433557706,329.57038803409813,68344.74472361116,41475.99749354555,1245.1824721629678,42721.179965708514,20863.984651942428,16899.827568073364,11615.529356408768,15,1,216.1813623041943,8,4662.559305460819,6000.0,6000.0,42734.99205262362,13.812086915102554
2025-05-16,1,31211.441270112613,111.46509831995468,31322.906368432567,17004.600878954647,317.24670774541283,17321.84758670006,16014.451010875477,12976.738136772996,25569.686960996754,7,1,63.29489958985869,4,3044.345886930915,6000.0,5994.407980040156,17298.69611542564,-23.151471274421056
2025-05-17,1,31004.94035445547,440.2784352837306,31445.2187897392,16806.38925310852,1610.7845136579124,18417.17376676643,16041.806067496456,12997.830178426537,17952.44381733595,15,1,273.9674175752375,6,2271.228195807916,5994.407980040156,5989.999909201921,18638.836939444704,221.66317267827253
2025-05-18,1,65181.90660079736,696.8662562921459,65878.77285708951,39702.92311045878,2038.27022382647,41741.19333428526,19543.077075882964,15820.892349746926,8480.420030953468,25,1,430.2896172962979,13,2740.7799346247484,5989.999909201921,6000.0,41710.7259905651,-30.46734372015635
2025-05-19,1,65163.94265019406,155.78693979853676,65319.729589992596,39429.680702325546,910.2367000725137,40339.91740239806,19692.465957373923,15950.897425472876,14062.944508091554,12,1,5.040170436332971,2,3468.4982490959783,6000.0,6000.0,40342.23847686462,2.3210744665630045
2025-05-20,1,64046.218596504135,688.0467707422308,64734.265367246364,38780.63458630146,2576.1393449111556,41356.77393121261,19608.25004895641,15882.68253965469,6481.303041277978,25,1,610.810255911549,20,2319.9202716568034,6000.0,6000.0,41255.85589109092,-100.91804012168723
2025-05-21,1,64148.7611598979,642.7680966529962,64791.52925655089,38812.95327197243,2392.7812688456834,41205.73454081811,19223.595048939544,15577.153271557976,9782.472195835995,21,1,417.3796324172634,14,2907.119571519275,6000.0,5993.287464536725,41292.79752655875,87.0629857406384
2025-05-22,1,63709.88232846208,176.2703739696949,63886.15270243178,38770.07709709658,641.8103916829762,39411.887488779554,19143.300679582728,15500.032268545061,9426.253474727439,10,1,70.93822111775273,4,2845.6196137916763,5993.287464536725,6000.0,39404.93347820422,-6.954010575333086
2025-05-23,1,29771.395373819865,121.87024829791528,29893.265622117782,15958.14998583403,295.97656662158903,16254.12655245562,16010.354825503095,12968.387408657505,20430.34932193886,12,1,83.39003860237597,5,1618.8058348909353,6000.0,6000.0,16455.005860323916,200.87930786829565
2025-05-24,1,30104.11774817834,157.418970898821,30261.53671907716,16177.132208559939,464.66211842814954,16641.79432698809,16024.095970317783,12979.5177359574,23462.457101383447,14,1,0.0,0,1948.6700369692144,6000.0,6000.0,16573.269825578573,-68.52450140951623
2025-05-25,1,62412.904251561915,159.35542021808757,62572.259671780004,37979.78212966116,704.2624625938696,38684.04459225503,18670.153499253236,15123.293732506252,10480.389721699681,15,1,17.71845705726878,5,2581.026217747229,6000.0,5999.478446543192,38737.006012835875,52.96142058084661
2025-05-26,1,60968.49610761525,2222.2485517518808,63190.74465936713,37141.63091982873,7968.328989792603,45109.95990962133,19151.849869587117,15544.984095057936,5004.045934837951,41,1,1644.5928092831368,23,1683.468508505005,5999.478446543192,5963.93877910722,46021.093246741424,911.1333371200963
2025-05-27,1,62502.51248617453,135.36021913026534,62637.87270530479,37926.93485325725,389.6232202862062,38316.558073543456,18983.039290057317,15350.549431808286,9615.015547055758,12,1,77.7305259265365,5,2846.5718922567644,5963.93877910722,5992.508104816266,38245.011545328976,-71.54652821447962
2025-05-28,1,61811.46066421617,1414.5749814186408,63226.03564563481,37508.85947665662,4363.642172356394,41872.50164901301,18877.985003259826,15284.42514697509,7358.651689350072,38,1,1115.4219592640152,22,1860.3174760943718,5992.508104816266,6000.0,42182.21113212516,309.70948311215034
2025-05-29,1,62354.5969212483,1077.4780708996975,63432.074992148,37713.759697451496,3993.2632376367746,41707.022935088266,19346.720227058544,15675.817985247842,5651.0492503373,41,1,632.438095447983,19,1436.2814845974394,6000.0,5994.47266518842,41909.95466002817,202.93172493990278
2025-05-30,1,29422.056120006397,508.989220151686,29931.04534015808,15479.357227761315,2062.251954608762,17541.609182370077,16033.150100395525,12987.662502372707,20289.3244754686,20,1,101.83409410940077,6,1712.4633332126186,5994.47266518842,5993.5716417969425,17540.94116744252,-0.6680149275562144
2025-05-31,1,29917.136312521383,532.2488238791364,30449.38513640052,15853.044100582709,1760.585257367803,17613.62935795051,16031.009806444228,12979.332420837074,19008.526200793363,23,1,237.33287218336267,8,1491.962204836906,5993.5716417969425,6000.0,17664.945792014816,51.31643406430521
2025-06-01,1,64548.185935729576,11389.745245084234,75937.93118081382,38855.959226494575,45368.5165791655,84224.47580566007,20259.54738252046,16506.53360944989,960.0911077432359,114,1,7532.946179044837,60,786.5028693315207,6000.0,5892.999744879663,83182.51075026613,-1041.9650553939427
2025-06-02,1,67613.71394176109,8236.742177268487,75850.45611902958,40679.899740242734,33967.53128257637,74647.4310228191,20898.673749405534,16968.066863800064,3279.041783424106,113,1,4356.75554607418,54,1366.1110197608016,5892.999744879663,5848.398492900129,74343.12358618013,-304.3074366389774
2025-06-03,1,70251.48578648007,4169.958156027365,74421.44394250744,42508.90708714058,17197.52877274767,59706.43585988825,22046.701719449724,17800.637621469745,1983.0130111941276,89,1,1816.5488842064433,40,541.732630134114,5848.398492900129,5911.943794327384,58930.316584901484,-776.1192749867696
2025-06-04,1,73837.98032427127,3488.0027574498954,77325.98308172116,45034.512449881615,12452.599192351794,57487.11164223341,22071.999557364255,17818.9111557118,3427.6338634020394,77,1,1918.0118532687222,34,2060.620031533963,5911.943794327384,5977.953222942101,58098.88499284129,611.7733506078803
2025-06-05,1,76901.4906415957,2179.909147642028,79081.39978923772,47405.93992449301,8258.15049777916,55664.090422272166,22510.872832205387,18262.77510649549,3683.984046861161,65,1,1003.3130360491072,24,1406.9777644450744,5977.953222942101,5945.766431376408,55879.26749498627,215.17707271410472
2025-06-06,1,35235.91747405392,2963.579775800656,38199.497249854576,19733.015075945306,12314.031254063133,32047.04633000844,16070.636977850392,13047.495833455034,4321.360705459216,68,1,1853.1526803961876,35,784.8431815685068,5945.766431376408,5912.122118713946,30941.347843183084,-1105.6984868253567
2025-06-07,1,38365.27178080956,969.0620665701196,39334.33384737968,21692.984963099978,3817.098613793266,25510.083576893245,14630.008302329548,11831.436816567582,5409.24919495105,36,1,514.9574112589457,15,1477.4246848260063,5912.122118713946,5933.088683513224,25655.14690323862,145.06332634537466
2025-06-08,1,90116.97531631119,18.628538392630844,90135.60385470382,57055.52180851424,69.9270458690331,57125.44885438328,24277.657821722067,19636.228531383917,20309.251297699,3,1,0.40429396842660026,1,9427.073056439975,5933.088683513224,5964.949021525399,57109.55695366632,-15.891900716960663
2025-06-09,1,88759.41218343958,247.05087023998374,89006.46305367956,56069.58693847932,648.3664423306933,56717.95338081001,24700.10535129672,19981.182623645112,13354.827592694615,12,1,21.070132187791387,4,5776.41873939644,5964.949021525399,5993.729811420096,56732.52805067666,14.574669866648037
2025-06-10,1,89226.59784736682,85.10191772968835,89311.6997650965,56425.109997303836,227.4924657849425,56652.602463088784,24682.251822252863,19996.207556066056,13007.21126557637,5,1,1.5824508873349714,1,5232.66160387959,5993.729811420096,5989.74805581872,56650.50111213677,-2.101350952012581
2025-06-11,1,89994.43906110578,430.7231351504763,90425.16219625625,56716.83577244214,2061.0796694805713,58777.91544192271,24859.055878034535,20126.608511444818,9608.268512999875,11,1,9.416903886554337,1,2811.166430975992,5989.74805581872,6000.0,59210.277212756744,432.36177083403163
2025-06-12,1,91017.39823868741,100.95261105377386,91118.35084974118,57788.140375192605,272.293688631019,58060.434063823624,24903.747005138302,20172.035074162024,13934.247485431577,7,1,34.44683342545136,2,5538.596156741184,6000.0,6000.0,58115.10589831367,54.67183449004369
2025-06-13,1,44618.32721162432,99.02023637046096,44717.347447994776,25689.359954284,541.0397106168874,26230.399664900884,14067.40075137468,11394.59460861349,13699.227605233584,6,1,41.22992066037652,3,2139.885031677926,6000.0,6000.0,26546.173831163138,315.77416626225386
2025-06-14,1,44702.492564988934,47.20708727746137,44749.6996522664,25726.52558042058,100.35300513701202,25826.878585557595,13992.200935754912,11344.59592577154,15908.751892283026,3,1,21.472830605530817,2,2251.9594426384256,6000.0,5987.8742579888185,25835.642925225573,8.764339667977765
2025-06-15,1,92803.21458547458,0.0,92803.21458547458,59189.45219359331,0.0,59189.45219359331,25065.185896226543,20291.887408133436,17402.941764048144,0,0,0.0,0,6150.484369282457,5987.8742579888185,6000.0,59189.45219359331,0.0
2025-06-16,1,92232.98249222884,87.00933108445577,92319.99182331329,58757.389267547194,261.0078113155904,59018.397078862785,24887.207213292986,20158.63784276732,14897.369636120964,4,1,20.646583685924043,2,4843.840803113981,6000.0,6000.0,59042.30735070743,23.91027184464474
2025-06-17,1,90870.42003817607,457.73510322411454,91328.15514140019,57639.68223507069,1926.7231452134147,59566.40538028411,24945.178719448097,20205.594762752957,11951.55996803838,11,1,14.58978708581941,1,5478.750337787157,6000.0,6000.0,59431.81231075066,-134.5930695334464
2025-06-18,1,91083.40696527174,50.31768565657853,91133.72465092833,57658.26437640875,179.11400643379523,57837.378382842544,24903.567641536014,20171.889789644174,15473.655899036487,4,1,0.0,0,6826.036110962401,6000.0,6000.0,57733.24207475344,-104.13630808910239
2025-06-19,1,89317.99413539446,151.78000714592736,89469.77414254038,56570.69881744806,624.0272353903016,57194.726052838356,24891.305409075256,20161.95738135096,16480.921914816092,9,1,0.0,0,5809.834394431877,6000.0,6000.0,57231.63539846526,36.909345626903814
2025-06-20,1,41488.49748435552,52.98239786728874,41541.479882222804,24010.234202922184,114.11823190131956,24124.352434823504,13595.855399093214,11012.642873265506,16557.686506395094,4,1,52.98239786728874,4,3174.091620659898,6000.0,6000.0,24048.49190932471,-75.86052549879241
2025-06-21,1,39739.302982359855,47.62704432391263,39786.93002668377,22991.404566630357,113.50535769420067,23104.90992432456,14664.993498671389,11878.64473392382,17665.8408619362,5,1,20.87876050420175,1,2760.583842265888,6000.0,6000.0,23236.781776450218,131.87185212565964
2025-06-22,1,83497.93640205859,110.41829575217668,83608.35469781076,52452.49166445232,361.0648780973733,52813.55654254969,23086.35401437577,18699.946751644376,11764.606335079374,5,1,22.482260345346276,1,5084.530890259334,6000.0,6000.0,52953.68549111939,140.12894856969797
2025-06-23,1,82935.17947760085,108.95285734857757,83044.13233494942,51974.29625465989,384.6406159179972,52358.93687057788,23104.277380985386,18714.464678598157,11593.033632562188,7,1,7.338940485800208,1,4052.2694036377625,6000.0,6000.0,52437.56401436732,78.62714378943929
2025-06-24,1,81640.10572693076,3593.735552014294,85233.84127894505,51031.64822967428,14540.97885724831,65572.6270869226,23170.384768466934,18768.01166245822,4562.675922936334,55,1,1368.6068460388487,22,1584.1187797404418,6000.0,6000.0,66208.60638800927,635.9793010866706
2025-06-25,1,82476.91869765201,968.1248161118217,83445.04351376384,51592.94822162669,3224.150821604359,54817.09904323105,22904.441550616928,18577.12928171521,8680.309878195449,16,1,549.5243871352228,5,3464.5725212677225,6000.0,5972.742638093883,55066.141365025534,249.04232179448445
2025-06-26,1,81814.91325383095,183.84555128869712,81998.75880511965,51194.95104281148,737.2390525591458,51932.19009537063,23146.019035395235,18723.743792954636,10029.09972934572,14,1,73.37212001390697,4,3060.1155176223533,5972.742638093883,6000.0,52158.34207639846,226.15198102783324
2025-06-27,1,36403.46533766615,44.32627271225803,36447.79161037841,20983.955585076474,127.47181035971462,21111.42739543619,16040.837905318915,12993.078703308323,13628.386541701155,10,1,0.1661105060816226,1,1562.7058053134517,6000.0,6000.0,21095.519715167822,-15.907680268366676
2025-06-28,1,36468.23822690768,386.4019008530743,36854.64012776075,20747.949288703167,1344.43722686512,22092.386515568283,16094.179947441906,13036.285757427942,12019.819821080126,16,1,254.32267548790622,8,1931.6297175956258,6000.0,6000.0,22022.543307538093,-69.84320803019
2025-06-29,1,80812.80537726873,1010.4762411350201,81823.28161840375,50395.11788235803,3076.9694556569534,53472.087338014986,23023.199887181054,18648.79190861665,8181.105106506014,27,1,647.2466674469315,12,4418.924003308443,6000.0,6000.000000000001,53524.384521061475,52.2971830464885
2025-06-30,1,81374.46838315079,764.8515441595187,82139.31992731031,50811.29886792187,3061.7467443294654,53873.04561225133,22803.37576744812,18485.17749415523,7943.437670684076,19,1,82.10029003237878,3,3838.4229623211713,6000.000000000001,5983.9520860863895,54290.89307825882,417.8474660074935
2025-07-01,1,81689.74002553422,5359.5040320825965,87049.24405761682,50966.47100439012,18384.13742451138,69350.6084289015,23009.686835196175,18677.95947702396,3850.9726661112736,89,1,1849.5585163181308,32,1996.9987565336564,5983.9520860863895,5939.381929958542,69315.84854865528,-34.7598802462162
2025-07-02,1,80056.66742540327,5002.661442931489,85059.32886833476,49712.7212291026,17388.940141754538,67101.66137085714,22650.222319930795,18385.423298355774,7889.763480093077,81,1,2128.233539900775,32,4790.608448549208,5939.381929958542,5896.333908612072,67379.5841283976,277.9227575404657
2025-07-03,1,79164.68271801175,6742.276191151997,85906.95890916375,49299.36856020673,24841.952721200123,74141.32128140685,22643.835472639727,18326.96623356017,1829.670736750868,111,1,3074.280714013162,51,1187.4590362897773,5896.333908612072,5912.490018920973,73472.73666575551,-668.5846156513435
2025-07-04,1,39280.129381478764,3101.395047893684,42381.524429372446,22581.21895089009,11952.99876629656,34534.21771718665,16072.682237310584,12989.752644238251,10417.727369633449,78,1,762.8447515482895,20,522.7927623600066,5912.490018920973,5944.845538902442,33947.206559203776,-587.0111579828736
2025-07-05,1,41092.367936492585,2159.580136876506,43251.94807336909,23640.61882146831,9028.926372024478,32669.54519349279,16098.912709861655,13018.783193407087,11381.738590247856,62,1,386.80248698831343,13,636.0242221816011,5944.845538902442,5968.552318436722,32396.349679760853,-273.19551373193826
2025-07-06,1,81871.21950660317,4962.053792882442,86833.27329948562,50842.23580539536,22217.196866161,73059.43267155635,22296.057729760894,18134.811686621324,2878.04570634605,85,1,2344.689186408473,35,1153.4317094689357,5968.552318436722,5885.213512308946,72922.02945564956,-137.4032159067865
2025-07-07,1,82686.63712048282,1149.0017474258607,83835.63886790868,51570.41250314568,3592.214148301617,55162.626651447295,22542.7827408222,18158.248411982546,6041.621772402353,43,1,773.2417258099417,24,3118.274708842265,5885.213512308946,5997.886410179432,55389.819166666115,227.1925152188196
2025-07-08,1,87306.14622190202,826.4806609129879,88132.626882815,54883.27273016455,3651.391858762008,58534.66458892656,22467.178573043657,18222.38996203028,8316.451255134964,33,1,236.77263511418732,9,2021.0180942231534,5997.886410179432,5971.247168107298,58707.441585768654,172.77699684209801
2025-07-09,1,86410.44165417916,650.0665366377834,87060.50819081694,54472.461804830986,2533.0206604618643,57005.48246529285,22606.90273102303,18285.713663425224,8680.594106552466,23,1,313.0216623983387,8,3200.8907050692133,5971.247168107298,6000.0,57402.13551807506,396.6530527822106
2025-07-10,1,87057.58508988432,178.25776484299132,87235.8428547273,55093.945722581826,610.2474207984336,55704.19314338025,23032.38663932523,18659.60682646503,10009.439658533787,12,1,47.28507170385694,4,3059.438612153939,6000.0,5996.251501542666,55890.45804286673,186.2648994864794
2025-07-11,1,46786.485405984815,1157.0175399631962,47943.502945948014,28009.598582210085,3296.352366579533,31305.950948789618,16058.5379360771,13008.758480039423,12374.946339910333,24,1,997.9698806847385,17,1548.719380084526,5996.251501542666,5994.75955507936,31715.37978870825,409.42883991863346
2025-07-12,1,47275.671977226324,137.37031838874947,47413.04229561507,28131.65843886911,461.4132309279792,28593.071669797093,16071.517339986392,13014.030438454043,13271.312060749393,7,1,78.12734322655487,3,1933.486049380342,5994.75955507936,5999.091340562622,28538.67886715487,-54.392802642221795
2025-07-13,1,87953.70811166179,57.31366129827978,88011.02177296007,55484.90649246649,328.0532910520445,55812.959783518534,22138.400448424873,17931.28656973051,14536.187494265703,4,1,0.0,0,4667.452601110414,5999.091340562622,6000.0,55819.19719693246,6.237413413924514
2025-07-14,1,86463.96051382757,209.83892493641093,86673.79943876398,54462.49094671894,966.9915025574899,55429.48244927643,22172.456638850646,17959.689877469027,10653.353460715689,8,1,142.18272590686604,4,4187.083059159126,6000.0,6000.0,55367.234315238034,-62.24813403839653
2025-07-15,1,90598.19592509556,901.4609489241491,91499.65687401971,57566.15917109538,2267.7860733409893,59833.94524443637,22114.791381163996,17912.98101874283,14548.795928265201,13,1,855.2029847047589,10,6918.804381651763,6000.0,6000.0,60473.67161555269,639.7263711163178
2025-07-16,1,90062.87054451162,274.1779919519525,90337.04853646357,56977.836887323756,998.2989262822176,57976.13581360598,22138.742461092927,17932.381393485273,13996.12408552259,6,1,136.16398569437808,3,6889.584309498801,6000.0,6000.0,58254.98896655612,278.8531529501415
2025-07-17,1,89770.88038327414,451.8902916768522,90222.770674951,56911.670047047824,2204.402170891642,59116.07221793947,22118.278759681587,17915.80579534208,13299.88164394482,11,1,38.42213959855701,2,4024.090863213076,6000.0,6000.0,59556.02462014566,439.9524022061887
2025-07-18,1,48678.71917395146,83.11070598537493,48761.829879936835,29335.1565640438,268.5240591164342,29603.680623160235,16037.9245132842,12990.718855760204,14440.376122412838,3,1,50.51454281289119,2,2964.1385822615102,6000.0,6000.0,29540.250967329303,-63.42965583093246
2025-07-19,1,48329.53826073074,2.440867223953205,48331.97912795469,29044.222362457236,5.291453591177648,29049.513816048413,16107.388382857227,13046.984590114353,18088.756285211817,2,1,0.7954165067536678,1,3355.894590257229,6000.0,6000.0,29047.81520409824,-1.6986119501743815
2025-07-20,1,87900.35850109266,144.21779252013727,88044.5762936128,55623.602393178146,469.81205455880996,56093.414447736955,21974.998519342502,17799.74880066742,11779.34835827106,5,1,108.05005757730095,3,3865.030635875764,6000.0,6000.0,56118.86068669952,25.446238962562347
2025-07-21,1,87615.57466695526,210.8556081896112,87826.43027514487,55313.91425006065,912.4639963906255,56226.37824645127,21922.697543119662,17757.385009926926,9671.368391952139,10,1,36.1203827796885,3,3595.3045935410696,6000.0,6000.0,56345.95060973968,119.572363288411
2025-07-22,1,90299.57065429755,386.3133870130857,90685.88404131064,57211.812194309656,1715.4566096035646,58927.26880391322,22595.510568053585,18302.3635601234,12597.59241671379,5,1,0.0,0,4647.555644645555,6000.0,6000.0,58991.511101048214,64.24229713499517
2025-07-23,1,89882.2903824489,154.20955140098602,90036.49993384989,56820.8559527918,688.9079868694084,57509.76393966121,22571.89652246567,18283.2361831972,11531.292477914758,9,1,4.449730372417548,1,4800.507213578595,6000.0,6000.0,58051.93734048536,542.1734008241547
2025-07-24,1,89828.79316059219,405.6761452116659,90234.46930580385,56951.023800827556,1733.379576058614,58684.40337688617,22598.21023658892,18304.55029163702,12324.33736085196,9,1,153.01227567712746,3,5724.738842539982,6000.0,6000.0,59439.9780525445,755.5746756583321
2025-07-25,1,46918.02199064915,46.2730430637687,46964.295033712915,28078.911231575974,160.624222235598,28239.53545381157,16108.028713738895,13047.503258128503,17398.450011435856,4,1,0.0,0,3051.022300732625,6000.0,6000.0,28266.955235762474,27.41978195090269
2025-07-26,1,46713.8802515519,135.9003326369977,46849.7805841889,28010.4650650421,321.4528445467447,28331.917909588843,16077.323296067438,13022.631869814628,15325.997591269414,8,1,83.25517498096553,4,2436.4237798487907,6000.0,6000.0,28327.562928754192,-4.3549808346506325
2025-07-27,1,87126.95969861052,660.1432991066685,87787.10299771719,54981.65138108208,2782.6230575600957,57764.27443864218,22652.695016976642,18353.18570674841,9802.403887488947,21,1,151.25051622314248,6,2314.2911798936016,6000.0,5994.996952225191,58297.19054523787,532.9161065956941
2025-07-28,1,87515.76796332424,1097.2488908631658,88613.0168541874,55287.40115080578,3773.146121625766,59060.54727243155,22617.458066068022,18315.63829051777,6356.319845303821,32,1,685.4200493825259,14,2823.9497575902406,5994.996952225191,6000.0,59436.322507625424,375.77523519387614
2025-07-29,1,89979.59451313267,498.2505103869688,90477.84502351964,56987.247406655304,1856.7939956725727,58844.04140232788,22663.073755694677,18357.08974211269,10102.615059937649,11,1,258.09828349283976,6,4081.7736916658105,6000.0,6000.0,59517.167650146584,673.1262478187055
2025-07-30,1,90102.05231694649,115.43672843547495,90217.48904538197,57049.50633021327,505.87036028091524,57555.37669049419,22549.06352551778,18265.29168166255,11830.463151526736,9,1,35.677898289313816,3,4563.041593142431,6000.0,5999.388637785384,57398.31310896492,-157.06358152926987
2025-07-31,1,89533.60905877277,131.59469862244174,89665.20375739521,56655.72092086038,513.7836878157301,57169.504608676114,22607.39264785101,18311.437818766168,10674.2526616437,8,1,39.01175942791133,2,3937.927759725965,5999.388637785384,6000.0,57213.87926407079,44.374655394676665
2025-08-01,1,45625.52229108341,81.2980147961199,45706.82030587953,27070.641453213935,176.91198505993904,27247.553438273873,16010.213818932125,12993.999597143804,21439.246417424543,5,1,0.0,0,3445.6577161359614,6000.0,5971.415106879134,27280.8388530554,33.285414781526924
2025-08-02,1,45413.27064044987,35.22621319805567,45448.49685364792,26993.752223042968,165.49110852283903,27159.243331565805,16116.841609334751,13028.91529975237,21433.54561073221,6,1,4.98927640855004,2,2966.8969516933057,5971.415106879134,6000.0,27149.109185572248,-10.134145993557468
2025-08-03,1,85781.18845032426,242.9345079770675,86024.12295830133,53986.17225322536,1015.3113112020376,55001.4835644274,22193.842900051204,17977.012749041478,18967.812823958262,10,1,46.1487017260265,2,7430.628885843531,6000.0,6000.0,55011.124685897754,9.641121470354847
2025-08-04,1,83815.00149152974,90.54995343560245,83905.55144496534,52570.72812097636,261.3212714265297,52832.04939240289,21643.707703095402,17531.403239507275,14377.591898043882,8,1,5.663158517098054,1,4999.929025811573,6000.0,6000.0,52839.26430081302,7.214908410125645
2025-08-05,1,81602.2567068919,118.03515936277006,81720.29186625467,51113.45091987286,350.8971795301312,51464.348099402996,22026.84113875994,17844.41470573317,12385.555699894569,8,1,55.300384126670906,4,4998.05688182276,6000.0,5997.029574069312,51432.08426822189,-32.26383118110243
2025-08-06,1,80129.74856669,1212.124110729882,81341.87267741989,50209.11133679829,4796.662284544176,55005.773621342465,21895.467505829263,17732.655296384084,9064.661201308041,27,1,597.4114822566272,14,4305.857796847072,5997.029574069312,6000.0,55620.33884498063,614.5652236381648
2025-08-07,1,78662.8590313496,304.8102456673912,78967.66927701699,49482.61015264868,1065.8062700946437,50548.41642274332,21097.924389518084,17135.851592715837,11617.61123021474,13,1,114.58690573377669,7,3201.552565558856,6000.0,5948.296847548679,50622.265726431295,73.84930368797359
2025-08-08,1,42350.74342923599,164.81454968228832,42515.55797891828,24750.950312863904,678.9292025539625,25429.87951541787,16068.14616282812,12981.182694053492,23653.42326014365,13,1,23.457609032497544,2,1307.3795368953004,5948.296847548679,5986.092067367889,25540.680068169455,110.8005527515852
2025-08-09,1,42258.81084960333,304.7137135648703,42563.524563168205,24733.041764403613,1119.0488123291498,25852.090576732764,16037.998299265999,13001.301849427795,20604.89911333,20,1,56.36393878981585,4,1547.5660049869755,5986.092067367889,5974.399592898631,26044.432289991484,192.34171325872012
2025-08-10,1,75161.93856825358,1361.8374796435678,76523.77604789715,47580.674909182264,4582.676965118422,52163.351874300686,20802.675757594043,16856.099178446053,7272.580418749159,24,1,1268.226491225982,18,3413.3832431734913,5974.399592898631,5967.808687570989,51862.6777355015,-300.67413879918604
2025-08-11,1,75907.72008704598,720.1993885420602,76627.91947558805,47861.65868960251,3063.547879092442,50925.20656869496,20400.086243415997,16534.75959859278,8201.339497431494,30,1,200.42370758830407,8,1587.8102100082501,5967.808687570989,5955.931197097853,51480.92311493863,555.7165462436751
2025-08-12,1,74221.17223208459,2160.589583675301,76381.76181575989,46852.76458583158,8899.610376578887,55752.37496241047,20297.30894874889,16401.158325874672,4725.067542885673,47,1,1395.5276097627527,24,2214.8678693480656,5955.931197097853,6000.0,56175.45306433786,423.0781019273927
2025-08-13,1,75139.01377494652,1541.597578477565,76680.61135342409,47521.535762098305,5635.1712718426925,53156.707033941,20327.32799556132,16472.029206104817,6704.333113967586,35,1,1306.7345377259335,25,2512.591584605778,6000.0,5992.340522555394,53397.798286851365,241.09125291036617
2025-08-14,1,74363.55309359718,1223.7234349487794,75587.27652854596,46940.40521442024,5561.987311521601,52502.39252594185,20059.99775840321,16257.840350067177,5858.828136876585,38,1,165.652785351202,8,1095.859199519999,5992.340522555394,5982.071449488084,53041.62280433002,539.2302783881751
2025-08-15,1,41547.16540801516,434.3367888315836,41981.50219684674,24308.533789341738,1612.818618879243,25921.35240822098,16035.041039439871,12972.247546485574,21758.981820559107,23,1,61.20381802358409,6,812.0454493588845,5982.071449488084,6000.0,25908.507269054186,-12.84513916679498
2025-08-16,1,41627.83388144492,359.73133466576206,41987.565216110685,24428.133514152934,1447.2538460812125,25875.387360234145,16022.858421615627,12984.627780786237,22020.05420861463,19,1,42.68286000272599,2,1537.0976956538072,6000.0,5993.208378580466,25688.472669713785,-186.91469052035973
2025-08-17,1,75265.13309022876,517.7003509482332,75782.83344117699,47579.96639284952,2291.3759569207564,49871.34234977028,20285.312923536294,16439.07541907891,8771.202320052942,23,1,13.610734965126994,1,2678.675096102,5993.208378580466,5984.350655231008,49935.78298668645,64.44063691616611
2025-08-18,1,75278.79802503629,710.2513070066411,75989.04933204292,47490.297842563356,3066.0173932895855,50556.31523585294,20739.816620608603,16806.882078162485,7661.999172930145,28,1,192.90188881797724,11,2192.3615608596397,5984.350655231008,5975.872193598216,50741.347807472426,185.03257161948568
2025-08-19,1,75308.0163695322,808.3095094120381,76116.32587894423,47588.87953974765,2998.4146021904426,50587.294141938095,20801.07518877285,16827.1558771444,7824.7465173157925,31,1,418.2233468124949,16,3167.4927139614174,5975.872193598216,6000.0,50831.952069583494,244.65792764539947
2025-08-20,1,75294.2049576724,2906.842848843821,78201.04780651622,47588.63093514795,10793.872845041718,58382.50378018967,21273.118837896425,17238.732909400544,3515.9708113536662,62,1,1659.8408729991424,28,819.5693794437024,6000.0,5991.659276995058,59607.74665006064,1225.24286987097
