date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,load_mae_kw,pv_mae_kw,net_mae_kw,load_bias_kw,pv_bias_kw,net_bias_kw,v1_total_cost_yuan,v1_emergency_cost_yuan,savings_vs_v1_yuan
2025-04-17,1,57290.841157270115,1570.8531772112888,58861.694334481406,34148.36710583944,6739.466370623014,40887.83347646245,20248.629787572903,16401.39012793405,2146.1123248425506,62,1,948.0085123324504,21,413.08956168292804,6000.000000000002,6000.0,82.86588536375396,105.88634930555554,154.87356258557662,-12.227087401302592,11.742043749999977,-23.969131151302566,40887.83347646245,6739.466370623014,0.0
2025-04-18,1,27009.032687159965,957.848376252516,27966.881063412482,13257.267209557911,3317.2802257288204,16574.54743528673,15999.999999999998,12960.0,18572.763880079146,46,1,462.7816761660375,13,531.4678743359084,6000.0,5999.999999999998,97.28957400644816,103.23698869047618,168.53015281161683,-22.189952117054737,24.90172043650795,-47.09167255356269,16574.54743528673,3317.2802257288204,0.0
2025-04-19,1,26912.285357311113,605.9054402017185,27518.19079751283,13205.20034008105,1975.7000813800228,15180.900421461072,16000.0,12959.999999999998,17693.51154751283,36,1,117.63838806985882,6,502.39544716974007,5999.999999999998,6000.000000000003,97.4565588945365,137.09998144841273,202.44140951942302,-10.77446490300246,34.02125585317461,-44.795720756177076,15180.900421461072,1975.7000813800228,0.0
2025-04-20,1,56708.81339378322,1780.6918497838083,58489.50524356702,33655.75826704005,7279.172863929716,40934.931130969766,20339.83271340722,16475.264497859855,2667.192144686328,58,1,685.820224537063,17,536.6218428270633,6000.000000000003,5999.999999999999,91.43581909269857,140.82255257936512,185.328499769589,-10.972049986017693,25.9654623015873,-36.937512287604996,40934.931130969766,7279.172863929716,0.0
2025-04-21,1,56362.390044162756,1065.0262576043854,57427.41630176714,33379.487073151155,3693.175412824786,37072.66248597594,20347.873159156276,16481.777258916587,5044.4100181941185,57,1,374.4094376384119,17,1084.3950807230262,5999.999999999999,5999.999999999997,111.15249608172137,211.5764993055555,254.55984482493764,43.72461801114203,209.53227470238087,-165.80765669123886,37072.66248597594,3693.175412824786,0.0
2025-04-22,1,55771.67621884802,2420.9932538698727,58192.66947271789,33305.44709982303,8013.8269779180955,41319.27407774113,20075.018217517023,16260.764756188782,2225.4866947229884,71,1,1479.843817302089,28,627.0459104901017,5999.999999999997,6000.0000000000055,100.436136668202,133.95393690476192,193.60333119136922,10.904707424770999,2.758600793650806,8.146106631120189,41319.27407774113,8013.8269779180955,0.0
2025-04-23,1,56238.677621831244,2109.549767858557,58348.227389689804,33398.7870223964,7010.2281757196715,40409.01519811607,20063.070635052918,16251.08721439287,3136.3272523630894,64,1,1522.5624566315144,28,823.4362901509587,6000.0000000000055,6000.000000000002,106.38340406522795,158.13236716269847,218.57820917590192,7.994593006755505,50.77698819444439,-42.78239518768889,40409.01519811607,7010.2281757196715,0.0
2025-04-24,1,55442.22854739397,684.2513095726897,56126.47985696666,33010.89000903727,2635.7496849937065,35646.63969403098,20093.53770745733,16275.765543040437,5218.600992549767,47,1,214.84851162747037,12,1172.1808983306066,6000.000000000002,6000.000000000001,93.68340599859629,192.11360694444446,245.95217925510235,-7.474370719283014,181.45686607142858,-188.93123679071155,35646.63969403098,2635.7496849937065,0.0
2025-04-25,1,26066.470733443308,771.2925620035479,26837.763295446857,12583.565761401389,3006.7700829352775,15590.335844336665,16000.000000000056,12960.0,21797.405645446797,33,1,303.670609488179,6,588.3185880369596,6000.000000000001,6000.000000000051,104.59354206529366,146.8748174603174,194.04963826302324,0.2061284703032508,120.13580297619036,-119.9296745058871,15590.335844336665,3006.7700829352775,0.0
2025-04-26,1,25991.312441357837,1733.0125312212194,27724.324972579056,12535.857851836161,6917.996322377674,19453.854174213833,16000.000000000002,12960.000000000045,24614.13133924577,68,1,935.4116453179982,23,629.3253980006766,6000.000000000051,6000.000000000004,109.43760188347157,276.29207222222226,332.64429331436156,0.7285498974647217,187.0849630952381,-186.35641319777335,19453.854174213833,6917.996322377674,0.0
2025-04-27,1,52496.062394928835,2368.6047847536365,54864.667179682474,31257.501371118135,9766.197373143534,41023.69874426167,19437.579425676307,15744.439334797811,2598.055905470643,68,1,533.2171271896685,16,166.48360807155007,6000.000000000004,6000.000000000003,114.85832979695793,125.85003105158737,206.94419542601165,-12.426395010034028,-2.8659316468253895,-9.560463363208637,41023.69874426167,9766.197373143534,0.0
2025-04-28,1,52533.42408940131,8791.740838260677,61325.16492766199,31378.866051839977,33394.40933722667,64773.27538906665,19336.350081364548,15662.443565905287,1029.2910955360653,92,1,7033.708928390955,43,452.8677034675598,6000.000000000003,6000.0000000000055,101.53530130856036,354.53119781746034,409.2096639081976,-12.91269802139511,-336.348103968254,323.43540594685885,64773.27538906665,33394.40933722667,0.0
2025-04-29,1,53572.51433052748,1486.289906192547,55058.80423672003,31971.431370157356,5808.326275147906,37779.75764530526,19276.76053065438,15614.176029830052,3963.006019229032,48,1,322.94041819976417,13,1313.4484153657431,6000.0000000000055,6000.0,80.06655372225515,186.17049900793657,227.05399689256578,-14.670354908266246,88.52614980158734,-103.19650470985358,37779.75764530526,5808.326275147906,0.0
2025-04-30,1,53255.61038195831,2651.258720823232,55906.86910278154,31834.87339205971,8780.952217969325,40615.82561002904,19041.72598782375,15423.798050137237,4032.0867317616953,53,1,2032.9303449363667,22,862.7830793798049,6000.0,6000.0000000000055,100.10172298657716,210.05896299603182,278.47272719103864,-10.1756382533884,47.35886220238092,-57.534500455769326,40615.82561002904,8780.952217969325,0.0
2025-05-01,1,52507.52009180242,4484.344245996657,56991.86433779908,31571.43129163348,20300.29364330118,51871.72493493466,19031.806270190562,15415.763078854361,2364.4423464628794,93,1,881.0607979442801,18,69.01340940443276,6000.0000000000055,5999.999999999996,199.47138433593238,133.683397718254,285.36610801914736,116.01443896866934,27.68519315476198,88.32924581390738,51871.72493493466,20300.29364330118,0.0
2025-05-02,1,25682.1274416991,6785.127912605985,32467.255354305085,12409.52540455866,30159.080197455536,42568.6056020142,15999.999999999996,12959.999999999995,15136.935270971748,96,1,3370.470164234018,27,53.790442579850605,5999.999999999996,6000.0,176.87200849865118,339.1230472222222,481.70561173756425,125.55598910903862,-336.14231527777775,461.69830438681635,42568.6056020142,30159.080197455536,0.0
2025-05-03,1,25908.82419606997,3858.1110366100966,29766.935232680065,12552.014192114844,17821.4812248791,30373.49541699394,16000.000000000002,12960.0,17859.76358268006,84,1,1305.6455926193446,27,114.80796734156706,6000.0,6000.0,183.78862989126856,118.91191259920632,243.5866060546814,116.99205976087877,-49.290804662698456,166.2828644235772,30373.49541699394,17821.4812248791,0.0
2025-05-04,1,54480.105398809705,4350.19629940312,58830.301698212825,32353.70436203272,17662.31569748002,50016.02005951274,19384.74500357538,15701.643452896058,3412.532814200174,85,1,1908.57253947794,31,1315.642064563946,6000.0,5999.999999999996,212.77464814915356,206.2827306547619,323.44704640013725,146.6667689271069,107.59745704365079,39.069311883456116,50016.02005951274,17662.31569748002,0.0
2025-05-05,1,55000.8105268682,5898.8033683699,60899.6138952381,32578.715991042787,26980.419270565653,59559.13526160844,19073.41427875849,15449.465565794371,2199.6583822739813,95,1,1862.3518006100435,28,34.477112167954374,5999.999999999996,6000.0000000000055,195.94303242586744,206.97674821428566,337.4359062768284,117.25716251590137,-36.87387857142858,154.13104108732995,59559.13526160844,26980.419270565653,0.0
2025-05-06,1,53987.25844882915,5284.919969563668,59272.17841839282,32150.22903150916,23655.947143199075,55806.176174708235,19142.113210693497,15505.11170066174,2765.094541694395,96,1,1668.6436605859806,21,53.277014328953044,6000.0000000000055,5999.999999999998,196.17877103292116,207.58591755952378,335.4172713024193,149.40355641915625,44.41083025793651,104.99272616121971,55806.176174708235,23655.947143199075,0.0
2025-05-07,1,54691.15209318758,5209.005675980867,59900.15776916844,32360.24620017805,23972.749738844523,56332.99593902258,19518.109609325045,15809.668783553285,1123.870993396686,103,1,1346.689036096855,25,110.05944097907593,5999.999999999998,6000.000000000002,177.24141251617553,101.06620585317461,263.86986122406466,138.9656479846584,-31.248297123015806,170.21394510767416,56332.99593902258,23972.749738844523,0.0
2025-05-08,1,56061.67735522996,5188.728443067698,61250.40579829765,33750.7729205303,20194.665769002073,53945.43868953237,19879.679767341517,16102.540611546632,1646.75424250277,93,1,3266.556247314496,43,662.5096876525099,6000.000000000002,6000.000000000002,150.9409995887617,185.20701835317453,284.81177856543616,74.78532214655456,-72.79693621031743,147.582258356872,53945.43868953237,20194.665769002073,0.0
2025-05-09,1,26764.932269923673,1914.5292774914005,28679.461547415074,13249.77621161774,8977.961041361661,22227.7372529794,15999.999999999996,12960.000000000002,17140.075697415075,62,1,238.05074912770533,9,210.4083562216836,6000.000000000002,6000.000000000003,134.36925723943946,119.8389992063492,202.87343614502853,54.8073829577358,2.6945069444444822,52.112876013291306,22227.7372529794,8977.961041361661,0.0
2025-05-10,1,26688.68002528434,3825.095286818755,30513.775312103095,13195.18774380194,16483.673799416418,29678.861543218358,16000.0,12960.000000000002,15352.730028769762,77,1,2114.752072042374,27,233.9911250117496,6000.000000000003,6000.000000000002,161.18843189317673,205.10610466269839,299.26427126673946,62.55576470889826,-163.235360813492,225.79112552239027,29678.861543218358,16483.673799416418,0.0
2025-05-11,1,56376.62399410218,4625.363454910424,61001.9874490126,33546.55776101193,19405.13453004925,52951.692291061176,19929.56032003886,16142.943859231475,1731.2919048718795,97,1,2490.741949601453,36,911.8482536771737,6000.000000000002,6000.000000000001,161.22565752264552,165.77106458333336,264.86063999092926,92.0248992079552,-28.561415376984144,120.58631458493932,52951.692291061176,19405.13453004925,0.0
2025-05-12,1,57311.74272760106,3569.2540937670406,60880.9968213681,34008.250238785666,13199.889167617423,47208.13940640309,19725.401886099306,15977.575527740435,5201.975229675895,73,1,1863.1080399601453,24,2809.0872073299115,6000.000000000001,6000.000000000004,130.76147146006062,290.7286293650793,365.46788847678897,61.05844751173423,129.08849484126986,-68.03004732953565,47208.13940640309,13199.889167617423,0.0
2025-05-13,1,56679.083452040155,2111.8270966950577,58790.91054873521,33699.42781768279,9508.437772557389,43207.86559024017,19494.094691542534,15790.216700149454,1957.8197906754622,66,1,732.6675990844662,19,531.859951961724,6000.000000000004,6000.000000000003,131.9151219222925,93.02661626984127,169.568620307105,60.38535779049904,53.96838670634924,6.416971084149803,43207.86559024017,9508.437772557389,0.0
2025-05-14,1,57134.37034990999,2324.325098167056,59458.695448077044,33930.26958152545,9969.91195860025,43900.181540125704,19368.541433158727,15688.518560858573,2764.523792443552,72,1,650.7495376149141,21,882.6762498646426,6000.000000000003,6000.0,128.13125569921488,128.95639216269834,212.03537044210864,59.845539028161824,78.1871512896825,-18.34161226152068,43900.181540125704,9969.91195860025,0.0
2025-05-15,1,57188.07282479738,2344.4539193324313,59532.52674412981,34318.86111853802,9193.263928038594,43512.12504657661,19207.15208456371,15557.793188496607,3118.109564729378,66,1,454.5271855347511,15,893.1146104384029,6000.0,6000.000000000001,121.13016181378036,144.48050644841265,227.6068118359087,6.084106144174884,38.3197580357143,-32.235651891539405,43512.12504657661,9193.263928038594,0.0
2025-05-16,1,26611.713260336885,1537.8221427828857,28149.53540311977,13313.92373858205,5959.799264492147,19273.7230030742,16000.0,12960.0,22394.028869786438,54,1,373.49498657154186,10,622.8007141550574,6000.000000000001,6000.0,136.49670123042503,243.93733065476195,319.5088458499787,47.64025880653166,238.99725942460321,-191.35700061807154,19273.7230030742,5959.799264492147,0.0
2025-05-17,1,26702.812225398076,3575.1495650085553,30277.961790406633,13333.138813856189,15758.399381243988,29091.538195100176,15999.999999999998,12960.0,16789.1627070733,80,1,1942.4055496597307,25,467.8666776267547,6000.0,6000.0,132.8774114019937,190.2206196428572,266.7828564173153,59.2675620901326,-95.47980416666664,154.7473662567992,29091.538195100176,15758.399381243988,0.0
2025-05-18,1,55531.16750827651,3618.415075636835,59149.58258391334,33466.968106620065,12833.136591941698,46300.104698561765,18167.203574263578,14715.434895153498,2021.6458048032603,86,1,1690.2606205393588,29,177.75184436579946,6000.0,5999.999999999996,118.4558574628789,161.8474966269842,235.00253668500397,48.4163753720338,-18.115677579365137,66.53205295139894,46300.104698561765,12833.136591941698,0.0
2025-05-19,1,55446.70672134767,1586.9976768324786,57033.70439818015,33249.37416191229,7825.79265110984,41075.16681302213,18307.087465930606,14828.740847403791,6040.1412296533335,58,1,447.44934359314175,16,347.15852932528594,5999.999999999996,6000.000000000003,123.86554894887487,241.52595138888884,317.7974544369089,17.00488966421038,202.55253769841266,-185.54764803420227,41075.16681302213,7825.79265110984,0.0
2025-05-20,1,54802.27951062533,4477.783810768338,59280.06332139367,32930.29018507812,17410.551960858094,50340.842145936214,18503.215854915,14987.604842481152,1237.0574922931564,86,1,2835.3392121096776,35,395.4654216381847,6000.000000000003,6000.0000000000055,112.43354319208672,162.41273759920645,238.1183876275623,36.578736781703974,-98.4515264880953,135.03026326979926,50340.842145936214,17410.551960858094,0.0
2025-05-21,1,55232.1632039088,3205.8267096807867,58437.98991358958,33188.227574120625,13665.942434515555,46854.17000863618,18368.533931311846,14878.512484362602,3585.3531833070106,75,1,1280.9563316423214,24,971.0987980439136,6000.0000000000055,6000.000000000006,112.54155810879722,221.6860895833333,282.96582887449154,18.484915880653425,34.29851894841274,-15.81360306775932,46854.17000863618,13665.942434515555,0.0
2025-05-22,1,54854.159173172426,1646.7869065158955,56500.94607968832,33292.823868890766,6676.894644887246,39969.71851377801,18142.139480665897,14695.132979339385,2237.3087616951443,68,1,683.9541269518545,21,317.629241707554,6000.000000000006,6000.0,111.92535966821293,95.62563333333333,161.83731950879334,1.3941135738805883,25.999190873015955,-24.60507729913536,39969.71851377801,6676.894644887246,0.0
2025-05-23,1,26597.296236949413,2239.4850171009343,28836.781254050347,13395.035418397089,8913.893794467731,22308.92921286482,16000.000000000002,12959.999999999998,19375.83237071701,72,1,1380.7711738828407,24,170.92092997010857,6000.0,6000.000000000004,112.39633630823135,110.1366942460317,171.6966505964522,33.32951386777876,-0.9894613095238279,34.318975177302576,22308.92921286482,8913.893794467731,0.0
2025-05-24,1,27002.250864778256,1133.7352539460082,28135.986118724264,13662.963359146488,4453.748986522519,18116.71234566901,16000.000000000002,12960.000000000002,21341.48473539093,46,1,307.1687102250295,8,484.9755666882855,6000.000000000004,6000.000000000002,113.65086774493346,201.43875684523815,283.18643946517085,3.9845037946332047,118.30559375,-114.32108995536676,18116.71234566901,4453.748986522519,0.0
2025-05-25,1,54672.923322243136,1268.6877799221713,55941.611102165305,33159.76293240041,5678.237872711562,38838.000805111966,18115.231120911198,14673.337207938073,3954.7070058588483,50,1,236.26288373000324,12,898.9418490929249,6000.000000000002,5999.999999999997,125.43646411644073,141.34951180555555,217.6414494075425,4.812362907400313,116.7298306547619,-111.91746774736157,38838.000805111966,5678.237872711562,0.0
2025-05-26,1,53668.40399401421,5688.370944929785,59356.77493894399,32668.130052598306,21257.176008315993,53925.3060609143,17814.92410879623,14430.08852812494,1392.106408272703,82,1,3728.0139182636813,30,141.69818413701051,5999.999999999997,6000.0000000000055,114.35584875970511,236.90937063492058,295.01988971677036,-22.063406012304043,-201.07442837301582,179.01102236071176,53925.3060609143,21257.176008315993,0.0
2025-05-27,1,54955.65457133128,1762.8061746009832,56718.460745932265,33346.49011600448,7213.582283980694,40560.072399985176,18070.549730076797,14637.145281362205,3894.6889972176764,64,1,827.3931069774217,18,673.4582078487763,6000.0000000000055,6000.000000000004,111.7597866660087,141.29756041666664,235.7289654924442,-1.0499004463304875,87.77855049603174,-88.82845094236222,40560.072399985176,7213.582283980694,0.0
2025-05-28,1,54355.91354563877,4309.721809888523,58665.63535552729,33058.697494852815,15396.04149246456,48454.738987317374,17882.674072188318,14484.965998472542,2994.103181811513,78,1,2812.573100564926,27,88.11200257646664,6000.000000000004,6000.000000000001,106.87774266953987,244.1155978174603,304.32604132083486,-11.007195258696123,-65.82463809523817,54.817442836542064,48454.738987317374,15396.04149246456,0.0
2025-05-29,1,54322.303098817494,4594.2377331058615,58916.540831923354,33026.82080353901,18975.39295689379,52002.2137604328,18160.66433151071,14710.138108523677,1355.8911089363246,96,1,2396.738940263756,34,180.49006876562655,6000.000000000001,5999.999999999998,112.14485896472124,173.8829081349206,247.92203508509112,21.729009538810107,-113.2020998015873,134.9311093403974,52002.2137604328,18975.39295689379,0.0
2025-05-30,1,26745.829818646253,2779.844284702875,29525.674103349127,13488.120049276902,11277.792111314908,24765.91216059181,16000.0,12959.999999999998,19889.440836682457,59,1,1780.1873234983934,24,312.7134289774969,5999.999999999998,6000.0,116.42298785448742,187.9815044642857,251.82774696662779,-4.852081393659146,-27.538637996031746,22.686556602372598,24765.91216059181,11277.792111314908,0.0
2025-05-31,1,27173.67388850695,2906.1079564247193,30079.78184493167,13795.386437229801,11996.986488833458,25792.372926063257,15999.999999999996,12959.999999999996,18650.600294931668,64,1,1805.728926193297,18,280.84303627450925,6000.0,6000.000000000003,133.8390798197131,166.23703561507935,257.7204996455126,-3.930116546584958,-92.07100109126978,88.14088454468481,25792.372926063257,11996.986488833458,0.0
2025-06-01,1,56158.21424318721,18770.506812590007,74928.72105577722,33983.45443780694,73625.4760211446,107608.93045895154,18717.95457102171,15161.543202527588,147.4833872831012,134,1,11276.667728473674,48,110.27031634989572,6000.000000000003,6000.0,339.96906169890786,460.02775605158723,788.2495916613794,320.7469053203274,-455.21240406746034,775.9593093877877,107608.93045895154,73625.4760211446,0.0
2025-06-02,1,57716.286019418636,15450.393210625463,73166.6792300441,34673.348129327875,63582.05744399821,98255.40557332608,18957.15602427266,15355.296379660856,924.012135432293,128,1,5277.139016238039,34,0.0,6000.0,6000.000000000002,358.1574594050205,353.1679581349206,682.2668894190732,338.5243328949535,-266.74154523809517,605.2658781330488,98255.40557332608,63582.05744399821,0.0
2025-06-03,1,58849.608060966755,13000.759496144234,71850.36755711099,35432.89401317888,53418.959583694406,88851.85359687329,18905.527427753652,15313.477216480458,65.95051250446454,140,1,4868.242223717408,46,7.713928085462044,6000.000000000002,6000.0,352.1709487706717,225.38455505952382,544.4462503603625,322.81368790959345,-216.13668640873016,538.9503743183237,88851.85359687329,53418.959583694406,0.0
2025-06-04,1,60459.200568788234,13017.707680497437,73476.90824928567,36231.26356652632,49282.66801217051,85513.93157869684,19332.11878904748,15659.016219128456,158.544862699979,134,1,6181.566230023689,44,127.80459005978196,6000.0,6000.000000000002,367.4192164193754,201.5239125,549.0105226332257,342.5352735590211,-193.26317718253966,535.7984507415608,85513.93157869684,49282.66801217051,0.0
2025-06-05,1,61543.785411240635,13408.123563618337,74951.90897485898,36906.58520816019,51769.98792299135,88676.57313115154,19709.697084205127,15964.854638206154,57.748512193333006,139,1,4593.46074827703,42,40.84670203598205,6000.000000000002,6000.000000000004,365.59318825092123,224.36372678571425,561.0780031588197,348.94042337286726,-207.32520376984127,556.2656271427086,88676.57313115154,51769.98792299135,0.0
2025-06-06,1,27387.455009540725,14429.919236504804,41817.374246045525,13972.832615439489,58158.001272875146,72130.83388831464,15999.999999999998,12960.000000000002,7922.378846045533,116,1,6936.988496282404,31,0.0,6000.000000000004,6000.000000000005,370.1701080671251,379.259081547619,716.1662378010657,336.1575139242555,-379.2102825396825,715.367796463938,72130.83388831464,58158.001272875146,0.0
2025-06-07,1,28051.796363249854,11405.288789791892,39457.08515304174,14393.518195932327,44930.03285475775,59323.55105069008,15999.999999999998,12960.000000000007,5290.57198637509,117,1,5400.242302212698,33,52.10446752862214,6000.000000000005,5999.999999999998,361.13067363523714,280.0228049603175,629.6937364556114,346.8102368941089,-277.4938509920635,624.3040878861725,59323.55105069008,44930.03285475775,0.0
2025-06-08,1,71084.62019517539,3771.360455783659,74855.98065095904,42951.21657296641,14909.683976126651,57860.90054909306,21816.213569070147,17671.132990946815,5525.976806169046,83,1,902.539091898371,19,3751.77222708251,5999.999999999998,6000.000000000003,237.09580661490554,288.3201671626984,387.3890525813627,195.35750375378353,268.4665183531746,-73.10901459939107,57860.90054909306,14909.683976126651,0.0
2025-06-09,1,69674.90948140294,6732.684952348058,76407.594433751,42066.51709709581,27181.11973399855,69247.63683109437,21462.948144806014,17384.987997292876,1396.9215529045186,116,1,1554.058519773279,26,755.670236151374,6000.000000000003,6000.0,245.25144476850042,147.35522638888895,338.733604385524,211.1642398577666,-11.159235119047578,222.32347497681417,69247.63683109437,27181.11973399855,0.0
2025-06-10,1,70258.75125052055,6753.2327679281125,77011.98401844867,42464.10387145353,25953.189043060116,68417.29291451364,21713.427422419118,17587.876212159495,1267.9885748557126,113,1,1714.4251940236506,28,715.3394076476216,6000.0,6000.000000000001,224.2822424274576,149.36188045634916,334.21755594932597,170.48939425500078,-58.06244712301587,228.5518413780167,68417.29291451364,25953.189043060116,0.0
2025-06-11,1,71003.76997668206,9598.528214899521,80602.29819158158,42763.39584498275,41666.415020742264,84429.81086572501,21707.885994981465,17583.38765593499,393.3535358684418,121,1,2379.8095736187106,27,0.0,6000.000000000001,6000.000000000002,232.24504702236047,205.50162609126983,416.3284062819984,197.996678392168,-185.55226656746032,383.5489449596283,84429.81086572501,41666.415020742264,0.0
2025-06-12,1,71950.14236794991,5858.383857170121,77808.52622512003,43590.70868427367,24079.492122235537,67670.20080650921,22312.69943097579,18073.286539090386,1116.7218999013005,106,1,1418.7074824572796,23,565.8608444842349,6000.000000000002,6000.000000000005,218.88028645216497,101.2185152777778,290.6294065446425,182.03296746556592,-15.536280753968311,197.5692482195342,67670.20080650921,24079.492122235537,0.0
2025-06-13,1,30923.469364714336,4511.755477751778,35435.224842466116,16692.893821895257,18506.390277228646,35199.284099123906,15999.999999999996,12960.000000000004,4049.911142466121,100,1,1214.6432858289663,20,55.964769273212426,6000.000000000005,6000.0,203.62400467194155,194.75943065476193,333.8308894633693,166.02185728028923,-75.29123819444447,241.31309547473373,35199.284099123906,18506.390277228646,0.0
2025-06-14,1,31196.09480910646,5461.665469587166,36657.760278693626,16828.615611658897,19894.656929624547,36723.27254128345,16000.000000000002,12959.999999999998,7424.417528693622,97,1,2179.3125400315826,32,407.3840886488823,6000.0,6000.000000000002,223.03760761585966,144.73450803571424,315.0584451325049,171.51137895419367,19.69034851190482,151.82103044228884,36723.27254128345,19894.656929624547,0.0
2025-06-15,1,73781.55707408939,3171.6206134209438,76953.17768751034,45004.878023290075,12909.206170320254,57914.08419361033,22349.14640304245,18102.808586464384,2079.8655375989288,74,1,1163.82980712876,21,830.725606588272,6000.000000000002,6000.0,144.3355109748542,154.98966636904763,218.8119229591613,69.61527984575848,24.12548501984127,45.489794825917215,57914.08419361033,12909.206170320254,0.0
2025-06-16,1,74347.09292124327,4085.9012321621294,78432.9941534054,45417.685507729366,16261.326792196767,61679.01229992613,22372.670623572652,18121.863205093847,1488.1339182599208,106,1,1049.200579041416,20,362.2347252166628,6000.0,6000.0,160.72050870070623,112.81947916666664,232.2514646009187,94.38243450783015,-13.857870238095272,108.24030474592541,61679.01229992613,16261.326792196767,0.0
2025-06-17,1,74549.14597970748,5711.265098292073,80260.41107799955,45525.68857681128,22917.898564838582,68443.58714164986,22360.634758370463,18112.114154280076,1374.8792572424927,100,1,1436.1502632132053,25,875.9833481773906,6000.0,6000.0,150.8161455972826,183.69316448412698,295.2560148139402,86.8430001230976,-93.83974325396827,180.68274337706583,68443.58714164986,22917.898564838582,0.0
2025-06-18,1,75422.42613897465,2653.8360700289522,78076.2622090036,46061.92418518761,10621.50262727952,56683.42681246713,22465.581301168328,18197.120853946348,2879.4108617816214,73,1,709.8422608933512,17,1820.37535733085,6000.0,6000.0,144.18027669265692,123.3588311507936,230.55195549210723,53.08819161348004,62.48714126984126,-9.398949656361221,56683.42681246713,10621.50262727952,0.0
2025-06-19,1,74672.45684080147,2513.159232914108,77185.61607371559,45670.54587095592,10707.716468308543,56378.26233926446,22456.314466120228,18189.614717557386,4659.412125152741,68,1,218.32208778034766,9,1518.3308723563227,6000.0,6000.000000000002,153.39431037609117,217.9586337301588,298.8571399194521,79.8079479424379,169.2351517857143,-89.4272038432764,56378.26233926446,10707.716468308543,0.0
2025-06-20,1,32078.49172349369,1862.940223163763,33941.43194665745,17709.361960214217,6708.4943586779955,24417.85631889221,16000.000000000002,12960.000000000002,8500.851096657452,53,1,388.4648584212209,8,757.946426418889,6000.000000000002,6000.000000000002,144.15192157685226,156.1202538690476,234.11949530839735,56.39148542571402,131.78522331349205,-75.39373788777804,24417.85631889221,6708.4943586779955,0.0
2025-06-21,1,32415.681100900492,1515.022077884309,33930.7031787848,17835.917727733216,5538.380800056227,23374.298527789444,15999.999999999998,12960.000000000002,11555.962778784804,55,1,189.66939923580208,8,392.9367274397,6000.000000000002,5999.999999999997,141.25640889069837,286.2827227182539,337.6572296046941,57.28347018988255,239.91353621031737,-182.63006602043484,23374.298527789444,5538.380800056227,0.0
2025-06-22,1,73872.82579820577,2069.6443182683834,75942.47011647416,45234.21254090752,7599.655565326562,52833.868106234084,22182.0323584731,17967.446210363203,4270.542868364254,53,1,594.8980608839512,18,1971.0410169213967,5999.999999999997,6000.0,120.91871443638405,185.76511884920635,264.17446610969324,-12.218755261931099,79.48535099206349,-91.70410625399458,52833.868106234084,7599.655565326562,0.0
2025-06-23,1,73393.04445204699,1747.482924573725,75140.52737662071,44951.927879926356,7580.633744957187,52532.56162488354,21860.66424668915,17707.13803981821,3925.7151697497748,61,1,132.99104769048608,7,893.6533192788509,6000.0,6000.0,135.15278103615617,141.32826845238094,236.3832539301458,-2.3930566442402132,88.36662023809521,-90.75967688233543,52532.56162488354,7580.633744957187,0.0
2025-06-24,1,72435.61193518343,8794.135198143558,81229.747133327,44385.55629128227,35653.6082008304,80039.16449211267,21642.931699715427,17530.7746767695,848.797860381064,108,1,3821.524726958435,28,185.36757732784338,6000.0,6000.0,140.79027144525605,308.41016964285717,401.78887743852596,25.352413478199196,-305.70330892857146,331.05572240677066,80039.16449211267,35653.6082008304,0.0
2025-06-25,1,72873.92952799927,3855.201699838327,76729.1312278376,44532.108967689244,14580.780368990156,59112.8893366794,21831.916062270284,17683.852010438928,2143.6458093395713,75,1,2202.8884089372677,24,448.5281175192213,6000.0,6000.0,140.70132910607765,180.37515248015868,249.9519795490791,-13.952583034774095,-85.26741180555551,71.31482877078145,59112.8893366794,14580.780368990156,0.0
2025-06-26,1,73036.08244226249,2468.5535986633613,75504.63604092585,44788.98255040452,10350.47657353097,55139.45912393549,22155.661682806356,17946.085963073147,3747.676487859302,71,1,698.5416226195193,17,1050.7735465173982,6000.0,6000.0,129.61447000318017,178.83584861111115,259.0095869384443,-1.3783523276086653,51.918434722222216,-53.2967870498309,55139.45912393549,10350.47657353097,0.0
2025-06-27,1,32210.527566914818,994.2039781804008,33204.731545095216,17872.96295120973,3793.9664030260956,21666.929354235825,15999.999999999998,12959.999999999998,10393.085678428553,48,1,101.52232839095416,5,249.48789610287082,6000.0,6000.000000000002,134.756112493146,135.28403849206344,227.92322393269944,-50.406211828036476,78.28947261904763,-128.6956844470841,21666.929354235825,3793.9664030260956,0.0
2025-06-28,1,32673.81789609911,1688.567003366985,34362.384899466095,17971.56422146513,6348.165493834524,24319.729715299654,15999.999999999998,12960.000000000002,9545.458782799431,50,1,673.3268043755756,12,513.4672038125311,6000.000000000002,6000.000000000002,122.23103605490854,180.35407609126983,258.41782994786286,-17.523543111758002,34.21895228174604,-51.742495393504036,24319.729715299654,6348.165493834524,0.0
