date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,load_mae_kw,pv_mae_kw,net_mae_kw,load_bias_kw,pv_bias_kw,net_bias_kw,v1_total_cost_yuan,v1_emergency_cost_yuan,savings_vs_v1_yuan
2025-02-11,1,86086.10843887969,113.45282603538146,86199.56126491507,53758.369403468016,666.90895474581,54425.27835821382,24384.749705578313,19751.647261518432,6345.8616875218495,13,1,0.0,0,1922.5423911764685,6000.000000000001,6000.000000000002,143.9080296086106,132.51861299603178,269.1381047315513,-127.17276833574563,132.5109342261905,-259.6837025619362,54425.27835821382,666.90895474581,0.0
2025-02-12,1,85244.04786420878,309.00206823642304,85553.04993244521,53167.239122835126,1433.5743690050429,54600.81349184017,24199.25109725637,19601.39338877766,5688.456090633158,23,1,4.968628766942857,1,1929.4487435780989,6000.000000000002,6000.000000000001,150.54812762397444,113.92407083333325,249.8940899528992,-131.52836263954657,92.61555496031741,-224.14391759986395,54600.81349184017,1433.5743690050429,0.0
2025-02-13,1,84706.71419306632,136.7522621867545,84843.46645525307,52874.348271625495,701.2241364626465,53575.57240808814,24068.231326844267,19495.267374743857,8941.023486486,17,1,13.600015831030532,4,3638.1297345816165,6000.000000000001,6000.000000000001,156.69760075119513,226.68636676587303,378.240656194698,-141.3043392069129,225.54029513888892,-366.8446343458018,53575.57240808814,701.2241364626465,0.0
2025-02-14,1,37785.311247166166,984.8192343691851,38770.13048153535,19527.027008198107,3165.9596010224086,22692.986609220516,19351.103943624345,15674.39419433572,5291.618915580057,34,1,812.0380400541435,16,1076.9748063363595,6000.000000000001,5999.999999999998,144.3216784124555,108.74203214285714,215.83080901281653,-116.74259152382976,15.00768095238092,-131.75027247621068,22692.986609220516,3165.9596010224086,0.0
2025-02-15,1,36877.64102921225,788.3848607034765,37666.02588991573,19063.661453510835,2688.85437306963,21752.515826580468,18826.522456658535,15249.483189893404,4808.895523150599,41,1,462.57719278570517,13,801.0496037551927,5999.999999999998,6000.000000000004,110.11057931114833,83.02940089285718,169.81039011453566,-63.79665559750174,34.15920624999998,-97.95586184750172,21752.515826580468,2688.85437306963,0.0
2025-02-16,1,81238.18731637715,1371.6823014250024,82609.86961780215,50346.7810174927,5155.319093067497,55502.1001105602,23190.58371750042,18784.372811175344,2826.279611477071,51,1,541.7651780159068,17,889.8881962551449,6000.000000000004,6000.000000000002,123.6514670296529,101.82026924603183,174.91507970425303,-78.40661688709018,-17.798395634920627,-60.60822125216956,55502.1001105602,5155.319093067497,0.0
2025-02-17,1,80815.04999319554,395.3072858355421,81210.35727903109,49982.003142344176,1620.8958906395637,51602.89903298374,23244.224345269115,18827.821719667983,5610.091486763289,28,1,152.00039990788218,8,2442.8758520707597,6000.000000000002,6000.000000000001,128.42203296705685,131.5957282738095,250.22494885828468,-96.79970351087839,120.48297152777776,-217.28267503865615,51602.89903298374,1620.8958906395637,0.0
2025-02-18,1,80194.96165669698,466.46730800105456,80661.42896469803,49503.67661360537,2086.4634289618425,51590.14004256722,23234.009325226067,18819.547553433113,4155.579409571745,30,1,167.53081356005566,7,1629.5086019213036,6000.000000000001,5999.999999999998,123.3045994431833,94.28786249999997,192.5852798988666,-71.2179262559216,82.49507797619046,-153.71300423211207,51590.14004256722,2086.4634289618425,0.0
2025-02-19,1,79772.42133807129,935.3422949890039,80707.7636330603,49179.8611145919,3607.050514721857,52786.911629313756,23268.57505281428,18847.545792779565,3407.4069896922483,56,1,226.4885614892936,9,443.91667479931505,5999.999999999998,6000.000000000002,117.32595327674689,109.4539495039682,180.9478868617188,-48.99640325152406,54.006292361111115,-103.00269561263516,52786.911629313756,3607.050514721857,0.0
2025-02-20,1,79477.83900495047,508.7672623559493,79986.60626730642,48968.64593364355,2220.592799371459,51189.23873301501,23257.70924858346,18838.74449135261,4574.507776742235,30,1,78.62581533754383,4,1538.4911913362655,6000.000000000002,6000.0,124.9720128879347,109.65649206349204,211.80312662909114,-85.74333631371435,83.66251845238094,-169.40585476609533,51189.23873301501,2220.592799371459,0.0
2025-02-21,1,35769.89347108968,585.1346201003893,36355.02809119007,18428.83196027666,2174.9793289784925,20603.81128925515,18381.834567238613,14889.285999463274,7302.217490081401,33,1,87.00070594721102,6,764.0293192600526,6000.0,6000.000000000004,133.16421248464704,92.45157500000005,202.359448894513,-64.90173361352358,88.28155595238098,-153.1832895659046,20603.81128925515,2174.9793289784925,0.0
2025-02-22,1,35137.86048687186,1343.2702833295748,36481.13077020144,18077.442553227378,5183.411645862093,23260.85419908947,18038.907748613066,14611.515276376584,5208.9754146316245,58,1,803.3002306045914,23,551.2805099881557,6000.000000000004,6000.000000000001,110.69468300297187,72.64956160714284,143.38182220146442,-39.81663669918179,-36.72277847222225,-3.093858226959542,23260.85419908947,5183.411645862093,0.0
2025-02-23,1,77666.27544843066,1341.948173196663,79008.22362162733,47700.27616112925,4825.2602250229265,52525.53638615218,23212.780379019285,18802.35210700562,3065.941666280333,51,1,512.2997480288768,15,1021.0960030896905,6000.000000000001,6000.000000000001,113.51195929426015,104.64387787698416,183.66207664487482,-41.01633572372433,30.816726488095227,-71.83306221181957,52525.53638615218,4825.2602250229265,0.0
2025-02-24,1,77050.61631176512,453.64330561352165,77504.25961737864,47198.71880793684,2052.043859349614,49250.76266728646,23137.429947047014,18741.31825710808,4905.11431077303,30,1,97.12126129095918,7,2086.789025087887,6000.000000000001,6000.0,116.37571424776282,132.91126686507928,223.28156734943963,-59.42918017529702,126.04877837301586,-185.47795854831287,49250.76266728646,2052.043859349614,0.0
2025-02-25,1,76727.84485074923,549.2180187355485,77277.06286948478,47007.75971080547,2008.809641970848,49016.569352776314,23148.67718116396,18750.428516742806,7057.490971730297,37,1,127.38684944729539,8,2922.88774778072,6000.0,6000.0,107.6056834350462,228.9709839285714,316.9462079360769,-42.31415577954306,228.8638839285714,-271.17803970811445,49016.569352776314,2008.809641970848,0.0
2025-02-26,1,75955.99097771832,817.8907168415028,76773.88169455982,46490.917162311605,3397.9705713137546,49888.887733625364,22964.552566564613,18601.28757891734,3595.7686735792236,43,1,211.90978975053133,11,1796.468400188932,6000.0,6000.0,111.6989052860572,113.03136527777772,183.90247460086357,-48.875025975182915,66.86988888888882,-115.74491486407175,49888.887733625364,3397.9705713137546,0.0
2025-02-27,1,75293.52001933687,660.432152401633,75953.95217173849,45996.30377454772,3349.742739620791,49346.04651416851,22904.89371475826,18552.963908954185,4645.4381659344235,30,1,0.0,0,351.1628136277316,6000.0,5999.999999999999,107.43013753317317,144.96816031746033,221.07792993066906,-60.35827119878692,105.68364603174606,-166.041917230533,49346.04651416851,3349.742739620791,0.0
