date,variant,initial_soc_kwh,rho,objective,seconds,recovery_error,emergency_charging_slots
2025-02-01,greedy_closed,6000.0,0.9729222695628021,29265.990905180322,0.3250734999892302,7.275957614183426e-12,83
2025-02-01,dp_closed,6000.0,0.9729222695628021,29265.990905180322,0.3185271000256762,7.275957614183426e-12,83
2025-02-02,greedy_closed,5413.984741931454,0.9734740196876224,65714.67876116758,0.45718460000352934,1.4551915228366852e-11,103
2025-02-02,dp_closed,5413.984741931454,0.9734740196876224,65714.67876116758,0.45922179997432977,1.4551915228366852e-11,103
2025-02-03,greedy_closed,5305.994813093696,0.9656111461030065,65181.57545116209,0.4417549000354484,6.548361852765083e-11,103
2025-02-03,dp_closed,5305.994813093696,0.9656111461030065,65181.57545116209,0.44677490001777187,6.548361852765083e-11,103
2025-02-04,greedy_closed,5609.809225034402,0.9592246375854695,64977.50754372818,0.5059722000150941,5.093170329928398e-11,102
2025-02-04,dp_closed,5609.809225034402,0.9592246375854695,64977.50754372818,0.5018646999960765,5.093170329928398e-11,102
2025-02-05,greedy_closed,5688.385030507375,0.9554713090755867,63451.68672032989,0.37053160002687946,3.637978807091713e-11,104
2025-02-05,dp_closed,5688.385030507375,0.9554713090755867,63451.68672032989,0.3730241999728605,3.637978807091713e-11,104
2025-02-06,greedy_closed,5692.781214474353,0.9525459484633293,62891.52981489646,0.35274440003558993,5.820766091346741e-11,125
2025-02-06,dp_closed,5692.781214474353,0.9525459484633293,62891.52981489646,0.35795660002622753,5.820766091346741e-11,125
2025-02-07,greedy_closed,5703.747851321428,0.9492635999714211,25367.663603651425,0.33352889999514446,0.0,89
2025-02-07,dp_closed,5703.747851321428,0.9492635999714211,25367.663603651425,0.3332966999732889,0.0,89
2025-02-08,greedy_closed,4875.29450306918,0.9492478197843063,24198.087093882496,0.33622930001001805,1.4551915228366852e-11,74
2025-02-08,dp_closed,4875.29450306918,0.9492478197843063,24198.087093882496,0.33406609995290637,1.4551915228366852e-11,74
2025-02-09,greedy_closed,5050.701689712667,0.9476778440050606,57182.50366615157,0.750113699992653,2.9103830456733704e-11,89
2025-02-09,dp_closed,5050.701689712667,0.9476778440050606,57182.50366615157,0.7594721000059508,2.9103830456733704e-11,89
2025-02-10,greedy_closed,5114.573149833526,0.92904280709686,57332.57870778301,0.7186623000307009,1.4551915228366852e-11,89
2025-02-10,dp_closed,5114.573149833526,0.92904280709686,57332.57870778301,0.7086648000404239,1.4551915228366852e-11,89
2025-02-11,greedy_closed,6308.99695082203,0.8879327283537991,56116.313155131174,0.727461900038179,5.820766091346741e-11,82
2025-02-11,dp_closed,6308.99695082203,0.8879327283537991,56116.313155131174,0.7272531999624334,5.820766091346741e-11,82
2025-02-12,greedy_closed,9926.637629239747,0.8808306704270775,52188.91381800081,0.725156300002709,2.9103830456733704e-11,55
2025-02-12,dp_closed,9926.637629239747,0.8808306704270775,52188.91381800081,0.723248100024648,2.9103830456733704e-11,55
2025-02-13,greedy_closed,9847.636245185533,0.8793676873732122,50571.85818917297,0.7065337999956682,7.275957614183426e-12,63
2025-02-13,dp_closed,9847.636245185533,0.8793676873732122,50571.85818917297,0.705115900025703,7.275957614183426e-12,63
2025-02-14,greedy_closed,10181.251223925088,0.8801166393771912,14917.327355238212,0.23770100000547245,1.8189894035458565e-12,0
2025-02-14,dp_closed,10181.251223925088,0.8801166393771912,14917.327355238212,0.2392007999587804,1.8189894035458565e-12,0
2025-02-15,greedy_closed,9964.086601787172,0.8834674090696549,14677.842929369093,0.23530330002540722,0.0,0
2025-02-15,dp_closed,9964.086601787172,0.8834674090696549,14677.842929369093,0.23619359999429435,0.0,0
2025-02-16,greedy_closed,9623.31370274974,0.8858344854420716,46569.43305763061,0.6030670999898575,6.548361852765083e-11,71
2025-02-16,dp_closed,9623.31370274974,0.8858344854420716,46569.43305763061,0.6076965999673121,6.548361852765083e-11,71
2025-02-17,greedy_closed,9623.649300860301,0.8879621861637691,46246.07530026767,0.575624399993103,2.1827872842550278e-11,71
2025-02-17,dp_closed,9623.649300860301,0.8879621861637691,46246.07530026767,0.5739610999589786,2.1827872842550278e-11,71
2025-02-18,greedy_closed,9828.935451023517,0.8920973334551819,45673.375245570525,0.6664285999722779,1.4551915228366852e-11,64
2025-02-18,dp_closed,9828.935451023517,0.8920973334551819,45673.375245570525,0.6626399999950081,1.4551915228366852e-11,64
2025-02-19,greedy_closed,9991.972969075214,0.894945686159216,45209.8244684541,0.6478756000287831,7.275957614183426e-12,72
2025-02-19,dp_closed,9991.972969075214,0.894945686159216,45209.8244684541,0.6441089999862015,7.275957614183426e-12,72
2025-02-20,greedy_closed,9574.037792963736,0.8963587041292511,45030.77945396785,0.6982834999798797,2.1827872842550278e-11,75
2025-02-20,dp_closed,9574.037792963736,0.8963587041292511,45030.77945396785,0.7039310000254773,2.1827872842550278e-11,75
2025-02-21,greedy_closed,9903.571025718109,0.8942015792244982,13712.423727690977,0.18043730000499636,1.4551915228366852e-11,0
