date,common_initial_soc_kwh,purchase_l1_difference_kwh,charge_l1_difference_kwh,discharge_l1_difference_kwh,r1_end_soc_kwh,r2_end_soc_kwh,end_soc_difference_kwh
2025-10-09,8550.000000000002,0.0,0.0,0.0,5184.568458761283,5184.568458761283,0.0
2025-10-10,5184.568458761282,0.0,0.0,0.0,5481.4333772541095,5481.4333772541095,0.0
2025-10-11,5481.433377254112,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-10-12,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-10-13,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-10-14,8550.000000000002,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-10-15,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-10-16,8550.000000000004,0.0,0.0,0.0,5772.679341001429,5772.679341001429,0.0
2025-10-17,5772.679341001427,0.0,0.0,0.0,5951.98704201472,5951.98704201472,0.0
2025-10-18,5951.987042014721,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-10-19,8550.000000000002,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-10-20,8550.0,0.0,0.0,0.0,8550.000000000005,8550.000000000005,0.0
2025-10-21,8550.000000000002,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-10-22,8550.000000000002,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-10-23,8550.000000000002,0.0,0.0,0.0,6186.077363638076,6186.077363638076,0.0
2025-10-24,6186.0773636380745,0.0,0.0,0.0,6310.520190259999,6310.520190259999,0.0
2025-10-25,6310.520190259997,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-10-26,8550.0,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-10-27,8550.000000000002,3.865352482534945e-12,2.0463630789890885e-12,1.637090463191271e-12,8550.0,8550.0,0.0
2025-10-28,8550.000000000002,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-10-29,8550.0,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-10-30,8550.000000000004,0.0,0.0,0.0,6601.686840306891,6601.686840306891,0.0
2025-10-31,6601.686840306891,0.0,0.0,0.0,6609.22129690624,6609.22129690624,0.0
2025-11-01,6609.221296906237,0.0,0.0,0.0,8550.0,8550.0,0.0
2025-11-02,8550.000000000002,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-11-03,8550.000000000004,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-11-04,8550.000000000002,0.0,0.0,0.0,8549.999999999998,8549.999999999998,0.0
2025-11-05,8550.0,0.0,0.0,0.0,8550.000000000004,8550.000000000004,0.0
2025-11-06,8550.000000000002,4.092726157978177e-12,2.0463630789890885e-12,1.637090463191271e-12,6912.276857083327,6912.276857083327,0.0
2025-11-07,6912.27685708333,0.0,0.0,0.0,6838.1899999436,6838.1899999436,0.0
2025-11-08,6838.189999943604,0.0,0.0,0.0,8549.999999999996,8549.999999999996,0.0
2025-11-09,8550.000000000002,0.0,0.0,0.0,8550.000000000002,8550.000000000002,0.0
