date,phase,horizon_hours,horizon_objective_yuan,horizon_planned_cost_yuan,first_day_planned_cost_yuan,horizon_final_soc_kwh,first_day_end_soc_kwh,seconds,objective_error
2025-08-06,evaluation,24,53120.75489432593,51151.499808393106,51151.499808393106,1200.000000000003,1200.0000000000018,0.018515200004912913,1.4551915228366852e-11
2025-08-07,evaluation,24,51875.25091438109,49909.29153935607,49909.29153935607,1200.0000000000011,1200.0,0.0160786000196822,7.275957614183426e-11
2025-08-08,evaluation,24,25823.679493598178,24810.20068385998,24810.20068385998,1200.0000000000014,1200.0000000000014,0.013627600012114272,1.8189894035458565e-11
2025-08-09,evaluation,24,25720.58398261615,24773.682888172596,24773.682888172596,1200.0000000000032,1200.0000000000011,0.0152280000038445,4.001776687800884e-11
2025-08-10,evaluation,24,49932.49416962733,47948.7659104825,47948.7659104825,1200.0000000000023,1200.0,0.017246600007638335,5.093170329928398e-11
2025-08-11,evaluation,24,50128.4572425402,48178.53577669797,48178.53577669797,1199.9999999999993,1200.0,0.016353199986042455,2.9103830456733704e-11
2025-08-12,evaluation,24,49609.150806024,47612.48054606062,47612.48054606062,1199.9999999999993,1200.0,0.01567230001091957,3.637978807091713e-11
2025-08-13,evaluation,24,49852.875998737785,47945.88334034398,47945.88334034398,1199.9999999999993,1200.0,0.017446700017899275,1.4551915228366852e-11
2025-08-14,evaluation,24,48837.24201011775,46852.867980343144,46852.867980343144,1199.9999999999993,1200.0,0.014317299996037036,2.1827872842550278e-11
2025-08-15,evaluation,24,24937.607127133862,24114.746052439514,24114.746052439514,1199.9999999999998,1199.9999999999998,0.013515900005586445,7.275957614183426e-12
2025-08-16,evaluation,24,24963.483151851087,24070.51201989405,24070.51201989405,1200.0000000000018,1200.000000000002,0.01367509999545291,1.8189894035458565e-11
2025-08-17,evaluation,24,49579.80853328675,47350.08824460051,47350.08824460051,1199.9999999999977,1200.0,0.01846060002571903,4.3655745685100555e-11
2025-08-18,evaluation,24,49448.93226090733,47427.99048724813,47427.99048724813,1199.9999999999975,1200.0,0.0219574999937322,3.637978807091713e-11
2025-08-19,evaluation,24,49454.38197766339,47439.91612984278,47439.91612984278,1199.9999999999993,1200.0,0.017275999998673797,1.4551915228366852e-11
2025-08-20,evaluation,24,49286.04756104719,47315.182421763806,47315.182421763806,1200.0000000000011,1200.0000000000018,0.020486999972490594,4.3655745685100555e-11
2025-08-21,evaluation,24,49778.975517970175,47776.036356303695,47776.036356303695,1199.9999999999993,1200.0,0.019105599989416078,5.820766091346741e-11
2025-08-22,evaluation,24,25284.65404759883,24455.83874948224,24455.83874948224,1200.0000000000039,1200.0000000000002,0.01338920000125654,2.546585164964199e-11
2025-08-23,evaluation,24,25345.170721278944,24521.321168458722,24521.321168458722,1199.9999999999968,1199.9999999999986,0.01449000000138767,0.0
2025-08-24,evaluation,24,51231.63524435861,49397.61324022473,49397.61324022473,1199.9999999999998,1200.0,0.018156000005546957,7.275957614183426e-12
2025-08-25,evaluation,24,51774.23137495321,49974.48544018672,49974.48544018672,1200.0000000000011,1200.0000000000018,0.017033300013281405,1.4551915228366852e-11
2025-08-26,evaluation,24,52193.52533057928,50403.28776541492,50403.28776541492,1199.9999999999975,1200.0,0.014850799983832985,0.0
2025-08-27,evaluation,24,52297.12412092008,50605.08952089338,50605.08952089338,1199.9999999999993,1200.0,0.016682400018908083,1.4551915228366852e-11
2025-08-28,evaluation,24,52448.300259594034,50592.198021484226,50592.198021484226,1199.9999999999957,1200.0,0.016494099982082844,2.9103830456733704e-11
2025-08-29,evaluation,24,26571.847660663447,25549.79327007916,25549.79327007916,1200.000000000001,1199.9999999999998,0.014589200000045821,0.0
2025-08-30,evaluation,24,26458.27672243272,25500.4276869499,25500.4276869499,1200.000000000002,1200.0000000000032,0.015517899999395013,1.0913936421275139e-11
2025-08-31,evaluation,24,53220.30672626624,50885.148959549144,50885.148959549144,1200.0000000000025,1200.0,0.01668460000655614,1.4551915228366852e-11
2025-09-01,evaluation,24,53508.70308728013,51201.40760188716,51201.40760188716,1200.0000000000011,1200.0,0.018570899992482737,0.0
2025-09-02,evaluation,24,52874.60793526435,50572.72496871458,50572.72496871458,1200.0000000000011,1200.0000000000036,0.018125100003089756,5.093170329928398e-11
2025-09-03,evaluation,24,52743.424282151864,50427.51643659976,50427.51643659976,1199.9999999999975,1200.0,0.014754200004972517,1.0186340659856796e-10
2025-09-04,evaluation,24,52752.10144392446,50463.70414293367,50463.70414293367,1200.0000000000011,1200.0,0.01658340002177283,8.003553375601768e-11
2025-09-05,evaluation,24,26175.357156286667,25190.346724396837,25190.346724396837,1199.9999999999995,1199.999999999999,0.014246899983845651,1.8189894035458565e-11
2025-09-06,evaluation,24,26042.724688659895,25054.207778419433,25054.207778419433,1199.999999999999,1200.0000000000005,0.01349750001099892,2.546585164964199e-11
2025-09-07,evaluation,24,51089.919797919145,48981.58383773551,48981.58383773551,1200.0000000000016,1200.0000000000018,0.019156499998643994,1.4551915228366852e-11
2025-09-08,evaluation,24,46975.43019966387,44905.358361849125,44905.358361849125,1199.9999999999993,1200.0,0.01559390002512373,7.275957614183426e-12
2025-09-09,evaluation,24,47480.80197032997,45103.85080427051,45103.85080427051,1199.999999999999,1200.0000000000018,0.014995600009569898,7.275957614183426e-12
2025-09-10,evaluation,24,47110.736255237694,44635.95385056999,44635.95385056999,1199.9999999999995,1200.0,0.014851400017505512,3.637978807091713e-11
2025-09-11,evaluation,24,47197.68292509344,44512.414535965705,44512.414535965705,1200.0000000000011,1200.0,0.01776889999746345,5.093170329928398e-11
2025-09-12,evaluation,24,21924.565722976757,20765.50356764078,20765.50356764078,1199.9999999999984,1199.9999999999995,0.014852500025881454,3.637978807091713e-12
2025-09-13,evaluation,24,21838.70754585375,20483.022060628868,20483.022060628868,1200.0000000000005,1200.0000000000014,0.013744399999268353,1.4551915228366852e-11
2025-09-14,evaluation,24,45968.07714405562,43174.43841405466,43174.43841405466,1199.9999999999989,1200.0000000000018,0.015829100011615083,4.3655745685100555e-11
2025-09-15,evaluation,24,43205.678163800505,39954.44214134096,39954.44214134096,1200.0000000000018,1200.0000000000027,0.01688869998906739,3.637978807091713e-11
2025-09-16,evaluation,24,41915.90386370716,39274.03688622678,39274.03688622678,1199.9999999999948,1199.9999999999986,0.020195300021441653,2.1827872842550278e-11
2025-09-17,evaluation,24,41598.53411262643,39298.53273589285,39298.53273589285,1200.0,1200.0000000000014,0.018502000020816922,4.3655745685100555e-11
2025-09-18,evaluation,24,42027.24185393367,39736.057979490884,39736.057979490884,1200.0000000000023,1200.0000000000027,0.01648130000103265,1.0913936421275139e-10
2025-09-19,evaluation,24,18319.49577973929,17246.282767679164,17246.282767679164,1200.000000000001,1200.0000000000023,0.013107400009175763,1.4551915228366852e-11
2025-09-20,evaluation,24,18615.3940949304,17582.077726822507,17582.077726822507,1199.9999999999993,1199.9999999999986,0.014609899983042851,7.275957614183426e-12
2025-09-21,evaluation,24,44949.795629397,42639.467668374666,42639.467668374666,1199.9999999999995,1200.0,0.01940329998615198,5.820766091346741e-11
2025-09-22,evaluation,24,43326.08751691648,41266.752654345146,41266.752654345146,1200.0000000000027,1200.0000000000025,0.021321100008208305,7.275957614183426e-12
2025-09-23,evaluation,24,44245.133186887535,42357.04211388658,42357.04211388658,1199.9999999999955,1199.9999999999982,0.016789899993455037,7.275957614183426e-12
2025-09-24,evaluation,24,44419.41218071358,42562.66036464116,42562.66036464116,1200.0000000000018,1200.0000000000027,0.0184978999895975,2.9103830456733704e-11
2025-09-25,evaluation,24,44743.23139553455,42876.64016923827,42876.64016923827,1200.0000000000025,1200.000000000006,0.016725200024666265,6.548361852765083e-11
2025-09-26,evaluation,24,19143.15623358927,18193.807971841743,18193.807971841743,1200.0000000000034,1200.0000000000027,0.014307600009487942,1.8189894035458565e-11
2025-09-27,evaluation,24,19385.683113828494,18456.131980196704,18456.131980196704,1200.0000000000018,1200.0,0.014029700017999858,3.637978807091713e-11
2025-09-28,evaluation,24,45573.59073451327,43814.38152540725,43814.38152540725,1200.0000000000023,1200.0000000000018,0.015846599999349564,2.1827872842550278e-11
2025-09-29,evaluation,24,45264.74678459112,43458.643685816845,43458.643685816845,1200.0000000000011,1200.0000000000002,0.019096700008958578,1.4551915228366852e-11
2025-09-30,evaluation,24,46387.249712571334,44509.150106279325,44509.150106279325,1200.0000000000005,1200.000000000001,0.016616800014162436,0.0
2025-10-01,evaluation,24,46466.07082465885,44534.00458631816,44534.00458631816,1200.0000000000025,1200.000000000003,0.019976100011263043,2.9103830456733704e-11
2025-10-02,evaluation,24,45940.30461251475,43952.26359036364,43952.26359036364,1199.999999999998,1200.000000000001,0.017253800004255027,3.637978807091713e-11
2025-10-03,evaluation,24,19356.570467242458,18435.076237582984,18435.076237582984,1200.0000000000036,1200.0000000000005,0.01563520001946017,1.8189894035458565e-11
2025-10-04,evaluation,24,19741.373075685697,18818.262483794693,18818.262483794693,1200.000000000003,1200.0000000000027,0.01796900000772439,7.275957614183426e-12
2025-10-05,evaluation,24,44826.38777431196,42952.29800758885,42952.29800758885,1200.0000000000018,1200.000000000003,0.019784400006756186,1.4551915228366852e-11
2025-10-06,evaluation,24,44448.69453320883,42611.84993862825,42611.84993862825,1199.9999999999995,1200.0000000000023,0.02032929999404587,2.1827872842550278e-11
2025-10-07,evaluation,24,44212.36852123261,42401.55463873505,42401.55463873505,1200.0000000000023,1200.0000000000005,0.01764720000210218,2.9103830456733704e-11
2025-10-08,evaluation,24,42166.12236795285,40358.36457568097,40358.36457568097,1200.0000000000045,1200.0000000000023,0.01720279999426566,1.4551915228366852e-11
2025-10-09,evaluation,24,42597.17676367866,40768.91491550809,40768.91491550809,1200.0000000000005,1200.0000000000005,0.016064099996583536,7.275957614183426e-12
2025-10-10,evaluation,24,17999.857223192303,16976.51826461992,16976.51826461992,1200.0000000000055,1200.0000000000045,0.013394500012509525,1.4551915228366852e-11
2025-10-11,evaluation,24,18544.404810182295,17595.64539124933,17595.64539124933,1200.0000000000055,1200.0000000000011,0.014321599999675527,2.9103830456733704e-11
2025-10-12,evaluation,24,42982.16724549019,41069.44736058971,41069.44736058971,1200.0000000000011,1200.0000000000007,0.01668259999132715,4.3655745685100555e-11
2025-10-13,evaluation,24,43343.114722170525,41579.999387884796,41579.999387884796,1200.0000000000018,1200.0000000000014,0.018122300010873005,2.9103830456733704e-11
2025-10-14,evaluation,24,42870.434511895786,41097.13960914439,41097.13960914439,1199.9999999999986,1200.0000000000002,0.018577500013634562,2.9103830456733704e-11
2025-10-15,evaluation,24,41958.26077100798,40253.95001622477,40253.95001622477,1200.000000000003,1200.0000000000027,0.019867700000759214,3.637978807091713e-11
2025-10-16,evaluation,24,42175.88662953251,40677.267579971594,40677.267579971594,1200.0000000000014,1200.0,0.017911600007209927,7.275957614183426e-12
2025-10-17,evaluation,24,16893.172841588897,16293.267983488126,16293.267983488126,1200.0000000000002,1200.0000000000018,0.015613900002790615,1.4551915228366852e-11
2025-10-18,evaluation,24,17445.091094352498,16839.6608977269,16839.6608977269,1200.000000000002,1200.0000000000023,0.015781399997649714,1.4551915228366852e-11
2025-10-19,evaluation,24,44531.53260215801,42890.34269952331,42890.34269952331,1199.9999999999995,1200.000000000001,0.018183000007411465,1.4551915228366852e-11
2025-10-20,evaluation,24,45532.739503925346,43931.770468697556,43931.770468697556,1200.0000000000027,1200.0000000000023,0.02346859997487627,7.275957614183426e-12
2025-10-21,evaluation,24,46200.93922859564,44642.615617852854,44642.615617852854,1200.0000000000023,1200.0000000000014,0.015859600011026487,5.093170329928398e-11
2025-10-22,evaluation,24,46134.36001132106,44624.85902071936,44624.85902071936,1200.000000000002,1200.0000000000016,0.017475800006650388,1.4551915228366852e-11
2025-10-23,evaluation,24,47027.688189011686,45366.289439837,45366.289439837,1200.0000000000039,1200.0000000000023,0.016141100000822917,7.275957614183426e-11
2025-10-24,evaluation,24,17869.901910286557,17156.258493867223,17156.258493867223,1200.0000000000027,1200.0000000000014,0.013077300012810156,3.637978807091713e-12
2025-10-25,evaluation,24,18332.876635676508,17566.861080833954,17566.861080833954,1200.0000000000014,1200.0,0.014689499977976084,7.275957614183426e-12
2025-10-26,evaluation,24,48477.966434524285,46686.8873254423,46686.8873254423,1200.0,1200.0000000000018,0.015847600006964058,7.275957614183426e-12
2025-10-27,evaluation,24,48865.58412037622,47068.719141572394,47068.719141572394,1200.0,1200.000000000002,0.01703280000947416,2.1827872842550278e-11
2025-10-28,evaluation,24,48697.49346253443,46837.45798820044,46837.45798820044,1199.9999999999982,1199.9999999999989,0.016800800018245354,6.548361852765083e-11
2025-10-29,evaluation,24,48174.50049741795,46291.46270858552,46291.46270858552,1200.0000000000023,1200.0000000000036,0.0166458000021521,4.3655745685100555e-11
2025-10-30,evaluation,24,48665.51837631025,46876.47731119503,46876.47731119503,1200.0000000000023,1200.0000000000005,0.017186199984280393,5.820766091346741e-11
2025-10-31,evaluation,24,18954.246944617997,18228.957562519052,18228.957562519052,1200.0000000000045,1200.0000000000027,0.01608600001782179,1.8189894035458565e-11
2025-11-01,evaluation,24,19138.258698746005,18388.136197532374,18388.136197532374,1200.0000000000027,1200.0000000000018,0.017792099999496713,1.4551915228366852e-11
2025-11-02,evaluation,24,49541.178798805115,47865.49120148137,47865.49120148137,1199.9999999999995,1200.0000000000036,0.018790900008752942,5.093170329928398e-11
2025-11-03,evaluation,24,50254.48052679069,48626.03468165243,48626.03468165243,1200.0,1200.000000000002,0.027052200020989403,3.637978807091713e-11
2025-11-04,evaluation,24,50588.510725025284,48933.81845416952,48933.81845416952,1199.9999999999982,1199.999999999999,0.021247199998470023,1.4551915228366852e-11
2025-11-05,evaluation,24,50707.382942376935,49150.656467173045,49150.656467173045,1200.000000000003,1200.000000000002,0.019906200002878904,0.0
2025-11-06,evaluation,24,50411.396355232646,48872.60391713406,48872.60391713406,1200.0000000000023,1200.0000000000036,0.0183277000032831,2.9103830456733704e-11
2025-11-07,evaluation,24,19694.42529904584,19034.83480638088,19034.83480638088,1200.0000000000016,1200.0000000000025,0.0160102000227198,1.0913936421275139e-11
2025-11-08,evaluation,24,19534.125525051943,18870.246783611357,18870.246783611357,1200.0,1200.000000000002,0.014464200008660555,2.9103830456733704e-11
2025-11-09,evaluation,24,51367.282959928656,49701.50770286331,49701.50770286331,1200.0000000000034,1200.0000000000023,0.0168134999985341,4.3655745685100555e-11
2025-11-10,evaluation,24,51703.587174408414,50123.96017699865,50123.96017699865,1199.999999999999,1200.0,0.017114599992055446,1.4551915228366852e-11
2025-11-11,evaluation,24,51976.197783454125,50358.50984258862,50358.50984258862,1199.9999999999995,1200.0,0.018818800017470494,1.4551915228366852e-11
2025-11-12,evaluation,24,52576.68844968634,50940.57472037193,50940.57472037193,1200.000000000004,1200.0000000000045,0.017341500002657995,2.1827872842550278e-11
2025-11-13,evaluation,24,52747.0780844069,51143.661390089175,51143.661390089175,1200.0000000000027,1200.0000000000023,0.017605300003197044,7.275957614183426e-11
2025-11-14,evaluation,24,20506.514935153038,19852.12734677201,19852.12734677201,1200.000000000004,1200.0000000000014,0.017473500018240884,1.8189894035458565e-11
2025-11-15,evaluation,24,20477.924800061952,19716.062180649882,19716.062180649882,1200.0,1200.0000000000007,0.01896730001317337,1.8189894035458565e-11
2025-11-16,evaluation,24,53803.93920605853,52414.89644639524,52414.89644639524,1200.0000000000018,1200.0000000000023,0.027295200008666143,9.458744898438454e-11
2025-11-17,evaluation,24,54135.86829680406,52744.48411931302,52744.48411931302,1199.9999999999995,1199.999999999999,0.01745790001587011,8.731149137020111e-11
2025-11-18,evaluation,24,53962.519762751515,52536.926495772874,52536.926495772874,1199.999999999999,1200.0,0.01591220000409521,8.003553375601768e-11
2025-11-19,evaluation,24,54287.774016095995,52918.33067295859,52918.33067295859,1200.0000000000036,1200.000000000002,0.015614000003552064,9.458744898438454e-11
2025-11-20,evaluation,24,54538.067133905104,53213.047012244875,53213.047012244875,1199.9999999999982,1200.0000000000032,0.015339600009610876,6.548361852765083e-11
2025-11-21,evaluation,24,21588.224473707905,20628.08251684812,20628.08251684812,1200.0000000000032,1200.0000000000014,0.019193599990103394,3.637978807091713e-12
2025-11-22,evaluation,24,21715.799002371983,20743.15492763487,20743.15492763487,1199.9999999999964,1200.0000000000036,0.015846700000111014,0.0
2025-11-23,evaluation,24,55220.11948291686,53908.19331987872,53908.19331987872,1200.0000000000005,1200.0000000000032,0.017163399985292926,6.548361852765083e-11
2025-11-24,evaluation,24,54943.02455425559,53667.426338341436,53667.426338341436,1199.9999999999995,1200.0000000000018,0.0201052000047639,4.3655745685100555e-11
2025-11-25,evaluation,24,55013.08976091749,53752.642113206224,53752.642113206224,1199.9999999999945,1200.0,0.021985100000165403,7.275957614183426e-12
2025-11-26,evaluation,24,55309.97595555685,54114.337525924624,54114.337525924624,1200.0000000000011,1200.0000000000027,0.01905940001597628,2.1827872842550278e-11
2025-11-27,evaluation,24,55236.34045860799,54019.60454799145,54019.60454799145,1200.0000000000011,1200.0,0.018188699992606416,2.9103830456733704e-11
2025-11-28,evaluation,24,21866.940990809708,20943.84979127968,20943.84979127968,1200.0000000000018,1199.9999999999995,0.01721309998538345,2.1827872842550278e-11
2025-11-29,evaluation,24,22148.56360246438,21221.463420418993,21221.463420418993,1199.9999999999943,1199.9999999999998,0.018474500015145168,1.8189894035458565e-11
2025-11-30,evaluation,24,56146.61789564435,54907.00487317277,54907.00487317277,1199.9999999999966,1200.0,0.017477400018833578,7.275957614183426e-12
2025-12-01,evaluation,24,56438.30923156501,55170.12280442742,55170.12280442742,1199.9999999999995,1199.9999999999998,0.015907099994365126,4.3655745685100555e-11
2025-12-02,evaluation,24,57290.5982292542,55759.52249228756,55759.52249228756,1200.0000000000011,1200.0000000000014,0.016384499991545454,3.637978807091713e-11
2025-12-03,evaluation,24,57876.83786168767,56545.11464516337,56545.11464516337,1199.9999999999995,1200.0000000000034,0.017771100014215335,3.637978807091713e-11
2025-12-04,evaluation,24,59365.48302703766,57358.94359256278,57358.94359256278,1200.0000000000005,1200.000000000001,0.01837480001267977,1.4551915228366852e-11
2025-12-05,evaluation,24,26061.551997402777,24467.027570165275,24467.027570165275,1200.0000000000036,1200.0000000000027,0.016591899999184534,2.546585164964199e-11
2025-12-06,evaluation,24,26754.371384917664,25437.077785425958,25437.077785425958,1200.000000000001,1200.000000000001,0.018107000010786578,2.546585164964199e-11
2025-12-07,evaluation,24,62870.588443370616,60964.552199617516,60964.552199617516,1200.0000000000036,1200.0000000000027,0.01630950000253506,2.9103830456733704e-11
2025-12-08,evaluation,24,65098.76243538302,63302.70251059726,63302.70251059726,1199.999999999999,1200.0,0.01686070000869222,7.275957614183426e-12
2025-12-09,evaluation,24,65711.8778119951,63957.6839177214,63957.6839177214,1200.000000000004,1200.0000000000005,0.022037099988665432,0.0
2025-12-10,evaluation,24,65504.216570735145,63782.60068877933,63782.60068877933,1200.0000000000032,1200.0000000000034,0.01702950001345016,1.4551915228366852e-11
2025-12-11,evaluation,24,65948.59468679586,64258.62393088262,64258.62393088262,1199.9999999999977,1200.000000000001,0.01757180001004599,1.4551915228366852e-11
2025-12-12,evaluation,24,29788.576896618928,28368.644354134616,28368.644354134616,1200.0000000000014,1200.0,0.018146999995224178,2.1827872842550278e-11
2025-12-13,evaluation,24,30195.260439036043,28787.45471446366,28787.45471446366,1200.0000000000002,1200.0000000000005,0.021375799988163635,3.2741809263825417e-11
2025-12-14,evaluation,24,66476.2564057469,64815.80180475977,64815.80180475977,1199.999999999999,1199.9999999999998,0.017935599986230955,4.3655745685100555e-11
2025-12-15,evaluation,24,67776.6833605468,66137.0122440483,66137.0122440483,1199.9999999999986,1200.0000000000007,0.01759559998754412,4.3655745685100555e-11
2025-12-16,evaluation,24,68106.06085641989,66493.99969994582,66493.99969994582,1200.0000000000027,1200.000000000002,0.01848440000321716,0.0
2025-12-17,evaluation,24,67927.56392749381,66353.53526131569,66353.53526131569,1200.0000000000018,1200.000000000004,0.017777500004740432,5.820766091346741e-11
2025-12-18,evaluation,24,67739.45936624675,66057.85515719005,66057.85515719005,1200.0000000000016,1200.0000000000011,0.019540099980076775,7.275957614183426e-11
2025-12-19,evaluation,24,31062.50195720757,29536.2429945854,29536.2429945854,1200.0000000000027,1200.000000000001,0.017669099994236603,1.8189894035458565e-11
2025-12-20,evaluation,24,30872.271057041165,29245.953065939553,29245.953065939553,1200.0000000000005,1200.0000000000014,0.016452900017611682,3.637978807091713e-11
2025-12-21,evaluation,24,66588.06610357165,64828.239251575855,64828.239251575855,1199.9999999999975,1200.0000000000023,0.020911999978125095,1.4551915228366852e-11
2025-12-22,evaluation,24,66907.62167875365,65326.693104495644,65326.693104495644,1200.0000000000002,1200.0000000000016,0.01685780001571402,4.3655745685100555e-11
2025-12-23,evaluation,24,66386.301797969,64999.99406970357,64999.99406970357,1200.0000000000032,1200.0000000000018,0.01915410000947304,5.820766091346741e-11
2025-12-24,evaluation,24,65532.122503326915,64069.537734734346,64069.537734734346,1199.9999999999998,1200.000000000002,0.018299899995326996,2.9103830456733704e-11
2025-12-25,evaluation,24,65491.721508440576,64079.69313326934,64079.69313326934,1199.9999999999993,1200.0000000000014,0.019292500015581027,5.093170329928398e-11
2025-12-26,evaluation,24,29356.137259826606,28149.209166099063,28149.209166099063,1200.0000000000002,1200.0000000000007,0.01894809998339042,3.2741809263825417e-11
2025-12-27,evaluation,24,29231.957437211415,28008.343529755355,28008.343529755355,1200.0000000000023,1200.0000000000011,0.019998200004920363,1.0913936421275139e-11
2025-12-28,evaluation,24,65398.889922463175,63960.02271488345,63960.02271488345,1200.0,1200.000000000001,0.01631219999399036,6.548361852765083e-11
2025-12-29,evaluation,24,65457.746428658895,64130.67830125325,64130.67830125325,1200.0000000000005,1200.0000000000014,0.01663989998633042,6.548361852765083e-11
2025-12-30,evaluation,24,64968.9715011038,63758.19931522751,63758.19931522751,1199.9999999999973,1200.0000000000005,0.01662670000223443,3.637978807091713e-11
2025-12-31,evaluation,24,64370.463564571124,63125.18328491495,63125.18328491495,1200.000000000001,1200.0000000000005,0.01722540002083406,3.637978807091713e-11
