date,phase,horizon_hours,horizon_objective_yuan,horizon_planned_cost_yuan,first_day_planned_cost_yuan,horizon_final_soc_kwh,first_day_end_soc_kwh,seconds,objective_error
2025-07-03,evaluation,24,51688.36584335488,48647.161848709286,48647.161848709286,1200.000000000003,1200.0000000000036,0.01644419998046942,2.9103830456733704e-11
2025-07-04,evaluation,24,22030.901786920207,20464.774857430733,20464.774857430733,1200.0000000000018,1200.000000000002,0.013323099992703646,1.0913936421275139e-11
2025-07-05,evaluation,24,23149.82489859299,20970.21203825481,20970.21203825481,1200.000000000002,1199.999999999999,0.016073000006144866,1.4551915228366852e-11
2025-07-06,evaluation,24,52495.97275122403,49114.99482926322,49114.99482926322,1199.9999999999984,1199.9999999999982,0.016063799994299188,9.458744898438454e-11
2025-07-07,evaluation,24,52944.25387870945,49969.71683954557,49969.71683954557,1199.9999999999993,1200.0,0.01851689998875372,2.1827872842550278e-11
2025-07-08,evaluation,24,56721.075631701824,53680.71859690991,53680.71859690991,1200.000000000003,1200.0,0.01772279999568127,7.275957614183426e-12
2025-07-09,evaluation,24,57677.3202169967,54371.868287454054,54371.868287454054,1199.9999999999975,1200.0,0.01962539998930879,3.637978807091713e-11
2025-07-10,evaluation,24,58477.01037678167,55187.69931491634,55187.69931491634,1199.9999999999993,1200.0,0.021882300003198907,0.0
2025-07-11,evaluation,24,29069.555189719176,27740.31646545104,27740.31646545104,1200.0000000000027,1200.0000000000005,0.017002200009301305,1.8189894035458565e-11
2025-07-12,evaluation,24,29194.675452583044,27904.537531368675,27904.537531368675,1200.0,1199.9999999999986,0.01569770000060089,2.1827872842550278e-11
2025-07-13,evaluation,24,57416.939677922004,54776.209285534685,54776.209285534685,1200.0000000000016,1200.0,0.01702790000126697,7.275957614183426e-12
2025-07-14,evaluation,24,57377.36018943347,54479.43161086751,54479.43161086751,1199.9999999999975,1200.0,0.01600709999911487,0.0
2025-07-15,evaluation,24,60620.212318751626,57692.5451346124,57692.5451346124,1199.9999999999993,1200.0,0.015951599983964115,1.4551915228366852e-11
2025-07-16,evaluation,24,59898.27537407735,56906.93336439095,56906.93336439095,1200.000000000003,1200.0000000000036,0.015777100023115054,3.637978807091713e-11
2025-07-17,evaluation,24,59982.836658520355,57067.10266998726,57067.10266998726,1199.9999999999993,1200.0,0.015360899997176602,1.4551915228366852e-11
2025-07-18,evaluation,24,30894.600693960558,29673.482645048498,29673.482645048498,1199.9999999999995,1200.0000000000005,0.013245699985418469,2.9103830456733704e-11
2025-07-19,evaluation,24,30784.619263355075,29443.28433382549,29443.28433382549,1199.9999999999998,1200.0,0.01977959999931045,2.1827872842550278e-11
2025-07-20,evaluation,24,59087.06678951503,56031.49950733912,56031.49950733912,1199.9999999999993,1200.0000000000036,0.016393700003391132,3.637978807091713e-11
2025-07-21,evaluation,24,59689.34084822556,56919.61412705123,56919.61412705123,1200.0000000000011,1200.0000000000018,0.01761049998458475,1.4551915228366852e-11
2025-07-22,evaluation,24,61471.03264658855,58590.918342845674,58590.918342845674,1199.9999999999993,1200.0,0.018809600005624816,1.4551915228366852e-11
2025-07-23,evaluation,24,60176.14854134899,57713.90580151536,57713.90580151536,1200.000000000003,1199.9999999999982,0.017886699992232025,7.275957614183426e-12
2025-07-24,evaluation,24,59901.84930480813,57696.1247672043,57696.1247672043,1200.000000000003,1200.0000000000018,0.019050799979595467,5.093170329928398e-11
2025-07-25,evaluation,24,29352.569562076173,28262.300632068433,28262.300632068433,1199.9999999999968,1199.999999999999,0.014814399997703731,2.1827872842550278e-11
2025-07-26,evaluation,24,29429.89116036579,28346.74456671747,28346.74456671747,1200.0000000000005,1200.0000000000002,0.013956500013591722,7.275957614183426e-12
2025-07-27,evaluation,24,58869.06990993831,56610.57828349082,56610.57828349082,1199.9999999999995,1200.0,0.016856700007338077,5.820766091346741e-11
2025-07-28,evaluation,24,58400.61819428532,56051.90458960339,56051.90458960339,1200.000000000003,1200.0000000000018,0.015274399978807196,4.3655745685100555e-11
2025-07-29,evaluation,24,59883.6590705002,57315.95587963575,57315.95587963575,1199.9999999999993,1200.0,0.02090239999233745,7.275957614183426e-12
2025-07-30,evaluation,24,59996.900057673905,57546.91129059239,57546.91129059239,1199.9999999999993,1200.0000000000018,0.01694070000667125,7.275957614183426e-12
2025-07-31,evaluation,24,59495.164267846645,57170.06645435119,57170.06645435119,1200.0000000000011,1200.0000000000018,0.01828620000742376,0.0
2025-08-01,evaluation,24,28418.773208020357,27302.25720300606,27302.25720300606,1200.0000000000055,1200.0000000000023,0.01394919998710975,1.4551915228366852e-11
2025-08-02,evaluation,24,28302.7641052838,27276.70900378241,27276.70900378241,1199.9999999999982,1199.9999999999986,0.01490360000752844,0.0
2025-08-03,evaluation,24,57313.92606199141,55114.794496823684,55114.794496823684,1200.0000000000016,1200.0000000000018,0.01893909997306764,4.3655745685100555e-11
2025-08-04,evaluation,24,55659.33057869606,53472.90661477689,53472.90661477689,1199.9999999999993,1200.0,0.020475299999816343,7.275957614183426e-12
2025-08-05,evaluation,24,54128.94456445593,52001.80171517204,52001.80171517204,1200.0000000000011,1200.0000000000018,0.01654059998691082,2.9103830456733704e-11
