date,variant,alpha,base_planned_cost_yuan,margin_purchase_cost_yuan,purchase_kwh,margin_kwh,reserve_segments
2025-02-15,greedy_closed,0.8,19081.908971981666,1196.4823659291267,38092.96471170689,1428.0932522942385,0
2025-02-15,dp_fixed,0.8,19081.908971981666,1196.4823659291267,38092.96471170689,1428.0932522942385,47
2025-02-15,dp_closed,0.8,19081.908971981666,1196.4823659291267,38092.96471170689,1428.0932522942385,47
2025-02-16,greedy_closed,0.8,50394.829372376946,1215.9878893566265,82159.14027113433,1463.7338999977105,0
2025-02-16,dp_fixed,0.8,50394.829372376946,1215.9878893566265,82159.14027113433,1463.7338999977105,57
2025-02-16,dp_closed,0.8,50394.829372376946,1215.9878893566265,82159.14027113433,1463.7338999977105,57
2025-02-17,greedy_closed,0.8,49984.69744025892,1222.8652676539277,81520.98366006959,1470.3609849999996,0
2025-02-17,dp_fixed,0.8,49984.69744025892,1222.8652676539277,81520.98366006959,1470.3609849999996,60
2025-02-17,dp_closed,0.8,49984.69744025892,1222.8652676539277,81520.98366006959,1470.3609849999996,60
2025-02-18,greedy_closed,0.8,49539.66905668245,1272.826314209635,81095.39403484167,1525.1179341504917,0
2025-02-18,dp_fixed,0.8,49539.66905668245,1272.826314209635,81095.39403484167,1525.1179341504917,61
2025-02-18,dp_closed,0.8,49539.66905668245,1272.826314209635,81095.39403484167,1525.1179341504917,61
2025-02-19,greedy_closed,0.8,48793.44629765986,1286.7419124066732,79931.95659269972,1550.928426469792,0
2025-02-19,dp_fixed,0.8,48793.44629765986,1286.7419124066732,79931.95659269972,1550.928426469792,53
2025-02-19,dp_closed,0.8,48793.44629765986,1286.7419124066732,79931.95659269972,1550.928426469792,53
2025-02-20,greedy_closed,0.8,48469.41341955976,1311.3994491089743,79476.32119513108,1591.933619130656,0
2025-02-20,dp_fixed,0.8,48469.41341955976,1311.3994491089743,79476.32119513108,1591.933619130656,54
2025-02-20,dp_closed,0.8,48469.41341955976,1311.3994491089743,79476.32119513108,1591.933619130656,54
2025-02-21,greedy_closed,0.8,18158.431424304537,1324.4291307859698,36776.23301989561,1603.5427951724726,0
2025-02-21,dp_fixed,0.8,18158.431424304537,1324.4291307859698,36776.23301989561,1603.5427951724726,46
2025-02-21,dp_closed,0.8,18158.431424304537,1324.4291307859698,36776.23301989561,1603.5427951724726,46
2025-02-22,greedy_closed,0.8,17911.63076585205,1344.5424998864212,36377.785348544865,1646.2203493650823,0
2025-02-22,dp_fixed,0.8,17911.63076585205,1344.5424998864212,36377.785348544865,1646.2203493650823,45
2025-02-22,dp_closed,0.8,17911.63076585205,1344.5424998864212,36377.785348544865,1646.2203493650823,45
2025-02-23,greedy_closed,0.8,46842.904783292244,1371.6784994894485,77139.29785000198,1676.2229139047633,0
2025-02-23,dp_fixed,0.8,46842.904783292244,1371.6784994894485,77139.29785000198,1676.2229139047633,58
2025-02-23,dp_closed,0.8,46842.904783292244,1371.6784994894485,77139.29785000198,1676.2229139047633,58
2025-02-24,greedy_closed,0.8,46301.33138088309,1431.348233189211,76463.5368803007,1762.510589803354,0
2025-02-24,dp_fixed,0.8,46301.33138088309,1431.348233189211,76463.5368803007,1762.510589803354,54
2025-02-24,dp_closed,0.8,46301.33138088309,1431.348233189211,76463.5368803007,1762.510589803354,54
2025-02-25,greedy_closed,0.8,45994.99911687866,1446.2668849950905,76191.30825969928,1787.575100633455,0
2025-02-25,dp_fixed,0.8,45994.99911687866,1446.2668849950905,76191.30825969928,1787.575100633455,54
