date,phase,horizon_hours,horizon_objective_yuan,horizon_planned_cost_yuan,first_day_planned_cost_yuan,horizon_final_soc_kwh,first_day_end_soc_kwh,seconds,objective_error
2025-04-04,evaluation,48,29971.60792121844,28786.620472210314,14890.18020350887,1200.0000000000005,3759.226834106201,0.028532199998153374,2.546585164964199e-11
2025-04-05,evaluation,48,55270.014589438324,52719.02740843175,17290.425651329468,1199.9999999999982,8550.000000000004,0.03980640001827851,7.275957614183426e-12
2025-04-06,evaluation,48,78703.31530298547,74761.22724690859,39318.576108467576,1200.0000000000055,8549.999999999996,0.03888649999862537,3.2014213502407074e-10
2025-04-07,evaluation,48,78699.15978970255,74797.88919366774,39046.354812976904,1200.0000000000045,8550.000000000004,0.03652490000240505,3.055902197957039e-10
2025-04-08,evaluation,48,78354.60216873026,74448.46599830243,39041.745750354916,1200.0,8550.000000000004,0.03798860000097193,2.6193447411060333e-10
2025-04-09,evaluation,48,77558.07171036475,73584.17522436265,38503.47173749179,1200.0000000000127,8550.000000000004,0.03752320000785403,1.6007106751203537e-10
2025-04-10,evaluation,48,52110.30445118003,49650.06114003032,36282.31736029934,1200.0,3608.1312240509947,0.03575009998166934,4.3655745685100555e-11
2025-04-11,evaluation,48,29256.12305295857,28081.476581589697,14475.983149511847,1199.9999999999986,3571.688836402869,0.028892000002088025,1.8189894035458565e-11
2025-04-12,evaluation,48,54417.544783384226,51953.91799129661,17009.208930197834,1199.9999999999886,8550.0,0.03067509998800233,1.4551915228366852e-11
2025-04-13,evaluation,48,76429.48030101809,72797.50543088479,38336.459049166835,1200.0000000000027,8550.000000000002,0.036966899991966784,2.9103830456733704e-11
2025-04-14,evaluation,48,76585.6788998316,72904.17613375626,37969.77629376836,1200.0000000000027,8550.0,0.040607100003398955,1.0186340659856796e-10
2025-04-15,evaluation,48,76708.57510639197,73063.0466907509,38342.6491691228,1200.0000000000036,8550.0,0.040903600020101294,7.275957614183426e-11
2025-04-16,evaluation,48,75845.86534625068,72454.10820619474,38072.95198688393,1200.0000000000073,8550.0,0.039777199999662116,2.9103830456733704e-11
2025-04-17,evaluation,48,50754.37461838336,48341.98212271316,35201.418102552474,1200.000000000001,3374.629516853721,0.03368400002364069,2.9103830456733704e-11
2025-04-18,evaluation,48,28364.482917984005,27149.998327144287,14002.60777946635,1200.000000000001,3131.3892677043978,0.028469399985624477,1.8189894035458565e-11
2025-04-19,evaluation,48,51523.180312529854,49642.770054372304,16580.83944165597,1199.9999999999977,8550.0,0.03199769998900592,8.731149137020111e-11
2025-04-20,evaluation,48,72035.90085929842,69324.3827452229,36531.815272787986,1199.9999999999955,8550.000000000002,0.03240569998160936,1.3096723705530167e-10
2025-04-21,evaluation,48,71871.45793776301,69190.04827921078,36264.562360449665,1200.0000000000018,8550.000000000002,0.032207799988100305,1.7462298274040222e-10
2025-04-22,evaluation,48,71478.82324642112,68874.26966382295,36162.08434004772,1200.0000000000027,8550.000000000002,0.03137879999121651,2.473825588822365e-10
2025-04-23,evaluation,48,71694.364240102,69045.73133782121,36332.97197454712,1200.0000000000045,8550.000000000002,0.03750070001115091,1.8917489796876907e-10
2025-04-24,evaluation,48,47816.69777138564,45853.8115397177,33236.712329575545,1200.000000000001,2863.8014525198596,0.028287199995247647,8.003553375601768e-11
2025-04-25,evaluation,48,26992.33092653659,25879.98943734246,13267.32052676201,1199.999999999998,2763.5156481241274,0.026531400013482198,1.8189894035458565e-11
2025-04-26,evaluation,48,48324.991898013526,46719.50246186806,15984.054905677836,1200.0000000000086,8549.999999999998,0.03278479998698458,7.275957614183426e-11
2025-04-27,evaluation,48,66469.18831147772,64346.33806743524,33789.35168828514,1200.0000000000045,8550.000000000002,0.03703320000204258,2.9103830456733704e-11
2025-04-28,evaluation,48,66251.03077025845,64171.77026289214,33872.69000585918,1199.9999999999982,8550.000000000004,0.03856069999164902,0.0
2025-04-29,evaluation,48,67841.2000419777,65619.5548984438,34539.39752307241,1200.0,8550.000000000002,0.040750599990133196,2.0372681319713593e-10
2025-04-30,evaluation,48,68687.89924893093,65655.16047268765,34438.64715895693,1199.9999999999982,8550.0,0.03588559999479912,1.3096723705530167e-10
2025-05-01,evaluation,48,46730.82687009847,44226.6707350964,31713.458352377245,1200.0000000000018,2346.6702032441644,0.03169440000783652,7.275957614183426e-11
2025-05-02,evaluation,48,26949.08968002551,25707.704743910537,13135.023051195303,1199.9999999999982,2380.4787479169154,0.027925900008995086,1.4551915228366852e-11
2025-05-03,evaluation,48,51152.809735144816,48144.48190287594,16194.820851761986,1200.000000000002,8550.000000000002,0.031142499996349216,3.637978807091713e-11
2025-05-04,evaluation,48,75019.64651539952,69822.30274548815,35965.394130139146,1199.999999999999,8550.0,0.03304149999166839,8.731149137020111e-11
2025-05-05,evaluation,48,76869.63454836467,71549.86853555516,37262.17459249961,1200.0000000000073,8550.000000000004,0.03291509998962283,1.0186340659856796e-10
2025-05-06,evaluation,48,76969.7209411247,71980.57068335556,37335.47501503804,1200.0000000000027,8550.0,0.03138780000153929,3.2014213502407074e-10
2025-05-07,evaluation,48,79077.83685921926,74346.39946707648,38027.48630417678,1199.9999999999982,8550.0,0.032093899993924424,3.4924596548080444e-10
2025-05-08,evaluation,48,56468.56089659937,53066.94253057143,37397.87437074887,1200.0000000000036,2965.323356844157,0.030716299981577322,2.1827872842550278e-11
2025-05-09,evaluation,48,34161.08046902158,32176.446891270654,16335.208523206284,1200.0000000000036,2877.255426845014,0.02738139999564737,7.275957614183426e-12
2025-05-10,evaluation,48,59386.80877435351,56418.140875801175,19216.4678481124,1199.9999999999964,8550.0,0.03158939999411814,5.093170329928398e-11
2025-05-11,evaluation,48,82723.86560283336,78425.54376520973,40746.12498269258,1199.9999999999973,8550.0,0.036103199992794544,0.0
2025-05-12,evaluation,48,83740.76663581718,79469.04558325474,41368.3770052097,1200.000000000001,8550.0,0.03615239998907782,4.3655745685100555e-11
2025-05-13,evaluation,48,83435.14215875416,79271.13174357772,41172.18198204405,1200.0000000000064,8550.000000000002,0.04031790001317859,5.820766091346741e-11
2025-05-14,evaluation,48,83895.33122281989,79906.06511945982,41478.49479122582,1200.0000000000027,8550.0,0.03669480001553893,5.820766091346741e-11
2025-05-15,evaluation,48,57739.798651613106,54922.52946065646,38734.992165154224,1199.9999999999982,2483.664358542376,0.030323200015118346,7.275957614183426e-12
2025-05-16,evaluation,48,35168.42578971713,33306.70867934108,16934.97262514364,1200.0000000000057,2620.642657495661,0.029797399998642504,1.4551915228366852e-11
2025-05-17,evaluation,48,59778.75266151125,56979.306951093284,19704.637249358195,1199.9999999999955,8550.000000000002,0.030973899993114173,1.4551915228366852e-11
2025-05-18,evaluation,48,80378.17318289922,76775.0451178589,40442.58859485597,1199.9999999999973,8550.0,0.04402490000938997,4.3655745685100555e-11
2025-05-19,evaluation,48,78994.60053051334,75478.10930080243,39498.404221190984,1200.0000000000018,8550.0,0.034609499998623505,0.0
2025-05-20,evaluation,48,78439.80156846058,74812.64964313724,39126.17536181007,1200.0000000000018,8550.0,0.03439369998523034,1.6007106751203537e-10
2025-05-21,evaluation,48,78669.9884365225,74923.88830013615,39333.55179535673,1200.000000000001,8550.0,0.03199859999585897,1.1641532182693481e-10
2025-05-22,evaluation,48,54473.47611967803,51609.954089872816,36071.03657405804,1199.9999999999945,2032.429392686381,0.029616400017403066,1.0913936421275139e-10
2025-05-23,evaluation,48,33280.95836288349,31461.163710995603,15888.879848597731,1200.0000000000036,1971.602488091583,0.0334281999967061,6.548361852765083e-11
2025-05-24,evaluation,48,56833.436807434104,54205.7804807046,19066.63448956055,1200.0000000000075,8550.000000000002,0.030352700006915256,3.637978807091713e-11
2025-05-25,evaluation,48,76206.18872261803,72748.6655136247,38431.98646781151,1200.0000000000055,8550.000000000002,0.03383499998017214,1.0186340659856796e-10
2025-05-26,evaluation,48,75143.02132019434,71781.42305807897,37795.64478484988,1199.9999999999982,8550.000000000002,0.03742539999075234,1.4551915228366852e-11
2025-05-27,evaluation,48,75786.4538117187,72369.17122497814,38192.20070270024,1199.9999999999982,8550.0,0.037870500003919005,5.820766091346741e-11
2025-05-28,evaluation,48,75072.00287231109,71443.44887209765,37530.12754640989,1200.0000000000082,8550.000000000002,0.034926499996799976,0.0
2025-05-29,evaluation,48,52234.57414118189,49414.7685015452,34538.874646091834,1199.9999999999982,2065.195139464885,0.03345320001244545,2.9103830456733704e-11
2025-05-30,evaluation,48,32037.369703986667,30346.252655431686,15344.117130345681,1200.000000000004,2185.7543887040306,0.029931500001112,5.4569682106375694e-11
2025-05-31,evaluation,48,56073.12642728411,53531.351403446424,18547.554799536352,1200.000000000002,8550.0,0.031162200000835583,2.9103830456733704e-11
2025-06-01,evaluation,48,77426.71568635559,74100.14237359996,38922.712076293625,1199.9999999999964,8550.0,0.03747129999101162,0.0
2025-06-02,evaluation,48,79718.3599815262,76165.71968319373,39863.4044832294,1200.0,8550.0,0.03416099998867139,4.3655745685100555e-11
2025-06-03,evaluation,48,84106.1296988901,78195.8470508622,40342.76038243876,1199.9999999999927,8550.0,0.03403819998493418,1.4551915228366852e-10
2025-06-04,evaluation,48,91645.98592831686,82102.0086462121,42185.08764377931,1199.9999999999982,8550.000000000004,0.03424249999807216,2.9103830456733704e-11
2025-06-05,evaluation,48,66384.56895074432,59335.403780045846,41685.80194745296,1200.0,2861.053172398416,0.03501339998911135,5.820766091346741e-11
2025-06-06,evaluation,48,41501.979923633815,37117.131545355354,18415.695740294992,1200.0000000000018,2949.927754676366,0.03342199997860007,0.0
2025-06-07,evaluation,48,78927.95673065989,72972.93495155685,22377.054335152643,1200.0000000000095,8550.000000000002,0.03584750002482906,1.4551915228366852e-11
2025-06-08,evaluation,48,114578.55609661485,108153.38238464086,54817.143612656124,1200.0000000000045,8550.000000000002,0.03420709999045357,1.3096723705530167e-10
2025-06-09,evaluation,48,114684.9714856498,109289.7185881754,55399.20831763414,1200.0,8550.000000000004,0.03242790000513196,1.6007106751203537e-10
2025-06-10,evaluation,48,115548.39960033815,110460.51357085556,56501.72398413491,1200.0,8550.0,0.03764299998874776,1.4551915228366852e-10
2025-06-11,evaluation,48,116262.21009545901,111099.47291130667,56782.72235978165,1199.9999999999982,8550.0,0.0430775000131689,2.3283064365386963e-10
2025-06-12,evaluation,48,84793.13509063584,80415.17589420293,57095.85138747969,1200.0000000000027,7447.160103496888,0.03683160000946373,1.4551915228366852e-10
2025-06-13,evaluation,48,53118.82328749646,49475.65247357526,25869.00960791406,1200.0000000000055,7687.415152247673,0.03505939999013208,1.4551915228366852e-11
2025-06-14,evaluation,48,87673.57971652024,83325.70086819203,26236.372675261056,1200.0000000000018,8550.000000000004,0.03225570000358857,5.820766091346741e-11
2025-06-15,evaluation,48,120519.52007226735,115538.22651553963,59124.827476761115,1199.9999999999973,8550.0,0.03370480000739917,1.7462298274040222e-10
2025-06-16,evaluation,48,121632.40528873379,116649.72573970148,59653.04877346805,1199.9999999999955,8550.0,0.037980399996740744,8.731149137020111e-11
2025-06-17,evaluation,48,121278.92114296625,116390.00986541738,59777.1055101528,1199.9999999999982,8550.0,0.0317829999839887,1.7462298274040222e-10
2025-06-18,evaluation,48,120349.23156773027,115170.23725262188,59427.26626717909,1200.0,8550.0,0.036112100002355874,2.3283064365386963e-10
2025-06-19,evaluation,48,85151.59966249438,80062.18370867138,56932.12332692073,1200.0000000000018,6797.804798488764,0.036499899986665696,2.0372681319713593e-10
2025-06-20,evaluation,48,52047.33511595615,47507.905620339705,24651.79419771048,1199.9999999999955,5943.351167768085,0.03863710002042353,7.275957614183426e-11
2025-06-21,evaluation,48,84267.50200055349,78466.58298222287,25562.281571670916,1199.9999999999964,8550.000000000004,0.03586860001087189,1.4551915228366852e-11
2025-06-22,evaluation,48,112402.47856986744,105953.94313174202,55270.03230841583,1199.9999999999982,8550.0,0.03252750000683591,1.4551915228366852e-10
2025-06-23,evaluation,48,107608.03466345058,102080.28975534737,53457.41632671804,1200.000000000001,8550.0,0.03217880000011064,1.7462298274040222e-10
2025-06-24,evaluation,48,104748.7609603499,99424.98393133648,51445.43009980785,1199.9999999999945,8550.0,0.03322209999896586,4.3655745685100555e-11
2025-06-25,evaluation,48,105005.08476289702,99678.75685044962,51513.663528270255,1199.9999999999973,8550.000000000004,0.03650399998878129,2.9103830456733704e-11
2025-06-26,evaluation,48,73660.68566407487,69365.76291191237,48703.598978405586,1200.0000000000027,2558.2873563167254,0.033339999994495884,8.731149137020111e-11
2025-06-27,evaluation,48,44965.30773320258,41609.080621707595,21241.968511204053,1199.9999999999977,2657.049110906406,0.032322200015187263,2.1827872842550278e-11
2025-06-28,evaluation,48,75951.73906117358,71527.04445245297,23780.70239488609,1199.999999999996,8550.0,0.0318052000075113,7.275957614183426e-11
2025-06-29,evaluation,48,104814.90298987016,99005.47144394461,51452.646688109286,1200.000000000001,8550.0,0.03430030000163242,0.0
2025-06-30,evaluation,48,104236.94119765132,98423.70013991186,51146.68312674577,1200.0000000000027,8550.0,0.03631250001490116,7.275957614183426e-11
2025-07-01,evaluation,48,104386.17342467197,98547.83484217498,50947.971577989665,1199.9999999999982,8550.0,0.03456040000310168,1.0186340659856796e-10
2025-07-02,evaluation,48,102011.74878863599,96044.56318729118,49562.4961638401,1199.9999999999927,8550.0,0.03318779999972321,5.820766091346741e-11
2025-07-03,evaluation,48,70234.9549150754,65611.48758414458,45913.87676775067,1200.000000000001,2912.1329850815837,0.030445900018094108,1.3096723705530167e-10
2025-07-04,evaluation,48,44452.90383616072,40726.34475089837,20455.588420717337,1199.9999999999973,2949.453263934062,0.02636070002336055,2.9103830456733704e-11
2025-07-05,evaluation,48,75319.81891999312,69701.06152204494,23575.516522136546,1200.000000000001,8550.0,0.029832700005499646,5.820766091346741e-11
2025-07-06,evaluation,48,101941.27050163138,95518.81087266165,49031.37816259655,1199.9999999999955,8549.999999999998,0.03337580000516027,0.0
2025-07-07,evaluation,48,106994.9276731018,100901.01270330745,49886.1001728789,1200.0000000000018,8550.0,0.036222900002030656,2.9103830456733704e-11
2025-07-08,evaluation,48,110606.43621579075,104180.42011692384,53597.10193024324,1200.0000000000018,8550.0,0.0355404999863822,2.9103830456733704e-11
