date,days,purchase_kwh,emergency_kwh,actual_grid_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,curtailment_kwh,emergency_intervals,emergency_days,emergency_while_charging_kwh,emergency_while_charging_intervals,waste_while_discharging_kwh,soc_start_kwh,soc_end_kwh,no_storage_total_cost_yuan
2025-02-26,1,75955.99097771832,817.8907168415028,76773.88169455982,46490.917162311605,3397.9705713137546,49888.887733625364,22964.552566564613,18601.28757891734,3595.7686735792236,43,1,211.90978975053133,11,1796.468400188932,6000.0,6000.0,61261.08854776709
2025-02-27,1,75293.52001933687,660.432152401633,75953.95217173849,45996.30377454772,3349.742739620791,49346.04651416851,22904.89371475826,18552.963908954185,4645.4381659344235,30,1,0.0,0,351.1628136277316,6000.0,5999.999999999999,61124.5079439954
2025-02-28,1,34250.2660604527,1144.87320429568,35395.13926474837,17533.98660195104,4253.9736197577595,21787.9602217088,17679.481736641294,14320.380206679449,8743.444184786536,47,1,713.2654745276644,14,567.0839842300678,5999.999999999999,6000.0,32445.82842978919
2025-03-01,1,33818.23557222811,758.7199925309711,34576.95556475908,17327.848793597164,3162.017022572445,20489.86581616961,17367.453931317657,14067.637684367304,7618.373384475398,41,1,309.8763127291164,14,940.3072126078612,6000.0,6000.000000000001,32685.755011550627
2025-03-02,1,73699.98666192566,5533.457670391784,79233.44433231745,44910.07364614154,20969.552006123402,65879.62565226495,22883.55816695922,18535.682115236967,2527.2612139285216,70,1,3608.730806869326,25,804.6165645216465,6000.000000000001,6000.000000000002,71259.38394243122
2025-03-03,1,74141.1421215735,4281.078375837049,78422.22049741056,45160.489851583945,17373.56233036318,62534.052181947125,23075.074363134427,18690.81023413889,2020.8097350816815,80,1,1528.7897958302788,29,360.26641468332247,6000.000000000002,6000.000000000001,71353.89429286943
2025-03-04,1,75240.51551436743,1316.363849642812,76556.87936401025,45943.88671033456,4244.62528065223,50188.51199098679,23249.430832539,18832.03897435659,2940.0295724944976,54,1,661.4811753877398,15,719.2644643994498,6000.000000000001,6000.0,60688.34805828166
2025-03-05,1,76344.0649345695,519.5301355864513,76863.59507015595,46665.11393784192,2332.4012525529993,48997.515190394915,23369.674910524987,18929.43667752524,6292.884820489534,33,1,178.30428569266667,9,2340.342335457671,6000.0,6000.000000000002,60321.46275691992
2025-03-06,1,76007.67734412862,565.6620898539287,76573.33943398255,46528.686680229635,2177.5748114405365,48706.26149167017,23305.965828748143,18877.832321285994,6204.551793187068,41,1,120.68436386836606,8,2816.5266306384283,6000.000000000002,6000.000000000005,60247.34372411261
2025-03-07,1,33374.952897731026,699.1881947944286,34074.14109252545,17056.567226767016,2680.4432195317377,19737.01044629875,17299.863661918982,14012.889566154383,9864.88146342752,38,1,425.4812975579497,16,1521.704358469159,6000.000000000005,6000.0,31380.406154176057
2025-03-08,1,32579.64412563401,295.6986367548365,32875.34276238885,16752.179549079272,1008.5082091774215,17760.687758256692,16722.036100990732,13544.849241802493,10635.01638653394,25,1,49.02842499670987,2,922.8410394713588,6000.0,6000.0,30590.918844175267
2025-03-09,1,74633.14842154729,353.3336749713318,74986.48209651862,45490.318063515806,1623.80722547983,47114.12528899563,23336.694968858686,18902.722924775535,7218.985002435465,24,1,52.163812245032204,3,2388.297551114806,6000.0,6000.000000000004,58642.16459188338
2025-03-10,1,73151.4822941495,2318.174672152352,75469.65696630185,44481.267959925644,7011.998788623609,51493.26674854926,23112.65485983953,18721.25043647002,3036.181092932338,56,1,1817.8614991248853,26,1430.8853872314007,6000.000000000004,6000.000000000002,59358.25139180605
2025-03-11,1,72791.06365607493,852.5802870960479,73643.64394317097,44134.66541670323,3411.4542052256043,47546.11962192884,22790.962183829528,18460.679368901918,5374.442328243375,41,1,245.87851929859255,12,2754.297423265278,6000.000000000002,6000.000000000004,59205.155422223535
2025-03-12,1,72117.92933476594,704.3506542176619,72822.2799889836,43737.33925184271,2484.691700275323,46222.03095211803,22416.264054397292,18157.173884061813,6127.6551353147925,43,1,197.36537433214949,9,2570.118302646964,6000.000000000004,6000.000000000001,58038.111744928254
2025-03-13,1,71103.97796297568,3882.023702114003,74986.00166508969,43100.00636408852,14336.789132741565,57436.795496830084,22202.21055540702,17983.790549879683,3221.9636428956796,64,1,2903.3971797407567,31,1366.6154284858899,6000.000000000001,6000.000000000002,63592.909902704676
2025-03-14,1,31330.144460473584,828.7632226890757,32158.90768316266,16005.752246883565,3567.9107553796684,19573.663002263234,16182.554856715562,13107.869433939608,13054.796277053372,38,1,402.8685228366512,11,840.5682119931182,6000.000000000002,5999.999999999998,30635.068049726975
2025-03-15,1,30977.301690968736,1650.847395297312,32628.149086266047,15877.751392658325,5397.1036757216925,21274.855068380017,16000.000000000004,12959.999999999998,8664.023936266043,55,1,926.0602888237154,16,370.67542428515003,5999.999999999998,6000.000000000003,31599.51482882264
2025-03-16,1,69917.68969567532,1245.1829274641416,71162.87262313945,42195.066242640416,4581.566052711637,46776.63229535205,21993.213166345333,17814.50266473972,3633.11518820051,59,1,692.5484285347696,19,1520.2197988269118,6000.000000000003,6000.000000000002,56717.286037457736
2025-03-17,1,69853.88549121164,303.8647683708397,70157.75025958248,42071.168628116044,1504.3973095588788,43575.56593767492,21947.910767757432,17777.807721883517,8129.51578037523,24,1,32.20387837873386,3,3471.5035342601436,6000.000000000002,6000.000000000003,55304.914097448294
2025-03-18,1,68421.35092323837,1080.736691890851,69502.08761512922,41094.297402253535,4934.172670486961,46028.47007274049,21800.026566343666,17658.02151873837,4234.124200857253,38,1,128.19531690917938,7,726.9058590566416,6000.000000000003,6000.0,57953.29336879946
2025-03-19,1,68331.47984314944,578.2540778015904,68909.73392095104,41088.88178879071,2689.2803077702433,43778.162096560955,21730.82357938353,17601.96709930066,5315.406990868154,28,1,42.412934517699796,4,905.9265716156249,6000.0,5999.999999999998,55847.4350237214
2025-03-20,1,67785.78696008767,1272.7589361306973,69058.54589621838,40840.83282282499,4805.2533770244945,45646.08619984949,21801.429801674916,17659.15813935668,2707.312417233468,54,1,397.90938057733297,11,801.8387692703918,5999.999999999998,6000.000000000002,57131.01207167381
2025-03-21,1,30056.61526147801,670.120785045026,30726.736046523038,15292.295728604424,2658.5313519799015,17950.827080584324,16000.0,12960.000000000002,15653.27152985637,40,1,116.94399682853066,6,530.8740623343288,6000.000000000002,6000.0,30260.06848542338
2025-03-22,1,30125.16255591619,1185.8893273015267,31311.05188321772,15374.747239654123,4443.657140357568,19818.404380011692,16000.0,12960.0,12389.852149884384,45,1,892.943188369712,20,586.8089486248185,6000.0,6000.0,28798.150912196492
2025-03-23,1,65206.81709123802,1554.864660200595,66761.68175143862,39181.94982866154,5840.851908265172,45022.80173692672,21627.8606043657,17518.567089536216,3882.6681199424706,57,1,812.0738288045447,19,1295.5078049950168,6000.0,6000.000000000002,55900.73132589793
2025-03-24,1,64468.5153526615,1058.6808032513688,65527.19615591287,38731.13434559027,3782.226337790395,42513.36068338066,21507.38734091184,17420.983746138587,3442.2954778062854,42,1,376.0186776211159,14,699.2311143533908,6000.000000000002,6000.000000000002,54909.92468496799
2025-03-25,1,64336.57477359017,2627.2168083291085,66963.79158191927,38594.51768655699,9797.94985612156,48392.46754267855,21550.835771350216,17456.176974793678,1919.0080686960666,79,1,1638.334006610833,26,511.8284011815457,6000.000000000002,6000.0,57242.72418441261
2025-03-26,1,64362.14729070481,615.4014986041411,64977.54878930895,38590.380420051784,2186.676236180057,40777.05665623184,21559.350777096817,17463.074129448425,5288.717274993891,39,1,279.7806980420361,11,1547.3989137978688,6000.0,6000.000000000001,53149.32689716109
2025-03-27,1,63784.027989427836,1723.4656938619778,65507.49368328982,38331.077765144815,6619.881216143736,44950.95898128855,21538.439870851147,17446.13629538943,2698.2007078280935,60,1,866.7110227877747,21,884.9385720094734,6000.000000000001,6000.0,54729.44215047767
2025-03-28,1,29030.644167369766,685.0317735604316,29715.6759409302,14631.857138086118,2417.223648864114,17049.08078695023,15999.999999999998,12959.999999999998,15853.795174263534,37,1,31.998276253454378,2,462.89573612787336,6000.0,6000.000000000004,29276.105986113955
2025-03-29,1,29031.571578464267,583.0433054800446,29614.614883944312,14632.613848556695,2326.3024762992272,16958.916324855923,16000.000000000002,12960.000000000002,18867.40570061098,43,1,47.92766597578611,5,541.1839063269603,6000.000000000004,6000.0,29119.888043745144
2025-03-30,1,61545.45580008469,1318.5840126200828,62864.039812704774,36916.04777270957,5166.000183273806,42082.04795598338,21387.88823805021,17324.18947282067,3454.721347475228,49,1,691.4522196727015,17,812.3894220724527,6000.0,6000.000000000005,53661.66848649188
2025-03-31,1,60880.44911068498,3074.169336366629,63954.61844705161,36488.89163791554,11934.89981920851,48423.79145712405,21404.52411645642,17337.664534329706,2936.3693815915626,61,1,2316.2860549621205,33,1897.3873079700334,6000.000000000005,6000.000000000002,54952.74456165205
2025-04-01,1,60846.9601525647,5353.49329204689,66200.45344461159,36386.52271376501,17005.168106755387,53391.690820520394,21411.23816494698,17343.102913607057,1923.4666766050018,85,1,4257.0810334226335,36,1289.4108112843783,6000.000000000002,5999.999999999998,55544.65548284487
2025-04-02,1,60721.25247273766,5615.413699152147,66336.66617188981,36248.991957710765,21807.46807378783,58056.460031498595,21348.518912963817,17292.300319500686,1845.112178426672,87,1,3772.6394751659063,35,258.020609943038,5999.999999999998,6000.000000000005,61383.27110279448
2025-04-03,1,61558.969513497286,1459.8883171939942,63018.85783069128,36701.564697858405,6079.063726816101,42780.628424674505,21437.277602129256,17364.194857724702,3082.2448196200594,66,1,416.16850752448715,15,242.02786233338918,6000.000000000005,6000.000000000002,54471.56674721012
2025-04-04,1,28177.952612747915,611.1210296805979,28789.073642428513,14122.634295850243,2080.7809512006497,16203.415247050893,16000.000000000002,12960.000000000002,19318.271392428513,37,1,43.953862685879585,3,465.26839961179087,6000.000000000002,6000.0,28231.65434332295
2025-04-05,1,28352.01115804899,2085.883223110185,30437.894381159174,14191.836914605266,8169.810963058937,22361.647877664203,16000.000000000002,12959.999999999998,15353.77939782584,59,1,1451.031973416616,19,557.0409954580479,6000.0,6000.000000000002,28500.117489664102
2025-04-06,1,61089.37763520181,810.5049485853423,61899.882583787155,36263.3530347454,3203.474898559497,39466.8279333049,21371.78569768184,17311.14641512229,3429.1670345609355,53,1,62.22147330381836,5,591.8851278438876,6000.000000000002,6000.0,52547.34950487859
